seq,priority,doi_available,source,year,authors,title,journal,doi,icrv,cdai,dpl,doi_type,fp_type,n,r,notes,extracted
759,Medium,Y,,2006,"Chiao, Yu-Ching; Yang, Kuo-Pin; Yu, Chwo-Ming Joseph","Performance, internationalization, and firm-specific advantages of SMEs in a newly-industrialized economy",SMALL BUSINESS ECONOMICS,10.1007/s11187-005-5604-6,,,2,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,
760,Medium,Y,,2005,"Yu, CMJ; Chiao, YC; Chen, CJ",The impact of internationalisation and proprietary assets on firm performance: an empirical analysis of Taiwanese high-t,INTERNATIONAL JOURNAL OF TECHNOLOGY MANAGEMENT,10.1504/ijtm.2005.006007,1,L,2,other,firm_performance,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,
762,Medium,Y,,2005,"Gerpott, TJ; Jakopin, NM",The degree of internationalization and the financial performance of European mobile network operators,TELECOMMUNICATIONS POLICY,10.1016/j.telpol.2005.06.003,1,M,2,DOI,financial_perf,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed; icrv_auto:country:europe,
910,Medium,Y,,2005,"Rasiah, Rajah; Gachino, Geoffrey",Are Foreign Firms More Productive and Export- and Technology-intensive than Local Firms in Kenyan Manufacturing?,OXFORD DEVELOPMENT STUDIES,10.1080/13600810500137855,,L,2,,,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:unsure-resolved-Y; cdai_auto:L,
763,Medium,Y,,2004,"Yeoh, PL",International learning: antecedents and performance implications among newly internationalizing companies in an exportin,INTERNATIONAL MARKETING REVIEW,10.1108/02651330410547171,,,2,EXP,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed; doi_type_auto:Exporting / export activity,
767,Medium,Y,,2004,"Merino, F",Firms' productivity and internationalization: a statistical dominance test,APPLIED ECONOMICS LETTERS,10.1080/1350485042000254890,,,2,other,Productivity,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,
941,Medium,Y,,2002,"Vermeulen, F; Barkema, H","Pace, rhythm, and scope: Process dependence in building a profitable multinational corporation",STRATEGIC MANAGEMENT JOURNAL,10.1002/smj.243,,,2,,ACC,NR,NR,,
787,Medium,N,,2026,"Akkus, Guzin Emel; Yalabitorkaman, Deniz",Exploring the Factors Influencing the Export Performance of Manufacturing SMEs in Turkiye,JOURNAL OF ECONOMIC POLICY RESEARCHES-IKTISAT POLITIKASI ARA,,,,3,EXP,EXP,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:unsure-resolved-Y; doi_type_auto:EXP; fp_type_auto:EXP,
789,Medium,N,,2026,"Kim, Minjung",Heterogeneous effects of internal and external R&D on export performance by industry technology level,APPLIED ECONOMICS,,,,3,EXP,EXP,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:unsure-resolved-Y; doi_type_auto:EXP; fp_type_auto:EXP,
31,Medium,N,,2025,"Li, Qianwen",The effect of ESG performance on enterprises' internationalization : from the perspective of cooperative research and de,APPLIED ECONOMICS LETTERS,,,,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,
55,Medium,N,,2025,"Wang, Ziyi; Fang, Xiuyuan; Li, Yuanxu",Internationalization rhythm and corporate innovation performance in an emerging market,MANAGEMENT DECISION,,2,,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,
85,Medium,N,,2025,"Rozanski, Jerzy; Lopez-Morales, Jose Satsumi; Bogolebska, Justyna",Internationalisation and the Financial Performance of Companies,FOLIA OECONOMICA STETINENSIA,,,,3,other,financial_perf,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,
792,Medium,N,,2025,"Salmeron, Jose Pinera; Valle, Raquel Sanz; Molina-Castillo, Francisco-Jose","Beyond borders: Unraveling the tapestry of export performance through business model innovation, open innovation, and or",TECHNOVATION,,,,3,EXP,EXP,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:unsure-resolved-Y; doi_type_auto:EXP; fp_type_auto:EXP,
794,Medium,N,,2025,"Zhang, Dengjun; Affuso, Ermanno; Buleca, Jan; Toth, Peter; Pandey, Rudresh","Relationship Among R&D, Productivity, and Firm Exports: The Moderating Role of Credit Constraints",STUDIES IN BUSINESS AND ECONOMICS,,,,3,,,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:unsure-resolved-Y,
795,Medium,N,,2025,"Zhu, Qin; Li, Xin",The impact of enhanced intelligent manufacturing capabilities on a firm's export performance,FINANCE RESEARCH LETTERS,,,,3,EXP,EXP,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:unsure-resolved-Y; doi_type_auto:EXP; fp_type_auto:EXP,
110,Medium,N,,2024,"Filho, Antonio rodrigues albuquerque; Garcia, E. D. I. T. I. N. E. T. E. ANDRe D",THE INFLUENCE OF INTERNATIONALIZATION ON THE FINANCIAL PERFORMANCE OF BRAZILIAN AND EUROPEAN COMPANIES,REVISTA GESTAO ORGANIZACIONAL,,2,,3,other,financial_perf,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,
112,Medium,N,,2024,"Civelek, Mehmet; Kljucnikov, Aleksandr; Hruska, Roman; Svetlik, Jaroslav; Vavrec",Global Competitive Strategies: Assessing the Role of Marketing Tools in SME Internationalization and Financial Performan,JOURNAL OF COMPETITIVENESS,,,,3,other,financial_perf,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,
128,Medium,N,,2024,"Andreu, Rosario; Rienda, Laura; Ruiz-Fernandez, Lorena",THE MODERATING EFFECT OF WOMEN MANAGERS IN THE INTERNATIONALISATION AND INTELLECTUAL CAPITAL-PERFORMANCE RELATIONSHIP,TRANSFORMATIONS IN BUSINESS & ECONOMICS,,,,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,
138,Medium,N,,2024,"Wang, Junlin; Kim, Minho; Zhang, Chenyu",The Synergy Effect of Internationalization and R&D Intensity on Firm Performance in Korea: A Perspective Based on Knowle,JOURNAL OF KOREA TRADE,,1,L,3,other,firm_performance,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,
139,Medium,N,,2024,"Marin, Raquel; Santos-Arteaga, Francisco J.; Tavana, Madjid; Di Caprio, Debora",Productivity Improvements Triggered by Robotization and Internationalization Processes: The Spanish Experience,ARTIFICIAL INTELLIGENCE AND BUSINESS TRANSFORMATION,,1,L,3,other,Productivity,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed; icrv_auto:country:spain,
155,Medium,N,,2023,"Wu, Renhong; Kim, Minho",Does internationalization matter for corporate social performance of Chinese firms?,JOURNAL OF CORPORATE ACCOUNTING AND FINANCE,,2,L,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,
176,Medium,N,,2023,"Likitwongkajon, Napaporn; Vithessonthi, Chaiporn",Internationalization and firm performance,GLOBAL FINANCE JOURNAL,,,,3,other,firm_performance,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,
815,Medium,N,,2023,"Fernandez-Lopez, Sara; Nogueira-Moreiras, Manuel angel; Rodeiro-Pazos, David; Ro",Exports and firm growth: the moderating effect of innovation,EUROPEAN JOURNAL OF INTERNATIONAL MANAGEMENT,,1,,3,,,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:unsure-resolved-Y; icrv_auto:inferred:title:Europe,
200,Medium,N,,2022,"Ali, Salman; Mathur, Ajeet N.; Jaiswal, Anand Kumar",Antecedents to firm performance during re-internationalization,AUSTRALIAN JOURNAL OF MANAGEMENT,,1,M,3,other,firm_performance,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,
201,Medium,N,,2022,"Faroquc, Anisur R.; Sultana, Hafiza; Ahmed, Jashim Uddin; Ahmed, Farhad Uddin; R",The standalone and resource-bundling effects of government and nongovernment institutional support on early internationa,CRITICAL PERSPECTIVES ON INTERNATIONAL BUSINESS,,,,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,
230,Medium,N,,2022,"Sommer, Daniel; Bhandari, Krishna Raj",Internationalization of R&D and Innovation Performance in the Pharma Industry,JOURNAL OF INTERNATIONAL MANAGEMENT,,,,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,
234,Medium,N,,2022,"Zhai, Zhe; Ghosal, Vivek",Internationalization of innovation and firm performance in the pharmaceutical industry,INTERNATIONAL REVIEW OF ECONOMICS & FINANCE,,,,3,other,firm_performance,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,
252,Medium,N,,2022,"Capar, Nejat",Firm resources and internationalisation performance,JOURNAL FOR INTERNATIONAL BUSINESS AND ENTREPRENEURSHIP DEVE,,,,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,
817,Medium,N,,2022,"Anon Higon, Dolores; Bonvin, Daniel",Information and communication technologies and firms' export performance,INDUSTRIAL AND CORPORATE CHANGE,,,,3,EXP,EXP,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:unsure-resolved-Y; doi_type_auto:EXP; fp_type_auto:EXP,
823,Medium,N,,2022,"Peters, Bettina; Roberts, Mark J.; Van Anh Vuong",Firm R&D investment and export market exposure,RESEARCH POLICY,,,,3,,,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:unsure-resolved-Y,
824,Medium,N,,2022,"Alegre, Joaquin; Luis Ferreras-Mendez, Jose; Fernandez-Mesa, Anabel; Strange, Ro",Innovation capabilities and export performance in manufacturing SMEs,TEC EMPRESARIAL,,,,3,EXP,EXP,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:unsure-resolved-Y; doi_type_auto:EXP; fp_type_auto:EXP,
263,Medium,N,,2021,"Bojnec, Stefan; Tomsic, Nastja",Corporate sustainability and enterprise performance The mediating effects of internationalization and networks,INTERNATIONAL JOURNAL OF PRODUCTIVITY AND PERFORMANCE MANAGE,,,,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,
275,Medium,N,,2021,"Zainudin, Rozaimah; Mahdzan, Nurul Shahnaz; Mohamad, Norzulkarnien Nor",Internationalisation and financial performance: in the case of global automotive firms,REVIEW OF INTERNATIONAL BUSINESS AND STRATEGY,,,,3,other,financial_perf,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,
288,Medium,N,,2021,"Leung, T. Y.; Sharma, Piyush",Differences in the impact of R&D intensity and R&D internationalization on firm performance - Mediating role of innovati,JOURNAL OF BUSINESS RESEARCH,,,,3,other,firm_performance,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,
294,Medium,N,,2021,"Barlozewski, Krystian; Trapczynski, Piotr","Is internationalisation beneficial for novice internationalisers? The performance effects of firm-specific advantages, i",OECONOMIA COPERNICANA,,,,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,
306,Medium,N,,2021,"Kazemi, Ali; Rousta, Alireza; Na'ami, Abdullah",Analyzing the Impact of Export Orientations on Export Performance Through Innovation and Internationalization: The Media,IRANIAN JOURNAL OF MANAGEMENT STUDIES,,,,3,EXP,Export/operational,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed; doi_type_auto:Export performance / export outcome,
826,Medium,N,,2021,"Mi, Jie; Nanseki, Teruaki; Chomei, Yosuke; Chen, Tinggui",The Export Quality and Firm Heterogeneity of the Food Industry in China,JOURNAL OF THE FACULTY OF AGRICULTURE KYUSHU UNIVERSITY,,2,M,3,,,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:unsure-resolved-Y; icrv_auto:inferred:title:China; cdai_auto:M,
831,Medium,N,,2021,"Kravchenko, Grygorii",International Experts' Influence on Company Internationalization,CENTRAL EUROPEAN MANAGEMENT JOURNAL,,1,,3,,,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:unsure-resolved-Y; icrv_auto:inferred:title:Europe,
923,Medium,N,,2021,"Sousa, Carlos M. P.; Yan, Ji; Gomes, Emanuel; Lengler, Jorge","Export activity, R&D investment, and foreign ownership: does it matter for productivity?",INTERNATIONAL MARKETING REVIEW,,,,3,EXP,LAB,NR,NR,,
322,Medium,N,,2020,"Henley, Andrew; Son, Meng","Innovation, internationalisation and the performance of microbusinesses",INTERNATIONAL SMALL BUSINESS JOURNAL-RESEARCHING ENTREPRENEU,,,,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,
359,Medium,N,,2020,"Yang, Guojun; Zhou, Xiaohu; Liang, Zhiyao",Enterprise internationalisation performance evaluation model based on artificial neural network,INTERNATIONAL JOURNAL OF EMBEDDED SYSTEMS,,,,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,
360,Medium,N,,2020,"Leon Garcia, Omar Alexander; Baez Landeros, Eliana Rocio",Analysis of the Relationship Between IT and Industry 4.0 Technologies with Internationalization and Business Performance,INGENIERIA E INVESTIGACION,,,,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,
833,Medium,N,,2020,"Lopez Rodriguez, Jose; Serrano Orellana, Bill",Human capital and export performance in the Spanish manufacturing firms,BALTIC JOURNAL OF MANAGEMENT,,1,,3,EXP,EXP,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:unsure-resolved-Y; icrv_auto:inferred:title:Spain; doi_type_auto:EXP; fp_type_auto:EXP,
834,Medium,N,,2020,"Mahmoud, Mahmoud Abdulai; Adams, Matilda; Abubakari, Aidatu; Commey, Nicholas Ob",Social media resources and export performance: the role of trust and commitment,INTERNATIONAL MARKETING REVIEW,,,,3,EXP,EXP,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:unsure-resolved-Y; doi_type_auto:EXP; fp_type_auto:EXP,
835,Medium,N,,2020,"Faria, Samuel; Rebelo, Joao; Gouveia, Sofia",FIRMS' EXPORT PERFORMANCE: A FRACTIONAL ECONOMETRIC APPROACH,JOURNAL OF BUSINESS ECONOMICS AND MANAGEMENT,,,,3,EXP,EXP,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:unsure-resolved-Y; doi_type_auto:EXP; fp_type_auto:EXP,
838,Medium,N,,2020,"Lecerf, Marjorie; Omrani, Nessrine",SME Internationalization: the Impact of Information Technology and Innovation,JOURNAL OF THE KNOWLEDGE ECONOMY,,,,3,,,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:unsure-resolved-Y,
840,Medium,N,,2020,"Knight, Gary; Moen, Oystein; Madsen, Tage Koed",Antecedents to differentiation strategy in the exporting SME,INTERNATIONAL BUSINESS REVIEW,,,,3,,,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:unsure-resolved-Y,
367,Medium,N,,2019,"Sun, Wenbin; Price, Joseph; Ding, Yuan",The longitudinal effects of internationalization on firm performance: The moderating role of marketing capability,JOURNAL OF BUSINESS RESEARCH,,,,3,other,firm_performance,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,
403,Medium,N,,2019,"Chen, Ying-Yu",Does Efficient Social-Network Structure Benefit the Performance of Business Groups and Core Firms? The Underlying Mediat,NTU MANAGEMENT REVIEW,,,,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,
843,Medium,N,,2019,"Falk, Martin; de Lemos, Francisco Figueira",Complementarity of R&D and productivity in SME export behavior,JOURNAL OF BUSINESS RESEARCH,,,,3,EXP,,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:unsure-resolved-Y; doi_type_auto:EXP,
846,Medium,N,,2019,"Kashefi, M.; Mohammadi, H.; Abolhasani, L.",Effect of Marketing Strategies on Export Performance of Agricultural Products: The Case of Saffron in Iran,JOURNAL OF AGRICULTURAL SCIENCE AND TECHNOLOGY,,,,3,EXP,EXP,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:unsure-resolved-Y; doi_type_auto:EXP; fp_type_auto:EXP,
412,Medium,N,,2018,"Freixanet, Joan; Churakova, Iya","Exploring the Relationship Between Internationalization Stage, Innovation, and Performance: The Case of Spanish Companie",INTERNATIONAL JOURNAL OF BUSINESS,,1,L,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed; icrv_auto:country:spain,
415,Medium,N,,2018,"Velez-Calle, Andres; Sanchez-Henriquez, Fernando; Contractor, Farok",Internationalization and performance: the role of depth and breadth,ACADEMIA-REVISTA LATINOAMERICANA DE ADMINISTRACION,,1,L,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed; icrv_auto:country:usa,
452,Medium,N,,2018,"Madaleno, Mara; Varum, Celeste Amorim; Horta, Isabel",SMEs Performance and Internationalization: A Traditional Industry Approach,ANNALS OF ECONOMICS AND FINANCE,,,,3,other,ACC,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed; fp_auto:pm:Accounting,
453,Medium,N,,2018,"Purkayastha, Anish",Performance of business group affiliated firms in emerging markets Causal mediation analysis of internationalization and,INTERNATIONAL JOURNAL OF EMERGING MARKETS,,2,,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,
852,Medium,N,,2018,"Valero Cordoba, Gladys Mireya; Rodenes, Manuel; Elena Rueda, Gladys",Effects of the use of competitiveness as a strategy on exporting companies: Status of the issue,EQUIDAD & DESARROLLO,,,,3,,,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:unsure-resolved-Y,
853,Medium,N,,2018,"Cieslik, Andrzej; Michalek, Jan Jakub","Process and product innovations, multi-product status and export performance: firm-level evidence from V-4 countries",EQUILIBRIUM-QUARTERLY JOURNAL OF ECONOMICS AND ECONOMIC POLI,,,,3,EXP,EXP,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:unsure-resolved-Y; doi_type_auto:EXP; fp_type_auto:EXP,
854,Medium,N,,2018,"Rua, Orlando Lima",From intangible resources to export performance: Exploring the mediating effect of absorptive capabilities and innovatio,REVIEW OF INTERNATIONAL BUSINESS AND STRATEGY,,,,3,EXP,EXP,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:unsure-resolved-Y; doi_type_auto:EXP; fp_type_auto:EXP,
858,Medium,N,,2018,"Bykova, Anna; Lopez-Iturriaga, Felix",Exports-performance relationship in Russian manufacturing companies Does foreign ownership play an enhancing role?,BALTIC JOURNAL OF MANAGEMENT,,,M,3,,,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:unsure-resolved-Y; cdai_auto:M,
463,Medium,N,,2017,"Costa, Stefano; Pappalardo, Carmine; Vicarelli, Claudio",Internationalization choices and Italian firm performance during the crisis,SMALL BUSINESS ECONOMICS,,1,L,3,other,firm_performance,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed; icrv_auto:country:italy,
472,Medium,N,,2017,"Dikova, Dessislava; van Witteloostuijn, Arjen; Parker, Simon","Capability, environment and internationalization fit, and financial and marketing performance of MNEs' foreign subsidiar",CROSS CULTURAL & STRATEGIC MANAGEMENT,,,,3,subsidiaries,ACC,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed; fp_auto:pm:Accounting,
477,Medium,N,,2017,"Li, Jie Yi; Cao, Jin Xia; Liu, Yu Qin",A Study on the Effects of Dual Network Embeddedness on Organizational Learning and Internationalization Performance,EURASIA JOURNAL OF MATHEMATICS SCIENCE AND TECHNOLOGY EDUCAT,,,,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,
498,Medium,N,,2017,"Garcia-Garcia, Raquel; Garcia-Canal, Esteban; Guillen, Mauro F.",Rapid internationalization and long-term performance: The knowledge link,JOURNAL OF WORLD BUSINESS,,,,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,
863,Medium,N,,2017,"Yarbrough, Earl, Jr.; Abebe, Michael; Dadanlar, Hazel",Board political experience and firm internationalization strategy A resource dependence perspective,JOURNAL OF STRATEGY AND MANAGEMENT,,,,3,,,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:unsure-resolved-Y,
867,Medium,N,,2017,"Liu, Guangqiang; Pang, Lirang; Kong, Dongmin",Effects of human capital on the relationship between export and firm innovation,CHINESE MANAGEMENT STUDIES,,2,,3,,,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:unsure-resolved-Y; icrv_auto:inferred:title:China,
502,Medium,N,,2016,"Jeong, So Won",Types of foreign networks and internationalization performance of Korean SMEs,MULTINATIONAL BUSINESS REVIEW,,1,L,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,
504,Medium,N,,2016,"Horta, Isabel M.; Kapelko, Magdalena; lansink, Alfons OuDe; Camanho, Ana S.",THE IMPACT OF INTERNATIONALIZATION AND DIVERSIFICATION ON CONSTRUCTION INDUSTRY PERFORMANCE,INTERNATIONAL JOURNAL OF STRATEGIC PROPERTY MANAGEMENT,,,,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,
514,Medium,N,,2016,"Hilmersson, Mikael; Johanson, Martin",Speed of SME Internationalization and Performance,MANAGEMENT INTERNATIONAL REVIEW,,,,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,
516,Medium,N,,2016,"Bekes, Gabor; Murakoezy, Balazs",Measuring productivity premia with many modes of internationalization,ECONOMICS LETTERS,,,,3,other,Productivity,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,
517,Medium,N,,2016,"Fernandez-Olmos, Marta; Gargallo-Castel, Ana; Giner-Bagues, Enrique",Internationalisation and performance in Spanish family SMES: The W-curve,BRQ-BUSINESS RESEARCH QUARTERLY,,1,L,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed; icrv_auto:country:spain,
518,Medium,N,,2016,"Pinho, Jose Carlos; Prange, Christiane",The effect of social networks and dynamic internationalization capabilities on international performance,JOURNAL OF WORLD BUSINESS,,,,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,
523,Medium,N,,2016,"Assaf, A. George; Josiassen, Alexander; Oh, Haemoon",Internationalization and hotel performance: The missing pieces,TOURISM ECONOMICS,,,,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,
541,Medium,N,,2016,"Rahko, Jaana",Internationalization of corporate R&D activities and innovation performance,INDUSTRIAL AND CORPORATE CHANGE,,,,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,
868,Medium,N,,2016,"Fuchs, Manfred; Koestner, Mariella",Antecedents and consequences of firm's export marketing strategy An empirical study of Austrian SMEs (a contingency pers,MANAGEMENT RESEARCH REVIEW,,,H,3,,,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:unsure-resolved-Y; cdai_auto:H,
554,Medium,N,,2015,"Yuan, Lin; Pangarkar, Nitin",Performance implications of internationalization strategies for Chinese MNCs,INTERNATIONAL JOURNAL OF EMERGING MARKETS,,2,,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,
555,Medium,N,,2015,"Siedschlag, Iulia; Zhang, Xiaoheng",Internationalisation of firms and their innovation and productivity,ECONOMICS OF INNOVATION AND NEW TECHNOLOGY,,,,3,other,Productivity,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,
558,Medium,N,,2015,"Urban, Boris; Sefalafala, Mpho R.",THE INFLUENCE OF ENTREPRENEURIAL INTENSITY AND CAPABILITIES ON INTERNATIONALISATION AND FIRM PERFORMANCE,SOUTH AFRICAN JOURNAL OF ECONOMIC AND MANAGEMENT SCIENCES,,2,,3,other,firm_performance,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed; icrv_auto:country:south africa,
566,Medium,N,,2015,"Hsu, Chia-Wen; Lien, Yung-Chih; Chen, Homin",R&D internationalization and innovation performance,INTERNATIONAL BUSINESS REVIEW,,,,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,
567,Medium,N,,2015,"Chen, Yan; Zhai, Rui-Rui; Wang, Chengqi; Zhong, Changbiao","Home institutions, internationalization and firm performance Evidence from listed Chinese firms",MANAGEMENT DECISION,,2,L,3,other,firm_performance,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,
880,Medium,N,,2015,"Sala, Davide; Yalcin, Erdal",Export Experience of Managers and the Internationalisation of Firms,WORLD ECONOMY,,,,3,,,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:unsure-resolved-Y,
881,Medium,N,,2015,"Cieslik, Jerzy; Kaciak, Eugene; Thongpapanl, Narongsak (Tek)",Effect of export experience and market scope strategy on export performance: Evidence from Poland,INTERNATIONAL BUSINESS REVIEW,,3,M,3,EXP,EXP,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:unsure-resolved-Y; icrv_auto:inferred:title:Poland; doi_type_auto:EXP; fp_type_auto:EXP; cdai_auto:M,
624,Medium,N,,2014,"Cheng, Cheng-Ping; Liang, Lien-Wen; Huang, Chen-Ta",Effect of Internationalization on the Cost Efficiency of Taiwan's Banks,EMERGING MARKETS FINANCE AND TRADE,,1,,3,other,Efficiency,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,
885,Medium,N,,2014,"Onodi, Annamaria Kazai",Export Performance Clusters of the Hungarian Enterprises: What Factors are Behind the Successful Export Activities?,ENTREPRENEURIAL BUSINESS AND ECONOMICS REVIEW,,3,,3,EXP,EXP,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:unsure-resolved-Y; icrv_auto:inferred:title:Hungary; doi_type_auto:EXP; fp_type_auto:EXP,
886,Medium,N,,2014,"Lojacono, Gabriella; Venzin, Markus",ORGANIZING EXPORT STRATEGIES,ORCHESTRATION OF THE GLOBAL NETWORK ORGANIZATION,,,,3,EXP,,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:unsure-resolved-Y; doi_type_auto:EXP,
887,Medium,N,,2014,"Cieslik, Andrzej; Michalek, Jan; Michalek, Anna","The Influence of Firm Characteristics and Export Performance in Central and Eastern Europe: Comparisons of Visegrad, Bal",ENTREPRENEURIAL BUSINESS AND ECONOMICS REVIEW,,1,,3,EXP,EXP,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:unsure-resolved-Y; icrv_auto:inferred:title:Europe; doi_type_auto:EXP; fp_type_auto:EXP,
889,Medium,N,,2014,"Fonfria, Antonio; Duch-Brown, Nestor",Explaining Export Performance in the Spanish Defense Industry,DEFENCE AND PEACE ECONOMICS,,1,,3,EXP,EXP,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:unsure-resolved-Y; icrv_auto:inferred:title:Spain; doi_type_auto:EXP; fp_type_auto:EXP,
649,Medium,N,,2013,"Yang, Yong; Martins, Pedro S.; Driffield, Nigel",Multinational Performance and the Geography of FDI,MANAGEMENT INTERNATIONAL REVIEW,,,,3,FDI,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,
