seq,title,year,journal,doi,extraction_priority,decision,reason
593,Export intensity and plant characteristics: What can we learn from quantile regression?,2006,REVIEW OF WORLD ECONOMICS,10.1142/9781786349699_0008,1_DOI_FIRST,UNSURE,title_insufficient
594,Small-firm performance: Modeling the role of product and process improvements,2006,JOURNAL OF SMALL BUSINESS MANAGEMENT,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
595,International diversification and firm performance in Mexican firms: A curvilinear relationship?,2006,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2005.08.008,1_DOI_FIRST,Y,STRONG:SI:intl_and_perf
596,Partnering strategies and performance of SMEs' international joint ventures,2006,JOURNAL OF BUSINESS VENTURING,10.1016/j.jbusvent.2005.02.002,1_DOI_FIRST,UNSURE,title_insufficient
597,"Top team diversity, internationalization and the mediating effect of international alliances",2006,BRITISH JOURNAL OF MANAGEMENT,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
598,"Foreign ownership and productivity in Polish industry - The case of Polish manufacturing, 1993-2002",2006,EASTERN EUROPEAN ECONOMICS,10.2753/eee0012-8775440502,1_DOI_FIRST,UNSURE,title_insufficient
599,Economic liberalization and the antecedents of top management teams:: Evidence from Turkish 'big' business,2006,BRITISH JOURNAL OF MANAGEMENT,10.1111/j.1467-8551.2006.00491.x,1_DOI_FIRST,UNSURE,title_insufficient
600,Innovation in China's furniture industry,2006,FOREST PRODUCTS JOURNAL,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
601,"The importance of resources in the internationalization of professional service firms: The good, the bad, and the ugly",2006,ACADEMY OF MANAGEMENT JOURNAL,10.5465/amj.2006.23478217,1_DOI_FIRST,UNSURE,title_insufficient
602,The long-run performance of UK IPOs: can it be predicted?,2007,MANAGERIAL FINANCE,10.1108/03074350710748759,1_DOI_FIRST,UNSURE,title_insufficient
603,"A review of the foundation, international marketing strategies, and performance of international new ventures",2007,EUROPEAN JOURNAL OF MARKETING,10.1108/03090560710821242,1_DOI_FIRST,Y,STRONG:SI:intl_and_perf
604,Human capital and organizational performance: a study of Egyptian software companies,2007,MANAGEMENT DECISION,10.1108/00251740710746033,1_DOI_FIRST,UNSURE,title_insufficient
605,PERFORMANCE EFFECTS OF INTERNATIONALIZATION STRATEGIES: A META-ANALYSIS,2007,REGIONAL ASPECTS OF MULTINATIONALITY AND PERFORMANCE,,2_NO_DOI_MANUAL,Y,STRONG:SI:perf_intl
606,Design-intensive born globals: a multiple case study of marketing management,2007,JOURNAL OF MARKETING MANAGEMENT,10.1362/026725707x250377,1_DOI_FIRST,N,HARD:qual:case_study
607,Benchmarking the Slovenian competitiveness by system of indicators,2007,BENCHMARKING-AN INTERNATIONAL JOURNAL,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
608,"Gazelle in elephant's clothing, an integrated model of outsourcing",2007,INTERNATIONAL JOURNAL OF INDIAN CULTURE AND BUSINESS MANAGEMENT,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
609,INTRA-REGIONAL SALES AND THE INTERNATIONALIZATION AND PERFORMANCE RELATIONSHIP,2007,REGIONAL ASPECTS OF MULTINATIONALITY AND PERFORMANCE,,2_NO_DOI_MANUAL,Y,STRONG:SI:intl_perf
610,INTERNATIONALIZATION OF INDIAN FIRMS: REGIONALIZATION PATTERNS AND IMPACT ON PERFORMANCE,2007,REGIONAL ASPECTS OF MULTINATIONALITY AND PERFORMANCE,,2_NO_DOI_MANUAL,Y,STRONG:SI:intl_perf
611,Real options in multinational corporations: organizational challenges and risk implications,2007,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,10.1057/palgrave.jibs.8400260,1_DOI_FIRST,UNSURE,title_insufficient
612,The effect of product diversification strategies on the relationship between international diversification and firm perf,2007,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2006.11.002,1_DOI_FIRST,Y,STRONG:SI:effect_intl_perf
613,Performance impact of business group affiliation: An analysis of the diversification-performance link in a developing ec,2007,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2006.10.024,1_DOI_FIRST,UNSURE,title_insufficient
614,Linking FDI motivation and host economy productivity effects: conceptual and empirical analysis,2007,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,10.1057/palgrave.jibs.8400268,1_DOI_FIRST,Y,STRONG:SI:fdi_prod
615,Foreign market entry mode in the hotel industry: The impact of country- and firm-specific factors,2007,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2007.01.003,1_DOI_FIRST,N,HARD:ant:entry_mode
616,International diversification and firm performance: Role of information technology investments,2007,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2007.02.004,1_DOI_FIRST,Y,STRONG:SI:intl_and_perf
617,The impact of national culture and communication on exporter-distributor relations and on export performance,2007,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2007.01.008,1_DOI_FIRST,Y,STRONG:SI:exp_perf
618,"International expansion path, speed, product diversification and performance among emerging-market MNEs: Evidence from A",2007,ASIAN BUSINESS & MANAGEMENT,10.1057/palgrave.abm.9200228,1_DOI_FIRST,Y,STRONG:SI:intl_and_perf
619,"Returnee entrepreneurs, science park location choice and performance: An analysis of high-technology SMEs in China",2008,ENTREPRENEURSHIP THEORY AND PRACTICE,10.1111/j.1540-6520.2007.00219.x,1_DOI_FIRST,N,HARD:ant:location_choice
620,A MULTIVARIATE FRAMEWORK TO EXPLORE FIRMS' INTERNATIONALIZATION PATTERNS: THE ROLE OF INDIVIDUAL HETEROGENEITY,2008,STATISTICA,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
621,Does training facilitate SME's performance?,2008,INTERNATIONAL JOURNAL OF HUMAN RESOURCE MANAGEMENT,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
622,Resource accumulation and overseas expansion by Japanese multinationals,2008,JOURNAL OF ECONOMIC BEHAVIOR & ORGANIZATION,10.1016/j.jebo.2005.07.007,1_DOI_FIRST,UNSURE,title_insufficient
623,"Corporate diversification: The impact of foreign competition, industry globalization, and product diversification",2008,STRATEGIC MANAGEMENT JOURNAL,10.1002/smj.653,1_DOI_FIRST,UNSURE,title_insufficient
624,International expansion strategies of Korean venture firms: Entry mode choice and performance,2008,ASIAN BUSINESS & MANAGEMENT,10.1057/palgrave.abm.9200246,1_DOI_FIRST,N,HARD:ant:entry_mode
625,Strategic orientations of born globals - Do they really matter?,2008,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2007.11.015,1_DOI_FIRST,UNSURE,title_insufficient
626,Regional diversification and firm performance,2008,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
627,The preparedness of companies to adopt International Financial Reporting Standards: Portuguese evidence,2008,ACCOUNTING FORUM,10.1016/j.accfor.2007.11.001,1_DOI_FIRST,UNSURE,title_insufficient
628,Analysis of productivity differences among foreign and domestic firms:: Evidence from Germany,2008,REVIEW OF WORLD ECONOMICS,10.1007/s10290-008-0136-1,1_DOI_FIRST,UNSURE,title_insufficient
629,Overseas business costs and firm export performance,2008,CANADIAN JOURNAL OF ECONOMICS-REVUE CANADIENNE D ECONOMIQUE,10.1111/j.1540-5982.2008.00480.x,1_DOI_FIRST,Y,STRONG:SI:exp_perf
630,The export intensity of venture capital backed companies,2008,SMALL BUSINESS ECONOMICS,10.1007/s11187-008-9109-y,1_DOI_FIRST,UNSURE,title_insufficient
631,Managerial empire building and firm disclosure,2008,JOURNAL OF ACCOUNTING RESEARCH,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
632,Human capital and wages in exporting firms,2008,JOURNAL OF INTERNATIONAL ECONOMICS,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
633,The innovative performance of foreign-owned enterprises in small open economies,2008,JOURNAL OF TECHNOLOGY TRANSFER,10.1007/s10961-007-9058-7,1_DOI_FIRST,UNSURE,title_insufficient
634,The impact of R&D on value added for domestic and foreign firms in a newly industrialized economy,2008,INTERNATIONAL BUSINESS REVIEW,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
635,Strategic responses to institutional changes: 'Indigenous growth' model of the Indian pharmaceutical industry,2008,JOURNAL OF INTERNATIONAL MANAGEMENT,10.1016/j.intman.2008.05.001,1_DOI_FIRST,N,HARD:oob:health
636,Network embeddedness and new-venture internationalization: Analyzing international linkages in the German biotech indust,2008,JOURNAL OF BUSINESS VENTURING,10.1016/j.jbusvent.2007.09.001,1_DOI_FIRST,N,HARD:ant:network_intl
637,Internationalization and Performance of Indian Pharmaceutical Firms,2008,THUNDERBIRD INTERNATIONAL BUSINESS REVIEW,,2_NO_DOI_MANUAL,N,HARD:oob:health
638,Internationalization and performance of small- and medium-sized enterprises,2008,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2007.11.009,1_DOI_FIRST,Y,STRONG:SI:intl_perf
639,Optimal geographic diversification and firm performance: evidence from the UK,2008,JOURNAL OF PRODUCTIVITY ANALYSIS,10.1007/s11123-008-0102-x,1_DOI_FIRST,UNSURE,title_insufficient
640,International diversification and performance: The mediating role of implementation,2008,INTERNATIONAL BUSINESS REVIEW,,2_NO_DOI_MANUAL,Y,STRONG:SI:intl_and_perf
641,EXPORT BEHAVIOUR IN THE CHILEAN AGRIBUSINESS AND FOOD PROCESSING INDUSTRY,2008,CHILEAN JOURNAL OF AGRICULTURAL RESEARCH,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
642,Is quality management a prime requisite for globalization? Some facts from the sports industry,2008,QUALITY & QUANTITY,10.1007/s11135-007-9135-x,1_DOI_FIRST,N,HARD:ant:quality_globali
643,Internationalization of US multinational hotel companies: Expansion to Asia versus Europe,2008,INTERNATIONAL JOURNAL OF HOSPITALITY MANAGEMENT,10.1016/j.ijhm.2007.09.002,1_DOI_FIRST,UNSURE,title_insufficient
644,Partnership or self-reliance entry modes: Large and small technology-based enterprises' strategies in overseas markets,2008,JOURNAL OF INTERNATIONAL ENTREPRENEURSHIP,10.1007/s10843-008-0029-3,1_DOI_FIRST,UNSURE,title_insufficient
645,The agricultural machinery industry in Argentina: from restructuring to internationalization?,2008,CEPAL REVIEW,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
646,OVERSEAS R&D ACTIVITIES AND HOME PRODUCTIVITY GROWTH: EVIDENCE FROM JAPANESE FIRM-LEVEL DATA,2008,JOURNAL OF INDUSTRIAL ECONOMICS,10.1111/j.1467-6451.2008.00363.x,1_DOI_FIRST,UNSURE,title_insufficient
647,Positive management of marketing-operations relationships: the case of an internet retail SME,2009,JOURNAL OF MARKETING MANAGEMENT,10.1362/026725709x461858,1_DOI_FIRST,UNSURE,title_insufficient
648,Location in Internationalization Strategy: Determinants and Consequences,2009,MULTINATIONAL BUSINESS REVIEW,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
649,GEOGRAPHIC MARKET DIVERSIFICATION: A PREMIUM OR DISCOUNT IN FIRM'S VALUE,2009,NEW CHALLENGES TO INTERNATIONAL MARKETING,10.1108/s1474-7979(2009)0000020013,1_DOI_FIRST,UNSURE,title_insufficient
650,Technological intensities and economic performance: a study of foreign and local electronics firms in Malaysia,2009,ASIA PACIFIC BUSINESS REVIEW,10.1080/13602380701668700,1_DOI_FIRST,UNSURE,title_insufficient
651,''Rushing in where angels fear to tread''? The early internationalization of indigenous Chinese firms,2009,JOURNAL OF CHINESE ECONOMIC AND FOREIGN TRADE STUDIES,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
652,Export-oriented small and medium industry clusters in Indonesia,2009,JOURNAL OF ENTERPRISING COMMUNITIES-PEOPLE AND PLACES IN THE GLOBAL ECONOMY,10.1108/17506200910943661,1_DOI_FIRST,UNSURE,title_insufficient
653,SME opportunity for growth or profit: what is the role of product and process improvement?,2009,INTERNATIONAL JOURNAL OF ENTREPRENEURIAL VENTURING,10.1504/ijev.2009.023817,1_DOI_FIRST,UNSURE,title_insufficient
654,R&D intensity for innovative and adaptive purposes in overseas subsidiaries: Evidence from Japanese multinational enterp,2009,RESEARCH IN INTERNATIONAL BUSINESS AND FINANCE,10.1016/j.ribaf.2008.03.002,1_DOI_FIRST,N,HARD:DV:rd_subsidiary
655,Learning-by-Exporting Revisited: The Role of Intensity and Persistence*,2009,SCANDINAVIAN JOURNAL OF ECONOMICS,,2_NO_DOI_MANUAL,Y,STRONG:SI:LBE
656,NARRATIVES AND THE FINANCIALISED FIRM,2009,KOLNER ZEITSCHRIFT FUR SOZIOLOGIE UND SOZIALPSYCHOLOGIE,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
657,Order-of-Entry Effects for Service Firms in Developing Markets: An Examination of Multinational Advertising Agencies,2009,JOURNAL OF INTERNATIONAL MARKETING,10.1509/jimk.17.2.23,1_DOI_FIRST,UNSURE,title_insufficient
658,"Exporting, RD, and absorptive capacity in UK establishments",2009,OXFORD ECONOMIC PAPERS-NEW SERIES,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
659,The financial structure of the Spanish hotel industry: evidence from cluster analysis,2009,TOURISM ECONOMICS,10.5367/000000009787536690,1_DOI_FIRST,UNSURE,title_insufficient
660,R&D subsidiary isolation in knowledge-intensive industries: evidence from Austria,2009,R & D MANAGEMENT,10.1111/j.1467-9310.2009.00544.x,1_DOI_FIRST,UNSURE,title_insufficient
661,FLEXIBILITY IN INTERNATIONALIZATION: IS IT VALUABLE DURING AN ECONOMIC CRISIS?,2009,STRATEGIC MANAGEMENT JOURNAL,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
662,INNOVATIVENESS AND INTERNATIONAL OPERATIONS: CASE OF RUSSIAN R&D COMPANIES,2009,INTERNATIONAL JOURNAL OF INNOVATION MANAGEMENT,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
663,"International Diversification, Business Group Affiliation and Firm Performance: Empirical Evidence from India",2009,BRITISH JOURNAL OF MANAGEMENT,10.1111/j.1467-8551.2007.00558.x,1_DOI_FIRST,Y,STRONG:SI:intl_and_perf
664,Modeling the diffusion of strategies: an application to exporting,2009,INDUSTRIAL AND CORPORATE CHANGE,,2_NO_DOI_MANUAL,N,HARD:meth:diffusion
665,Why do top management teams look the way they do? A multilevel exploration of the antecedents of TMT heterogeneity,2009,STRATEGIC ORGANIZATION,10.1177/1476127009340496,1_DOI_FIRST,UNSURE,title_insufficient
666,Skill Upgrading and the Real Exchange Rate,2009,WORLD ECONOMY,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
667,On the Internationalization of the Wireless Telecommunications Industry: A Market-Based Analysis of Six European Service,2009,INTERNATIONAL JOURNAL OF INTERDISCIPLINARY TELECOMMUNICATIONS AND NETWORKING,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
668,The Internationalisation of Retail Banking: Banco Santander's Journey towards Globalisation,2009,LONG RANGE PLANNING,10.1016/j.lrp.2009.09.006,1_DOI_FIRST,UNSURE,title_insufficient
669,The evolution of the productivity dispersion of firms: a reevaluation of its determinants in the case of Japan,2009,REVIEW OF WORLD ECONOMICS,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
670,The moderating effects of home region orientation on R&D investment and international SME performance: Lessons from Kore,2009,EUROPEAN MANAGEMENT JOURNAL,10.1016/j.emj.2009.04.011,1_DOI_FIRST,Y,STRONG:SI:intl_sme_perf
671,"R&D, internationalization and growth of newly listed firms: European evidence",2009,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,10.1057/jibs.2009.18,1_DOI_FIRST,UNSURE,title_insufficient
672,"How do new ventures grow? Firm capabilities, growth strategies and performance",2009,INTERNATIONAL JOURNAL OF RESEARCH IN MARKETING,10.1016/j.ijresmar.2009.08.004,1_DOI_FIRST,UNSURE,title_insufficient
673,Innovation and internationalization: the case of Italy,2009,JOURNAL OF TECHNOLOGY TRANSFER,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
674,THE INFLUENCE OF MULTINATIONALITY ON DETERMINANTS OF CHANGE IN DEBT LEVEL Empirical Evidence from Indonesia,2010,GADJAH MADA INTERNATIONAL JOURNAL OF BUSINESS,10.22146/gamaijb.5517,1_DOI_FIRST,UNSURE,title_insufficient
675,Internationalization process,2010,HANDBOOK OF RESEARCH ON STRATEGY PROCESS,,2_NO_DOI_MANUAL,N,HARD:proc:intl_process
676,The M Curve: The Performance of Born-Regional Firms From Korea,2010,MULTINATIONAL BUSINESS REVIEW,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
677,Exchange Rate Pass-Through and Exposure in the Turkish Economy,2010,CENTRAL BANK REVIEW,10.2139/ssrn.1564507,1_DOI_FIRST,UNSURE,title_insufficient
678,Internationalisation and global competitive advantage: implications for Asian emerging market multinational enterprises,2010,INTERNATIONAL JOURNAL OF BUSINESS ENVIRONMENT,10.1504/ijbe.2010.037597,1_DOI_FIRST,UNSURE,title_insufficient
679,Location factors of international R&D activities: an econometric approach,2010,ECONOMICS OF INNOVATION AND NEW TECHNOLOGY,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
680,ALLIANCE PORTFOLIO INTERNATIONALIZATION,2010,"HANDBOOK OF BUSINESS AND FINANCE: MULTINATIONAL COMPANIES, VENTURE CAPITAL AND NON-PROFIT ORGANIZATIONS",,2_NO_DOI_MANUAL,UNSURE,title_insufficient
681,Small Firm Growth,2010,FOUNDATIONS AND TRENDS IN ENTREPRENEURSHIP,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
682,Important export skills comparison in different export stage An empirical study of Chinese firms,2010,JOURNAL OF CHINESE ECONOMIC AND FOREIGN TRADE STUDIES,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
683,The role of size in firms' training: evidence from Spain,2010,INTERNATIONAL JOURNAL OF MANPOWER,10.1108/01437721011066362,1_DOI_FIRST,UNSURE,title_insufficient
684,A MULTILEVEL APPROACH TO UNDERSTANDING THE MULTINATIONALITY-PERFORMANCE RELATIONSHIP,2010,"PAST, PRESENT AND FUTURE OF INTERNATIONAL BUSINESS AND MANAGEMENT",,2_NO_DOI_MANUAL,Y,STRONG:SI:multi_perf
685,How much does home country matter to corporate profitability?,2010,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,10.1057/jibs.2009.69,1_DOI_FIRST,UNSURE,title_insufficient
686,The Impact of Interorganizational Imitation on New Venture International Entry and Performance,2010,ENTREPRENEURSHIP THEORY AND PRACTICE,10.1111/j.1540-6520.2009.00365.x,1_DOI_FIRST,Y,STRONG:SI:intl_and_perf
687,Organizational entrainment and international new ventures from emerging markets,2010,JOURNAL OF BUSINESS VENTURING,10.1016/j.jbusvent.2009.01.008,1_DOI_FIRST,UNSURE,title_insufficient
