seq,priority,doi_available,year,authors,title,journal,doi,access_link,icrv,dpl,doi_type,fp_type,country,cdai,n,r,coding_warning,notes,extracted
517,Medium,N,2016,"Fernandez-Olmos, Marta; Gargallo-Castel, Ana; Giner-Bagues, Enrique",Internationalisation and performance in Spanish family SMES: The W-curve,BRQ-BUSINESS RESEARCH QUARTERLY,,https://scholar.google.com/scholar?q=Internationalisation+and+performance+in+Spanish+family+SMES:+The+W-curve,1,3,other,TBD,Spain,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed; icrv_auto:country:spain,N
518,Medium,N,2016,"Pinho, Jose Carlos; Prange, Christiane",The effect of social networks and dynamic internationalization capabilities on international performance,JOURNAL OF WORLD BUSINESS,,https://scholar.google.com/scholar?q=The+effect+of+social+networks+and+dynamic+internationalization+capabilities+on+international+performance,,3,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
523,Medium,N,2016,"Assaf, A. George; Josiassen, Alexander; Oh, Haemoon",Internationalization and hotel performance: The missing pieces,TOURISM ECONOMICS,,https://scholar.google.com/scholar?q=Internationalization+and+hotel+performance:+The+missing+pieces,,3,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
541,Medium,N,2016,"Rahko, Jaana",Internationalization of corporate R&D activities and innovation performance,INDUSTRIAL AND CORPORATE CHANGE,,https://scholar.google.com/scholar?q=Internationalization+of+corporate+R&D+activities+and+innovation+performance,,3,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
554,Medium,N,2015,"Yuan, Lin; Pangarkar, Nitin",Performance implications of internationalization strategies for Chinese MNCs,INTERNATIONAL JOURNAL OF EMERGING MARKETS,,https://scholar.google.com/scholar?q=Performance+implications+of+internationalization+strategies+for+Chinese+MNCs,2,3,other,TBD,China; Emerging economies,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,N
555,Medium,N,2015,"Siedschlag, Iulia; Zhang, Xiaoheng",Internationalisation of firms and their innovation and productivity,ECONOMICS OF INNOVATION AND NEW TECHNOLOGY,,https://scholar.google.com/scholar?q=Internationalisation+of+firms+and+their+innovation+and+productivity,,3,other,Productivity,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
558,Medium,N,2015,"Urban, Boris; Sefalafala, Mpho R.",THE INFLUENCE OF ENTREPRENEURIAL INTENSITY AND CAPABILITIES ON INTERNATIONALISATION AND FIRM PERFORMANCE,SOUTH AFRICAN JOURNAL OF ECONOMIC AND MANAGEMENT SCIENCES,,https://scholar.google.com/scholar?q=THE+INFLUENCE+OF+ENTREPRENEURIAL+INTENSITY+AND+CAPABILITIES+ON+INTERNATIONALISATION+AND+FIRM+PERFORMANCE,2,3,other,firm_performance,South Africa,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed; icrv_auto:country:south africa,N
566,Medium,N,2015,"Hsu, Chia-Wen; Lien, Yung-Chih; Chen, Homin",R&D internationalization and innovation performance,INTERNATIONAL BUSINESS REVIEW,,https://scholar.google.com/scholar?q=R&D+internationalization+and+innovation+performance,,3,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
567,Medium,N,2015,"Chen, Yan; Zhai, Rui-Rui; Wang, Chengqi; Zhong, Changbiao","Home institutions, internationalization and firm performance Evidence from listed Chinese firms",MANAGEMENT DECISION,,"https://scholar.google.com/scholar?q=Home+institutions,+internationalization+and+firm+performance+Evidence+from+listed+Chinese+firms",2,3,other,firm_performance,China,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,N
624,Medium,N,2014,"Cheng, Cheng-Ping; Liang, Lien-Wen; Huang, Chen-Ta",Effect of Internationalization on the Cost Efficiency of Taiwan's Banks,EMERGING MARKETS FINANCE AND TRADE,,https://scholar.google.com/scholar?q=Effect+of+Internationalization+on+the+Cost+Efficiency+of+Taiwan's+Banks,1,3,other,Efficiency,Taiwan; Emerging economies,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,N
649,Medium,N,2013,"Yang, Yong; Martins, Pedro S.; Driffield, Nigel",Multinational Performance and the Geography of FDI,MANAGEMENT INTERNATIONAL REVIEW,,https://scholar.google.com/scholar?q=Multinational+Performance+and+the+Geography+of+FDI,,3,FDI,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
666,Medium,N,2012,"Assaf, A. George; Josiassen, Alexander; Ratchford, Brian T.; Barros, Carlos Pestana",Internationalization and Performance of Retail Firms: A Bayesian Dynamic Model,JOURNAL OF RETAILING,,https://scholar.google.com/scholar?q=Internationalization+and+Performance+of+Retail+Firms:+A+Bayesian+Dynamic+Model,,3,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
677,Medium,N,2012,"Fisch, Jan Hendrik",INFORMATION COSTS AND INTERNATIONALIZATION PERFORMANCE,GLOBAL STRATEGY JOURNAL,,https://scholar.google.com/scholar?q=INFORMATION+COSTS+AND+INTERNATIONALIZATION+PERFORMANCE,,3,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
679,Medium,N,2012,"Merino, Fernando",Firms' internationalization and productivity growth,RESEARCH IN ECONOMICS,,https://scholar.google.com/scholar?q=Firms'+internationalization+and+productivity+growth,,3,other,Productivity,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
685,Medium,N,2012,"Buckley, Peter J.; Kafouros, Mario I.; Sharp, John A.; Wang, Chengqi",The Role of Internationalization in Explaining Innovation Performance,INNOVATIONS IN INTERNATIONAL BUSINESS,,https://scholar.google.com/scholar?q=The+Role+of+Internationalization+in+Explaining+Innovation+Performance,,3,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
688,Medium,N,2011,"Li, Lei; Li, Dan; Shi, Weilei (Stone)","Internationalization, internalization and the performance of US biopharmaceutical SMEs",MULTINATIONAL BUSINESS REVIEW,,"https://scholar.google.com/scholar?q=Internationalization,+internalization+and+the+performance+of+US+biopharmaceutical+SMEs",1,3,other,TBD,Usa,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,N
691,Medium,N,2011,"Pett, Timothy L.; Wolff, James A.","Examining SME performance: the role of innovation, R&D and internationalisation",INTERNATIONAL JOURNAL OF ENTREPRENEURIAL VENTURING,,"https://scholar.google.com/scholar?q=Examining+SME+performance:+the+role+of+innovation,+R&D+and+internationalisation",,3,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
692,Medium,N,2011,"Ho, Chi-Ming; Chuang, Li-Min; Chen, Chi-Yu",REEXAMINATION OF THE RELATIONSHIP BETWEEN INTERNATIONALIZATION AND FIRM PERFORMANCE,ACTUAL PROBLEMS OF ECONOMICS,,https://scholar.google.com/scholar?q=REEXAMINATION+OF+THE+RELATIONSHIP+BETWEEN+INTERNATIONALIZATION+AND+FIRM+PERFORMANCE,,3,other,firm_performance,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
704,Medium,N,2011,"Banalieva, Elitsa R.; Sarathy, Ravi",A Contingency Theory of Internationalization Performance for Emerging Market Multinational Enterprises,MANAGEMENT INTERNATIONAL REVIEW,,https://scholar.google.com/scholar?q=A+Contingency+Theory+of+Internationalization+Performance+for+Emerging+Market+Multinational+Enterprises,2,3,other,TBD,Emerging economies,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,N
705,Medium,N,2011,"Chang, Sea-Jin; Rhee, Jay Hyuk",Rapid FDI expansion and firm performance,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,,https://scholar.google.com/scholar?q=Rapid+FDI+expansion+and+firm+performance,,3,FDI,firm_performance,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:prescreen-Y+fp=firm_performance,N
709,Medium,N,2011,"van Bergeijk, Peter A. G.; Fortanier, Fabienne; Garretsen, Harry; de Groot, Henri L. F.; Moons, Selwyn J. V.",Productivity and Internationalization: A Micro-Data Approach,ECONOMIST-NETHERLANDS,,https://scholar.google.com/scholar?q=Productivity+and+Internationalization:+A+Micro-Data+Approach,1,3,other,Productivity,Netherlands,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,N
719,Medium,N,2010,"Pan, Wei-Hwa; Tsai, Wei-Chun; Kuo, Tsung-Yen",Internationalization and firm performance: Exploring the moderating effects of regional diversification,AFRICAN JOURNAL OF BUSINESS MANAGEMENT,,https://scholar.google.com/scholar?q=Internationalization+and+firm+performance:+Exploring+the+moderating+effects+of+regional+diversification,2,3,other,firm_performance,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed; icrv_auto:inferred:title:Africa,N
726,Medium,N,2009,"Zeng, Saixing; Xie, X. M.; Tam, C. M.; Wan, T. W.",Relationships between business factors and performance in internationalization An empirical study in China,MANAGEMENT DECISION,,https://scholar.google.com/scholar?q=Relationships+between+business+factors+and+performance+in+internationalization+An+empirical+study+in+China,2,2,other,TBD,China,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,N
730,Medium,N,2009,"Jung, Jae C.; Bansal, Pratima",How Firm Performance Affects Internationalization,MANAGEMENT INTERNATIONAL REVIEW,,https://scholar.google.com/scholar?q=How+Firm+Performance+Affects+Internationalization,,2,other,firm_performance,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
736,Medium,N,2008,"Kafouros, Mario I.; Buckley, Peter J.; Sharp, John A.; Wang, Chengqi",The role of internationalization in explaining innovation performance,TECHNOVATION,,https://scholar.google.com/scholar?q=The+role+of+internationalization+in+explaining+innovation+performance,,2,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
757,Medium,N,2006,"Castellani, Davide; Zanfei, Antonello","How firms differ in innovation, productivity and internationalisation","MULTINATIONAL FIRMS, INNOVATION AND PRODUCTIVITY",,"https://scholar.google.com/scholar?q=How+firms+differ+in+innovation,+productivity+and+internationalisation",,2,other,Productivity,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
758,Medium,N,2006,"Bloodgood, James",Venture adolescence Internationalization and performance implications of maturation,INTERNATIONAL JOURNAL OF ENTREPRENEURIAL BEHAVIOR & RESEARCH,,https://scholar.google.com/scholar?q=Venture+adolescence+Internationalization+and+performance+implications+of+maturation,,2,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
764,Medium,N,2004,"Hall, Graham; Tu, Ciwen","Internationalization and size, age and profitability in the United Kingdom",HANDBOOK OF RESEARCH ON INTERNATIONAL ENTREPRENEURSHIP,,"https://scholar.google.com/scholar?q=Internationalization+and+size,+age+and+profitability+in+the+United+Kingdom",1,2,other,financial_perf,Uk,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,N
6,Low,Y,2026,"Cooper, Russell; Gong, Guan; Hu, Guanliang; Yan, Ping","Exporting Like China: Productivity, Market Demand, and Labor Frictions",INTERNATIONAL ECONOMIC REVIEW,10.1111/iere.70042,https://doi.org/10.1111/iere.70042,2,3,,Productivity,China,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:exporter+fp-confirmed,N
24,Low,Y,2026,"Hutzschenreuter, Thomas; Kleindienst, Ingo; Sarkar Sengupta, Aditi; Verbeke, Alain","The performance effects of ""added cultural distance"" in multinational expansion paths: generalizable and contextual determinants",MULTINATIONAL BUSINESS REVIEW,10.1108/mbr-04-2025-0104,https://doi.org/10.1108/mbr-04-2025-0104,,3,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
32,Low,Y,2025,"Shershunovich, Yauheniya; Mirzabaev, Alisher","Clean, competitive, and productive? The impact of environment-friendly technologies on exporting and productivity of the manufacturing companies in Belarus",NATURAL RESOURCES FORUM,10.1111/1477-8947.12525,https://doi.org/10.1111/1477-8947.12525,,3,,Productivity,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:exporter+fp-confirmed,N
38,Low,Y,2025,"Sousa, Carlos M. P.; Tsinopoulos, Christos; Yan, Ji; Benito, Gabriel R. G.",Finding the sweet spot: effects of exporting on the relationship between R&D investment and NPD performance,INTERNATIONAL MARKETING REVIEW,10.1108/imr-02-2024-0039,https://doi.org/10.1108/imr-02-2024-0039,,3,,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:exporter+fp-confirmed,N
54,Low,Y,2025,"Chiao, Yu-Ching; Chang, Yu-Chen; Lin, Chun-Chien","Bribery, local network, and local performance among multinational corporations: a moderated mediation model of informal competition",JOURNAL OF BUSINESS & INDUSTRIAL MARKETING,10.1108/jbim-04-2024-0284,https://doi.org/10.1108/jbim-04-2024-0284,,3,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
65,Low,Y,2025,"Geldres-Weiss, Valeska V.; Guerrero-Stuardo, Pedro E.; Marinova, Svetla; Ortiz-Cea, Vesnia; Reveco, Roberto","Firm-Level Carbon Productivity, Home Country Environmental Performance, and Firm Performance in the Exporting Meat Industry",SUSTAINABILITY,10.3390/su17125381,https://doi.org/10.3390/su17125381,,3,,firm_performance,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:prescreen-Y+fp=firm_performance,N
98,Low,Y,2024,"Idris, Bochra; Saridakis, George; Georgellis, Yannis; Lai, Yanqing; Johnstone, Stewart",Exporting is a team sport: the link between management training and performance in SMEs,INTERNATIONAL JOURNAL OF MANPOWER,10.1108/ijm-03-2023-0150,https://doi.org/10.1108/ijm-03-2023-0150,,3,,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:exporter+fp-confirmed,N
100,Low,Y,2024,"Chaudhuri, Ranjan; Vrontis, Demetris; Chatterjee, Sheshadri","External environment and internal dynamics of ""born global"": strategic and operational firm performance",MANAGEMENT DECISION,10.1108/md-02-2023-0168,https://doi.org/10.1108/md-02-2023-0168,,3,,firm_performance,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:prescreen-Y+fp=firm_performance,N
175,Low,Y,2023,"Heriqbaldi, Unggul; Jayadi, Achmad; Erlando, Angga; Samudro, Bhimo Rizky; Widodo, Wahyu; Esquivias, Miguel Angel","Survey data on organizational resources and capabilities, export marketing strategy, export competitiveness, and firm performance in exporting firms in Indonesia",DATA IN BRIEF,10.1016/j.dib.2023.109112,https://doi.org/10.1016/j.dib.2023.109112,2,3,,firm_performance,Indonesia,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,N
178,Low,Y,2023,"Venugopal, Ajith; Al-Shammari, Marwan; Thotapalli, Prasad M. V.; Fuad, Mohammad",Liabilities of origin and its influence on firm's corporate social performance? A study of emerging market multinational corporations,THUNDERBIRD INTERNATIONAL BUSINESS REVIEW,10.1002/tie.22354,https://doi.org/10.1002/tie.22354,2,3,other,TBD,Emerging economies,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,N
203,Low,Y,2022,"Nkambule, Ncamsile Ashley; Wang, Wei-Kang; Ting, Irene Wei Kiong; Lu, Wen-Min",Intellectual capital and firm efficiency of US multinational software firms,JOURNAL OF INTELLECTUAL CAPITAL,10.1108/jic-02-2021-0041,https://doi.org/10.1108/jic-02-2021-0041,1,3,other,Efficiency,Usa,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,N
266,Low,Y,2021,"Morgan, Horatio M.; Sui, Sui; Malhotra, Shavin",No place like home: The effect of exporting to the country of origin on the financial performance of immigrant-owned SMEs,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,10.1057/s41267-020-00360-8,https://doi.org/10.1057/s41267-020-00360-8,,3,,financial_perf,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:prescreen-Y+fp=financial_perf,N
280,Low,Y,2021,"Gkypali, Areti; Love, James H.; Roper, Stephen",Export status and SME productivity: Learning-to-export versus learning-by-exporting,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2021.02.026,https://doi.org/10.1016/j.jbusres.2021.02.026,,3,,Productivity,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:exporter+fp-confirmed,N
297,Low,Y,2021,"Alnori, Faisal",Exploring nonlinear linkage between profitability and leverage: US multinational versus domestic corporations,JOURNAL OF INTERNATIONAL FINANCIAL MANAGEMENT & ACCOUNTING,10.1111/jifm.12134,https://doi.org/10.1111/jifm.12134,1,3,other,financial_perf,Usa,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,N
330,Low,Y,2020,"Campos-Garcia, Irene; Munoz-Bullon, Fernando; Sanchez-Bueno, Maria J.; Angel Zuniga-Vicente, Jose",Exploring the exporting-downsizing link: Does the type of export strategy and firm efficiency in foreign markets matter?,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2019.10.074,https://doi.org/10.1016/j.jbusres.2019.10.074,,3,,Efficiency,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:exporter+fp-confirmed,N
346,Low,Y,2020,"Yu, Ying; Hu, Xiaoling; Wang, Yong; Ward, Philippa",A Patulous Progress: International Entrepreneurship Effects on Chinese Born-Global Firm Performance,SUSTAINABILITY,10.3390/su12145508,https://doi.org/10.3390/su12145508,2,3,,firm_performance,China,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:prescreen-Y+fp=firm_performance,N
363,Low,Y,2020,"Revindo, Mohamad Dian; Gan, Christopher; Alta, Aditya",Do Export Activities Improve Small Firm Performance? Evidence from Indonesia,SOUTH EAST ASIAN JOURNAL OF MANAGEMENT,10.21002/seam.v14i2.11771,https://doi.org/10.21002/seam.v14i2.11771,2,3,,firm_performance,Indonesia,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:prescreen-Y+fp=firm_performance,N
387,Low,Y,2019,"Assadinia, Shahin; Boso, Nathaniel; Hultman, Magnus; Robson, Matthew",Do Export Learning Processes Affect Sales Growth in Exporting Activities?,JOURNAL OF INTERNATIONAL MARKETING,10.1177/1069031x19848425,https://doi.org/10.1177/1069031x19848425,,3,,sales_growth,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:prescreen-Y+fp=sales_growth,N
390,Low,Y,2019,"Rezende, Ligia de Azevedo; Bansi, Ana Claudia; Rodrigues Alves, Marlon Fernandes; Ribeiro Galina, Simone Vasconcelos",Take your time: Examining when green innovation affects financial performance in multinationals,JOURNAL OF CLEANER PRODUCTION,10.1016/j.jclepro.2019.06.135,https://doi.org/10.1016/j.jclepro.2019.06.135,,3,other,financial_perf,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:prescreen-Y+fp=financial_perf,N
393,Low,Y,2019,"Ferrante, Maria R.; Freo, Marzia",Detecting learning-by-exporting effects on firms' productivity distribution by accounting for heterogeneous macrofactors and panel attrition,WORLD ECONOMY,10.1111/twec.12807,https://doi.org/10.1111/twec.12807,,3,,Productivity,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:exporter+fp-confirmed,N
414,Low,Y,2018,"Sharma, Chandan","Exporting, access of foreign technology, and firms' performance: Searching the link in Indian manufacturing",QUARTERLY REVIEW OF ECONOMICS AND FINANCE,10.1016/j.qref.2017.11.015,https://doi.org/10.1016/j.qref.2017.11.015,2,3,,TBD,India,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:exporter+fp-confirmed,N
422,Low,Y,2018,"Bougheas, Spiros; Lim, Hosung; Mateut, Simona; Mizen, Paul; Yalcin, Cihan","Foreign currency borrowing, exports and firm performance: evidence from a currency crisis",EUROPEAN JOURNAL OF FINANCE,10.1080/1351847x.2017.1421246,https://doi.org/10.1080/1351847x.2017.1421246,1,3,,firm_performance,Europe,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:prescreen-Y+fp=firm_performance; icrv_auto:country:europe,N
476,Low,Y,2017,"Tse, Caleb H.; Yu, Linhui; Zhu, Jianjun",A Multimediation Model of Learning by Exporting: Analysis of Export-Induced Productivity Gains,JOURNAL OF MANAGEMENT,10.1177/0149206315573998,https://doi.org/10.1177/0149206315573998,,3,,Productivity,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:exporter+fp-confirmed,N
488,Low,Y,2017,"Metz, Philipp","Distances, multinational organisational learning, and firm performance: a new perspective",INTERNATIONAL JOURNAL OF BUSINESS ENVIRONMENT,10.1504/ijbe.2017.10006208,https://doi.org/10.1504/ijbe.2017.10006208,,3,other,firm_performance,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
563,Low,Y,2015,Thi Thu Tra Pham,Does Exporting Spur Firm Productivity? Evidence from Vietnam,JOURNAL OF SOUTHEAST ASIAN ECONOMIES,10.1355/ae32-1e,https://doi.org/10.1355/ae32-1e,2,3,,Productivity,Vietnam,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:exporter+fp-confirmed,N
576,Low,Y,2015,"Aguilera-Caracuel, Javier; Guerrero-Villegas, Jaime; Dolores Vidal-Salazar, Maria; Delgado-Marquez, Blanca L.",International Cultural Diversification and Corporate Social Performance in Multinational Enterprises: The Role of Slack Financial Resources,MANAGEMENT INTERNATIONAL REVIEW,10.1007/s11575-014-0225-4,https://doi.org/10.1007/s11575-014-0225-4,,3,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
582,Low,Y,2015,"Lu, Cheng-Chang; Kuan, Tsung-Han; Liu, Chwen-Chi",Effects of Location Diversification and Corporate Governance on Multinational Enterprises' Financial Performance and Risk-taking: Evidence from Taiwanese Enterprises,CHINA & WORLD ECONOMY,10.1111/cwe.12128,https://doi.org/10.1111/cwe.12128,1,3,other,financial_perf,China; Taiwan,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,N
602,Low,Y,2014,"Mohr, Alex; Fastoso, Fernando; Wang, Chengang; Shirodkar, Vikrant","Testing the Regional Performance of Multinational Enterprises in the Retail Sector: The Moderating Effects of Timing, Speed and Experience",BRITISH JOURNAL OF MANAGEMENT,10.1111/1467-8551.12013,https://doi.org/10.1111/1467-8551.12013,1,3,other,TBD,Uk,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed; icrv_auto:country:uk,N
634,Low,Y,2013,"Dau, Luis Alfonso","Learning across geographic space: Pro-market reforms, multinationalization strategy, and profitability",JOURNAL OF INTERNATIONAL BUSINESS STUDIES,10.1057/jibs.2013.5,https://doi.org/10.1057/jibs.2013.5,,3,other,financial_perf,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:prescreen-Y+fp=financial_perf,N
665,Low,Y,2012,"Andersen, Torben Juul",Multinational risk and performance outcomes: Effects of knowledge intensity and industry context,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2011.02.005,https://doi.org/10.1016/j.ibusrev.2011.02.005,,3,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
676,Low,Y,2012,"Contractor, Farok J.",WHY DO MULTINATIONAL FIRMS EXIST? A THEORY NOTE ABOUT THE EFFECT OF MULTINATIONAL EXPANSION ON PERFORMANCE AND RECENT METHODOLOGICAL CRITIQUES,GLOBAL STRATEGY JOURNAL,10.1111/j.2042-5805.2012.01045.x,https://doi.org/10.1111/j.2042-5805.2012.01045.x,,3,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
721,Low,Y,2009,"Driffield, Nigel; Chiang, P.","The Effects of Offshoring to China: Reallocation, Employment and Productivity in Taiwan",INTERNATIONAL JOURNAL OF THE ECONOMICS OF BUSINESS,10.1080/13571510802638916,https://doi.org/10.1080/13571510802638916,1,2,,Productivity,China; Taiwan,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:subsidiaries+fp,N
731,Low,Y,2009,"Mauri, Alfredo J.",Influence of MNC Network Configuration Patterns on the Volatility of Firm Performance,MANAGEMENT INTERNATIONAL REVIEW,10.1007/s11575-009-0015-6,https://doi.org/10.1007/s11575-009-0015-6,,2,,firm_performance,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:prescreen-Y+fp=firm_performance,N
732,Low,Y,2009,"Love, James H.; Mansury, Mica Ariana",Exporting and productivity in business services: Evidence from the United States,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2009.08.002,https://doi.org/10.1016/j.ibusrev.2009.08.002,1,2,,Productivity,Usa,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:exporter+fp-confirmed,N
