seq,extraction_priority,icrv,dpl,year,title,journal,doi,doi_link,source_url_or_pdf_path,pdf_found,pdf_filename,unpaywall_api,openalex_search,google_scholar,country_guess,region_guess,performance_measure_guess,internationalization_measure_guess,notes_for_extractor,converted_r,fisher_z,variance_z,sample_size_n,ready_for_r
267,1_DOI_FIRST,2,3,2019,Foreign direct investment productivity premium and foreign affiliates' heterogeneity: A comparison between advanced and emerging market overseas investments in the EU,WORLD ECONOMY,10.1111/twec.12837,https://doi.org/10.1111/twec.12837,,,,https://api.unpaywall.org/v2/10.1111%2Ftwec.12837,https://openalex.org/works?search=Foreign%20direct%20investment%20productivity%20premium%20and%20foreign%20affiliates%27%20heterogeneity%3A%20A%20comparison%20between%20advanced%20and%20emerging%20market%20overseas%20investments%20in%20the%20EU,https://scholar.google.com/scholar?q=Foreign%20direct%20investment%20productivity%20premium%20and%20foreign%20affiliates%27%20heterogeneity%3A%20A%20comparison%20between%20advanced%20and%20emerging%20market%20overseas%20investments%20in%20the%20EU,Emerging markets,Multiple/Emerging,Productivity,FDI,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,,,,NO
268,1_DOI_FIRST,2,3,2019,"R&D internationalization, product diversification and international performance for emerging market enterprises: An empirical study on Chinese enterprises",EUROPEAN MANAGEMENT JOURNAL,10.1016/j.emj.2018.11.003,https://doi.org/10.1016/j.emj.2018.11.003,,,,https://api.unpaywall.org/v2/10.1016%2Fj.emj.2018.11.003,https://openalex.org/works?search=R%26D%20internationalization%2C%20product%20diversification%20and%20international%20performance%20for%20emerging%20market%20enterprises%3A%20An%20empirical%20study%20on%20Chinese%20enterprises,https://scholar.google.com/scholar?q=R%26D%20internationalization%2C%20product%20diversification%20and%20international%20performance%20for%20emerging%20market%20enterprises%3A%20An%20empirical%20study%20on%20Chinese%20enterprises,China,Asia,Market performance,Geographic diversification,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,,,,NO
286,1_DOI_FIRST,2,3,2018,Internationalization and Performance of Vietnamese Manufacturing Firms: Does Organizational Slack Matter?,ADMINISTRATIVE SCIENCES,10.3390/admsci8040064,https://doi.org/10.3390/admsci8040064,,,,https://api.unpaywall.org/v2/10.3390%2Fadmsci8040064,https://openalex.org/works?search=Internationalization%20and%20Performance%20of%20Vietnamese%20Manufacturing%20Firms%3A%20Does%20Organizational%20Slack%20Matter%3F,https://scholar.google.com/scholar?q=Internationalization%20and%20Performance%20of%20Vietnamese%20Manufacturing%20Firms%3A%20Does%20Organizational%20Slack%20Matter%3F,Vietnam,Asia,Firm performance,Internationalization,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,,,,NO
295,1_DOI_FIRST,2,3,2017,lInfluence of Chinese entrepreneurial companies' internationalization on independent innovation: Input incentive effect and efficiency improvement effect,CHINA JOURNAL OF ACCOUNTING RESEARCH,10.1016/j.cjar.2017.05.001,https://doi.org/10.1016/j.cjar.2017.05.001,,,,https://api.unpaywall.org/v2/10.1016%2Fj.cjar.2017.05.001,https://openalex.org/works?search=lInfluence%20of%20Chinese%20entrepreneurial%20companies%27%20internationalization%20on%20independent%20innovation%3A%20Input%20incentive%20effect%20and%20efficiency%20improvement%20effect,https://scholar.google.com/scholar?q=lInfluence%20of%20Chinese%20entrepreneurial%20companies%27%20internationalization%20on%20independent%20innovation%3A%20Input%20incentive%20effect%20and%20efficiency%20improvement%20effect,China,Asia,Innovation/strategic outcome,Internationalization,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,,,,NO
301,1_DOI_FIRST,2,3,2016,EO-Performance relationships in Reverse Internationalization by Chinese Global Startup OEMs: Social Networks and Strategic Flexibility,PLOS ONE,10.1371/journal.pone.0162175,https://doi.org/10.1371/journal.pone.0162175,,,,https://api.unpaywall.org/v2/10.1371%2Fjournal.pone.0162175,https://openalex.org/works?search=EO-Performance%20relationships%20in%20Reverse%20Internationalization%20by%20Chinese%20Global%20Startup%20OEMs%3A%20Social%20Networks%20and%20Strategic%20Flexibility,https://scholar.google.com/scholar?q=EO-Performance%20relationships%20in%20Reverse%20Internationalization%20by%20Chinese%20Global%20Startup%20OEMs%3A%20Social%20Networks%20and%20Strategic%20Flexibility,China,Asia,Firm performance,Internationalization,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,,,,NO
303,1_DOI_FIRST,2,3,2016,"Founding Environment, Inward Internationalization, and Firm Performance: Evidence from Chinese Private Enterprises",JOURNAL OF EAST-WEST BUSINESS,10.1080/10669868.2016.1215667,https://doi.org/10.1080/10669868.2016.1215667,,,,https://api.unpaywall.org/v2/10.1080%2F10669868.2016.1215667,https://openalex.org/works?search=Founding%20Environment%2C%20Inward%20Internationalization%2C%20and%20Firm%20Performance%3A%20Evidence%20from%20Chinese%20Private%20Enterprises,https://scholar.google.com/scholar?q=Founding%20Environment%2C%20Inward%20Internationalization%2C%20and%20Firm%20Performance%3A%20Evidence%20from%20Chinese%20Private%20Enterprises,China,Asia,Firm performance,Internationalization,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,,,,NO
308,1_DOI_FIRST,2,3,2015,Export marketing assistance and early internationalizing firm performance Does export commitment matter?,ASIA PACIFIC JOURNAL OF MARKETING AND LOGISTICS,10.1108/apjml-03-2014-0045,https://doi.org/10.1108/apjml-03-2014-0045,,,,https://api.unpaywall.org/v2/10.1108%2Fapjml-03-2014-0045,https://openalex.org/works?search=Export%20marketing%20assistance%20and%20early%20internationalizing%20firm%20performance%20Does%20export%20commitment%20matter%3F,https://scholar.google.com/scholar?q=Export%20marketing%20assistance%20and%20early%20internationalizing%20firm%20performance%20Does%20export%20commitment%20matter%3F,TO_EXTRACT,TO_EXTRACT,Market performance,Export intensity,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,,,,NO
313,1_DOI_FIRST,2,3,2015,Internationalization and Performance of Chinese Family Firms: The Moderating Role of Corporate Governance,MANAGEMENT AND ORGANIZATION REVIEW,10.1017/mor.2015.32,https://doi.org/10.1017/mor.2015.32,,,,https://api.unpaywall.org/v2/10.1017%2Fmor.2015.32,https://openalex.org/works?search=Internationalization%20and%20Performance%20of%20Chinese%20Family%20Firms%3A%20The%20Moderating%20Role%20of%20Corporate%20Governance,https://scholar.google.com/scholar?q=Internationalization%20and%20Performance%20of%20Chinese%20Family%20Firms%3A%20The%20Moderating%20Role%20of%20Corporate%20Governance,China,Asia,Firm performance,Internationalization,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,,,,NO
320,1_DOI_FIRST,2,3,2014,Chinese Outward Foreign Direct Investment Performance: The Role of Learning,MANAGEMENT AND ORGANIZATION REVIEW,10.1017/s1740877600004381,https://doi.org/10.1017/s1740877600004381,,,,https://api.unpaywall.org/v2/10.1017%2Fs1740877600004381,https://openalex.org/works?search=Chinese%20Outward%20Foreign%20Direct%20Investment%20Performance%3A%20The%20Role%20of%20Learning,https://scholar.google.com/scholar?q=Chinese%20Outward%20Foreign%20Direct%20Investment%20Performance%3A%20The%20Role%20of%20Learning,China,Asia,Firm performance,OFDI,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,,,,NO
325,1_DOI_FIRST,2,3,2013,Internationalization and Performance of Firms in China: Moderating Effects of Governance Structure and the Degree of Centralized Control,JOURNAL OF INTERNATIONAL MANAGEMENT,10.1016/j.intman.2012.12.003,https://doi.org/10.1016/j.intman.2012.12.003,,,,https://api.unpaywall.org/v2/10.1016%2Fj.intman.2012.12.003,https://openalex.org/works?search=Internationalization%20and%20Performance%20of%20Firms%20in%20China%3A%20Moderating%20Effects%20of%20Governance%20Structure%20and%20the%20Degree%20of%20Centralized%20Control,https://scholar.google.com/scholar?q=Internationalization%20and%20Performance%20of%20Firms%20in%20China%3A%20Moderating%20Effects%20of%20Governance%20Structure%20and%20the%20Degree%20of%20Centralized%20Control,China,Asia,Firm performance,Internationalization,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,,,,NO
344,1_DOI_FIRST,2,2,2008,"Subsidiary size, internationalization, product diversification, and performance in an emerging market",INTERNATIONAL MARKETING REVIEW,10.1108/02651330810915556,https://doi.org/10.1108/02651330810915556,,,,https://api.unpaywall.org/v2/10.1108%2F02651330810915556,https://openalex.org/works?search=Subsidiary%20size%2C%20internationalization%2C%20product%20diversification%2C%20and%20performance%20in%20an%20emerging%20market,https://scholar.google.com/scholar?q=Subsidiary%20size%2C%20internationalization%2C%20product%20diversification%2C%20and%20performance%20in%20an%20emerging%20market,Emerging markets,Multiple/Emerging,Market performance,Geographic diversification,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,,,,NO
460,1_DOI_FIRST,2,3,2026,"Exporting Like China: Productivity, Market Demand, and Labor Frictions",INTERNATIONAL ECONOMIC REVIEW,10.1111/iere.70042,https://doi.org/10.1111/iere.70042,,,,https://api.unpaywall.org/v2/10.1111%2Fiere.70042,https://openalex.org/works?search=Exporting%20Like%20China%3A%20Productivity%2C%20Market%20Demand%2C%20and%20Labor%20Frictions,https://scholar.google.com/scholar?q=Exporting%20Like%20China%3A%20Productivity%2C%20Market%20Demand%2C%20and%20Labor%20Frictions,China,Asia,Productivity,Export intensity,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,,,,NO
468,1_DOI_FIRST,2,3,2023,"Survey data on organizational resources and capabilities, export marketing strategy, export competitiveness, and firm performance in exporting firms in Indonesia",DATA IN BRIEF,10.1016/j.dib.2023.109112,https://doi.org/10.1016/j.dib.2023.109112,https://doi.org/10.1016/j.dib.2023.109112,URL,,https://api.unpaywall.org/v2/10.1016%2Fj.dib.2023.109112,https://openalex.org/works?search=Survey%20data%20on%20organizational%20resources%20and%20capabilities%2C%20export%20marketing%20strategy%2C%20export%20competitiveness%2C%20and%20firm%20performance%20in%20exporting%20firms%20in%20Indonesia,https://scholar.google.com/scholar?q=Survey%20data%20on%20organizational%20resources%20and%20capabilities%2C%20export%20marketing%20strategy%2C%20export%20competitiveness%2C%20and%20firm%20performance%20in%20exporting%20firms%20in%20Indonesia,TO_EXTRACT,TO_EXTRACT,Market performance,Export intensity,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,,,,NO
475,1_DOI_FIRST,2,3,2020,A Patulous Progress: International Entrepreneurship Effects on Chinese Born-Global Firm Performance,SUSTAINABILITY,10.3390/su12145508,https://doi.org/10.3390/su12145508,,,,https://api.unpaywall.org/v2/10.3390%2Fsu12145508,https://openalex.org/works?search=A%20Patulous%20Progress%3A%20International%20Entrepreneurship%20Effects%20on%20Chinese%20Born-Global%20Firm%20Performance,https://scholar.google.com/scholar?q=A%20Patulous%20Progress%3A%20International%20Entrepreneurship%20Effects%20on%20Chinese%20Born-Global%20Firm%20Performance,China,Asia,Firm performance,TO_EXTRACT,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,,,,NO
476,1_DOI_FIRST,2,3,2020,Do Export Activities Improve Small Firm Performance? Evidence from Indonesia,SOUTH EAST ASIAN JOURNAL OF MANAGEMENT,10.21002/seam.v14i2.11771,https://doi.org/10.21002/seam.v14i2.11771,https://doi.org/10.21002/seam.v14i2.11771,URL,,https://api.unpaywall.org/v2/10.21002%2Fseam.v14i2.11771,https://openalex.org/works?search=Do%20Export%20Activities%20Improve%20Small%20Firm%20Performance%3F%20Evidence%20from%20Indonesia,https://scholar.google.com/scholar?q=Do%20Export%20Activities%20Improve%20Small%20Firm%20Performance%3F%20Evidence%20from%20Indonesia,TO_EXTRACT,TO_EXTRACT,Firm performance,Export intensity,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,,,,NO
484,1_DOI_FIRST,2,3,2015,Does Exporting Spur Firm Productivity? Evidence from Vietnam,JOURNAL OF SOUTHEAST ASIAN ECONOMIES,10.1355/ae32-1e,https://doi.org/10.1355/ae32-1e,,,,https://api.unpaywall.org/v2/10.1355%2Fae32-1e,https://openalex.org/works?search=Does%20Exporting%20Spur%20Firm%20Productivity%3F%20Evidence%20from%20Vietnam,https://scholar.google.com/scholar?q=Does%20Exporting%20Spur%20Firm%20Productivity%3F%20Evidence%20from%20Vietnam,Vietnam,Asia,Productivity,Export intensity,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,,,,NO
463,1_DOI_FIRST,0,3,2025,Finding the sweet spot: effects of exporting on the relationship between R&D investment and NPD performance,INTERNATIONAL MARKETING REVIEW,10.1108/imr-02-2024-0039,https://doi.org/10.1108/imr-02-2024-0039,https://durham-repository.worktribe.com/file/3318752/1/Accepted%20Journal%20Article,Y,,https://api.unpaywall.org/v2/10.1108%2Fimr-02-2024-0039,https://openalex.org/works?search=Finding%20the%20sweet%20spot%3A%20effects%20of%20exporting%20on%20the%20relationship%20between%20R%26D%20investment%20and%20NPD%20performance,https://scholar.google.com/scholar?q=Finding%20the%20sweet%20spot%3A%20effects%20of%20exporting%20on%20the%20relationship%20between%20R%26D%20investment%20and%20NPD%20performance,TO_EXTRACT,TO_EXTRACT,Firm performance,Export intensity,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type | ICRV=0 auto-default; verify from full text,,,,,NO
250,1_DOI_FIRST,II,3,2021,The post-acquisition performance of cross-border mergers and acquisitions conducted by Chinese firms in the high-tech industries: Profitable or innovative?,THUNDERBIRD INTERNATIONAL BUSINESS REVIEW,10.1002/tie.22192,https://doi.org/10.1002/tie.22192,,,,https://api.unpaywall.org/v2/10.1002%2Ftie.22192,https://openalex.org/works?search=The%20post-acquisition%20performance%20of%20cross-border%20mergers%20and%20acquisitions%20conducted%20by%20Chinese%20firms%20in%20the%20high-tech%20industries%3A%20Profitable%20or%20innovative%3F,https://scholar.google.com/scholar?q=The%20post-acquisition%20performance%20of%20cross-border%20mergers%20and%20acquisitions%20conducted%20by%20Chinese%20firms%20in%20the%20high-tech%20industries%3A%20Profitable%20or%20innovative%3F,China,Asia,Firm performance,TO_EXTRACT,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,,,,NO
53,1_DOI_FIRST,III,3,2021,"Effects of Export Orientation, Exchange Rates and Leverage on Firm Productivity: Evidence from Pakistan",GLOBAL BUSINESS REVIEW,10.1177/09721509211056480,https://doi.org/10.1177/09721509211056480,,,,https://api.unpaywall.org/v2/10.1177%2F09721509211056480,https://openalex.org/works?search=Effects%20of%20Export%20Orientation%2C%20Exchange%20Rates%20and%20Leverage%20on%20Firm%20Productivity%3A%20Evidence%20from%20Pakistan,https://scholar.google.com/scholar?q=Effects%20of%20Export%20Orientation%2C%20Exchange%20Rates%20and%20Leverage%20on%20Firm%20Productivity%3A%20Evidence%20from%20Pakistan,TO_EXTRACT,TO_EXTRACT,Productivity,Export intensity,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,,,,NO
181,1_DOI_FIRST,3,3,2025,The Impact of Internationalization on Firm Performance of High-Tech Companies in Poland in the Context of Covid-19,INZINERINE EKONOMIKA-ENGINEERING ECONOMICS,10.5755/j01.ee.36.3.31403,https://doi.org/10.5755/j01.ee.36.3.31403,,,,https://api.unpaywall.org/v2/10.5755%2Fj01.ee.36.3.31403,https://openalex.org/works?search=The%20Impact%20of%20Internationalization%20on%20Firm%20Performance%20of%20High-Tech%20Companies%20in%20Poland%20in%20the%20Context%20of%20Covid-19,https://scholar.google.com/scholar?q=The%20Impact%20of%20Internationalization%20on%20Firm%20Performance%20of%20High-Tech%20Companies%20in%20Poland%20in%20the%20Context%20of%20Covid-19,Poland,Europe,Firm performance,Internationalization,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,,,,NO
