seq,extraction_priority,icrv,dpl,fp_type,internationalization_measure_guess,model_type,title,authors,year,journal,doi,doi_link,google_scholar,fulltext_screening_decision,sample_size_n,reported_coefficient,t_value,df_for_t,p_value,converted_r,conversion_formula,performance_measure_guess,country_guess,region_guess,study_period_start,study_period_end,curve_type,ready_for_r,notes_for_extractor,extracted_by,is_oa,oa_status,pdf_url,best_url
2287,1_DOI_FIRST,3,3,composite,,,"DIGITALIZATION, FIRM PERFORMANCE AND INTERNATIONALIZATION OF MICROFIRMS IN INDIA",Reddy K.,2025,Asia Pacific Sustainable Development Journal,10.18356/26178419-32-2-5,https://doi.org/10.18356/26178419-32-2-5,https://scholar.google.com/scholar?q=DIGITALIZATION%2C%20FIRM%20PERFORMANCE%20AND%20INTERNATIONALIZATION%20OF%20MICROFIRMS%20IN%20INDIA,Y,,,,,,,,,,,,,,0,source:scopus,,False,closed,,
2288,1_DOI_FIRST,,3,composite,,,Being (Not) Successful in Internationalisation After Receiving Export Support: Which Predictors Are Able to Forecast It and How Accurately?,Lukason O.,2025,Information Switzerland,10.3390/info16070544,https://doi.org/10.3390/info16070544,https://scholar.google.com/scholar?q=Being%20%28Not%29%20Successful%20in%20Internationalisation%20After%20Receiving%20Export%20Support%3A%20Which%20Predictors%20Are%20Able%20to%20Forecast%20It%20,Y,,,,,,,,,,,,,,0,source:scopus,,True,gold,https://www.mdpi.com/2078-2489/16/7/544/pdf?version=1751004560,https://www.mdpi.com/2078-2489/16/7/544/pdf?version=1751004560
2289,1_DOI_FIRST,2,3,composite,,,Internationalization and financial performance in Colombian firms,Galvis Ciro J.C.,2025,Revista De Metodos Cuantitativos Para La Economia Y La Empresa,10.46661/rev.metodoscuant.econ.empresa.10640,https://doi.org/10.46661/rev.metodoscuant.econ.empresa.10640,https://scholar.google.com/scholar?q=Internationalization%20and%20financial%20performance%20in%20Colombian%20firms,Y,,,,,,,,,,,,,,0,source:scopus,,True,gold,https://www.upo.es/revistas/index.php/RevMetCuant/article/download/10640/10051,https://www.upo.es/revistas/index.php/RevMetCuant/article/download/10640/10051
2290,1_DOI_FIRST,,3,composite,,,Gender Perspectives on SME International Trade and Revenue in the Digital Era: Evidence from Serbia,Radović Marković M.M.,2025,Journal of Women S Entrepreneurship and Education,10.28934/jwee25.12.pp198-216,https://doi.org/10.28934/jwee25.12.pp198-216,https://scholar.google.com/scholar?q=Gender%20Perspectives%20on%20SME%20International%20Trade%20and%20Revenue%20in%20the%20Digital%20Era%3A%20Evidence%20from%20Serbia,Y,,,,,,,,,,,,,,0,source:scopus,,True,gold,https://library.ien.bg.ac.rs/index.php/jwee/article/download/2007/1543,https://library.ien.bg.ac.rs/index.php/jwee/article/download/2007/1543
2291,1_DOI_FIRST,,3,composite,,,"Export promotion programs and firm performance: Linking knowledge, commitment, and market strategy to enhance competitiveness",Heriqbaldi U.,2025,Journal of Open Innovation Technology Market and Complexity,10.1016/j.joitmc.2025.100479,https://doi.org/10.1016/j.joitmc.2025.100479,https://scholar.google.com/scholar?q=Export%20promotion%20programs%20and%20firm%20performance%3A%20Linking%20knowledge%2C%20commitment%2C%20and%20market%20strategy%20to%20enhance%20competitiv,Y,,,,,,,,,,,,,,0,source:scopus,,True,gold,,https://doi.org/10.1016/j.joitmc.2025.100479
2292,1_DOI_FIRST,2,3,composite,,,The Impact of Digital Technology Adoption and Internationalization on Manufacturing Firms’ Performance in China,Huang J.,2025,International Journal of Economics and Management,10.47836/ijeam.19.2.03,https://doi.org/10.47836/ijeam.19.2.03,https://scholar.google.com/scholar?q=The%20Impact%20of%20Digital%20Technology%20Adoption%20and%20Internationalization%20on%20Manufacturing%20Firms%E2%80%99%20Performance%20in%20China,Y,,,,,,,,,,,,,,0,source:scopus,,True,bronze,https://doi.org/10.47836/ijeam.19.2.03,https://doi.org/10.47836/ijeam.19.2.03
533,1_DOI_FIRST,3,2,roa,Internationalization,,Internationalization at Inception: Insights from the Indian Textile Industry's Born Globals,"Srividhya, M.; Vidya, C. T.",2024,JOURNAL OF ECONOMIC INTEGRATION,10.11130/jei.2024033,https://doi.org/10.11130/jei.2024033,https://scholar.google.com/scholar?q=Internationalization%20at%20Inception%3A%20Insights%20from%20the%20Indian%20Textile%20Industry%27s%20Born%20Globals,Y,,,,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3),Firm performance,India,Asia,,,,NO,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,True,gold,https://www.e-jei.org/upload/jei-2024033.pdf,https://www.e-jei.org/upload/jei-2024033.pdf
466,1_DOI_FIRST,,3,TBD,Export intensity,,Exporting is a team sport: the link between management training and performance in SMEs,"Idris, Bochra; Saridakis, George; Georgellis, Yannis; Lai, Yanqing; Johnstone, Stewart",2024,INTERNATIONAL JOURNAL OF MANPOWER,10.1108/ijm-03-2023-0150,https://doi.org/10.1108/ijm-03-2023-0150,https://scholar.google.com/scholar?q=Exporting%20is%20a%20team%20sport%3A%20the%20link%20between%20management%20training%20and%20performance%20in%20SMEs,Y,,,,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3),Firm performance,TO_EXTRACT,TO_EXTRACT,,,,NO,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,True,green,https://strathprints.strath.ac.uk/87757/1/Idris-etal-IJM-2023-Exporting-is-a-team-sport-the-link.pdf,https://strathprints.strath.ac.uk/87757/1/Idris-etal-IJM-2023-Exporting-is-a-team-sport-the-link.pdf
1767,1_DOI_FIRST,,3,composite,fsts,,Do domestic market characteristics influence firms' export intensity?,"Forte, Rosa Portela; Carvalho, Sergio",2024,EUROMED JOURNAL OF BUSINESS,10.1108/emjb-09-2021-0129,https://doi.org/10.1108/emjb-09-2021-0129,https://scholar.google.com/scholar?q=Do%20domestic%20market%20characteristics%20influence%20firms%27%20export%20intensity%3F,Y,,,,,,,,,,,,,,0,source:multi,,True,bronze,https://www.emerald.com/insight/content/doi/10.1108/EMJB-09-2021-0129/full/pdf?title=do-domestic-market-characteristics-influence-firms-export-intensity,https://www.emerald.com/insight/content/doi/10.1108/EMJB-09-2021-0129/full/pdf?title=do-domestic-market-characteristics-influence-firms-export-intensity
1860,1_DOI_FIRST,2,3,composite,,,"Examining the nonlinear relationships of corporate social responsibility, innovation and construction firm performance: the moderating role of construction firms' competitive position","Zheng, Xian; Deng, Jiawei; Song, Xiangnan; Ye, Meng; Luo, Lan",2024,ENGINEERING CONSTRUCTION AND ARCHITECTURAL MANAGEMENT,10.1108/ecam-03-2022-0286,https://doi.org/10.1108/ecam-03-2022-0286,https://scholar.google.com/scholar?q=Examining%20the%20nonlinear%20relationships%20of%20corporate%20social%20responsibility%2C%20innovation%20and%20construction%20firm%20performance%3A%20,Y,,,,,,,,,,,,,,0,source:wos,,False,closed,,
1921,1_DOI_FIRST,2,3,composite,,,On the Direct and Indirect Effects of ICT on SMEs Export Performance: Evidence from Colombian Manufacturing,"Gomez-Sanchez, Andres Mauricio; Castillejo, Juan Manez A.; Sanchis-Llopis, Juan Alberto",2024,JOURNAL OF THE KNOWLEDGE ECONOMY,10.1007/s13132-023-01378-7,https://doi.org/10.1007/s13132-023-01378-7,https://scholar.google.com/scholar?q=On%20the%20Direct%20and%20Indirect%20Effects%20of%20ICT%20on%20SMEs%20Export%20Performance%3A%20Evidence%20from%20Colombian%20Manufacturing,Y,,,,,,,,,,,,,,0,source:wos,,True,hybrid,https://link.springer.com/content/pdf/10.1007/s13132-023-01378-7.pdf,https://link.springer.com/content/pdf/10.1007/s13132-023-01378-7.pdf
1964,1_DOI_FIRST,,3,composite,,,The interplay of international alliance and subsidiary portfolios: Implications for firms' innovation and financial performance,"Koval, Mariia; Iurkov, Viacheslav; Benito, Gabriel R. G.",2024,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2023.101500,https://doi.org/10.1016/j.jwb.2023.101500,https://scholar.google.com/scholar?q=The%20interplay%20of%20international%20alliance%20and%20subsidiary%20portfolios%3A%20Implications%20for%20firms%27%20innovation%20and%20financial%20perf,Y,,,,,,,,,,,,,,0,source:multi,,False,closed,,
1967,1_DOI_FIRST,3,3,,fsts,panel,Multinational enterprises and local firms' export market entry: A panel data analysis of Vietnam's food processing industry,"Nguyen, Dao T. H.; Kokko, Ari; Nguyen, Thong T.",2024,AGRIBUSINESS,10.1002/agr.21872,https://doi.org/10.1002/agr.21872,https://scholar.google.com/scholar?q=Multinational%20enterprises%20and%20local%20firms%27%20export%20market%20entry%3A%20A%20panel%20data%20analysis%20of%20Vietnam%27s%20food%20processing%20indus,Y,,,,,,,,,,,,,,0,source:wos,,True,green,,https://research.cbs.dk/en/publications/ddc66410-3e36-416e-bfb0-ef93453ec1a7
1985,1_DOI_FIRST,,3,composite,,,The Effect of Foreign Divestment on Subsequent Firm Performance: The Moderating Role of Spatial and Temporal Dispersion of Prior Divestment Experience,"Batsakis, Georgios; Mohr, Alexander; Konara, Palitha; Koritos, Christos",2024,BRITISH JOURNAL OF MANAGEMENT,10.1111/1467-8551.12786,https://doi.org/10.1111/1467-8551.12786,https://scholar.google.com/scholar?q=The%20Effect%20of%20Foreign%20Divestment%20on%20Subsequent%20Firm%20Performance%3A%20The%20Moderating%20Role%20of%20Spatial%20and%20Temporal%20Dispersion%20,Y,,,,,,,,,,,,,,0,source:multi,,True,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1467-8551.12786,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1467-8551.12786
2000,1_DOI_FIRST,0,3,composite,,,Exploratory Search and International Performance: When Do Local Alliances Matter?,"Abdi, Majid; Aulakh, Preet S.; Ma, Zicheng",2024,JOURNAL OF INTERNATIONAL MARKETING,10.1177/1069031x231216409,https://doi.org/10.1177/1069031x231216409,https://scholar.google.com/scholar?q=Exploratory%20Search%20and%20International%20Performance%3A%20When%20Do%20Local%20Alliances%20Matter%3F,Y,,,,,,,,,,,,,,0,source:wos,,False,closed,,
2013,1_DOI_FIRST,,3,composite,,,Financial and marketing approach to export performance: the mediation role of promotion and research and development,"Hassen, Nesredin Temam; Lema, Mesfin; Nemera, Gemechu",2024,COGENT BUSINESS & MANAGEMENT,10.1080/23311975.2024.2315658,https://doi.org/10.1080/23311975.2024.2315658,https://scholar.google.com/scholar?q=Financial%20and%20marketing%20approach%20to%20export%20performance%3A%20the%20mediation%20role%20of%20promotion%20and%20research%20and%20development,Y,,,,,,,,,,,,,,0,source:wos,,True,gold,https://www.tandfonline.com/doi/pdf/10.1080/23311975.2024.2315658?download=true,https://www.tandfonline.com/doi/pdf/10.1080/23311975.2024.2315658?download=true
2020,1_DOI_FIRST,0,3,composite,,,Does internationalization and board diversity affect family firms&apos; sustainable performance? Empirical evidence from an emerging economy,"Godbole, Madhura; R. L., Manogna",2024,BUSINESS STRATEGY AND DEVELOPMENT,10.1002/bsd2.365,https://doi.org/10.1002/bsd2.365,https://scholar.google.com/scholar?q=Does%20internationalization%20and%20board%20diversity%20affect%20family%20firms%26apos%3B%20sustainable%20performance%3F%20Empirical%20evidence%20from,Y,,,,,,,,,,,,,,0,source:multi,,True,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/bsd2.365,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/bsd2.365
2041,1_DOI_FIRST,,3,composite,fsts,sem,"Foreign Ownership, Board of Directors, and Environmental Commitment in European International New Ventures","Onjewu, Adah-Kole Emmanuel; Nyuur, Richard B.; Amankwah-Amoah, Joseph; Olan, Femi; Godwin, Eun Sun",2024,THUNDERBIRD INTERNATIONAL BUSINESS REVIEW,10.1002/tie.22396,https://doi.org/10.1002/tie.22396,https://scholar.google.com/scholar?q=Foreign%20Ownership%2C%20Board%20of%20Directors%2C%20and%20Environmental%20Commitment%20in%20European%20International%20New%20Ventures,Y,,,,,,,,,,,,,,0,source:wos,,True,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/tie.22396,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/tie.22396
2046,1_DOI_FIRST,0,3,composite,,,Generous to a fault: Differential impact of CSR investments on financial gains in Indian market multinationals,"Panicker, Vidya Sukumara; Georgiadou, Elena; Hodgkinson, Ian R.",2024,JOURNAL OF INTERNATIONAL MANAGEMENT,10.1016/j.intman.2024.101142,https://doi.org/10.1016/j.intman.2024.101142,https://scholar.google.com/scholar?q=Generous%20to%20a%20fault%3A%20Differential%20impact%20of%20CSR%20investments%20on%20financial%20gains%20in%20Indian%20market%20multinationals,Y,,,,,,,,,,,,,,0,source:wos,,True,hybrid,,https://doi.org/10.1016/j.intman.2024.101142
2049,1_DOI_FIRST,,3,composite,,,The mediating roles of cost leadership and cost focus strategies on innovation capabilities and export performance. Results from an emerging country,"Navaia, Eurico; Moreira, Antonio; Ribau, Claudia",2024,COGENT BUSINESS & MANAGEMENT,10.1080/23311975.2024.2375410,https://doi.org/10.1080/23311975.2024.2375410,https://scholar.google.com/scholar?q=The%20mediating%20roles%20of%20cost%20leadership%20and%20cost%20focus%20strategies%20on%20innovation%20capabilities%20and%20export%20performance.%20Resu,Y,,,,,,,,,,,,,,0,source:wos,,True,gold,https://www.tandfonline.com/doi/pdf/10.1080/23311975.2024.2375410?needAccess=true,https://www.tandfonline.com/doi/pdf/10.1080/23311975.2024.2375410?needAccess=true
2053,1_DOI_FIRST,,3,,,,"Balancing people, planet and profit: export strategies for sustainable value creation","Lages, Luis Filipe; Silva, Graca Miranda; Canhoto, Ana Isabel; Martinez, Luis F.; Jahanmir, Sara",2024,SUSTAINABILITY ACCOUNTING MANAGEMENT AND POLICY JOURNAL,10.1108/sampj-09-2023-0687,https://doi.org/10.1108/sampj-09-2023-0687,https://scholar.google.com/scholar?q=Balancing%20people%2C%20planet%20and%20profit%3A%20export%20strategies%20for%20sustainable%20value%20creation,Y,,,,,,,,,,,,,,0,source:multi,,True,green,https://run.unl.pt/bitstream/10362/182345/1/Lages_et_al_2024_SAMPJ.pdf,https://run.unl.pt/bitstream/10362/182345/1/Lages_et_al_2024_SAMPJ.pdf
2056,1_DOI_FIRST,,3,composite,,,The impact of liability of foreignness on performance in hybrid organizations,"Sommeno, Tigist Woldetsadik; Mersland, Roy; Randoy, Trond",2024,JOURNAL OF INTERNATIONAL MANAGEMENT,10.1016/j.intman.2024.101133,https://doi.org/10.1016/j.intman.2024.101133,https://scholar.google.com/scholar?q=The%20impact%20of%20liability%20of%20foreignness%20on%20performance%20in%20hybrid%20organizations,Y,,,,,,,,,,,,,,0,source:wos,,True,hybrid,,https://doi.org/10.1016/j.intman.2024.101133
2060,1_DOI_FIRST,,3,composite,,,A novel model linking UN SDGs with international experience and firm performance,"Shen, Suqin; Venaik, Sunil; Liesch, Peter",2024,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2023.102170,https://doi.org/10.1016/j.ibusrev.2023.102170,https://scholar.google.com/scholar?q=A%20novel%20model%20linking%20UN%20SDGs%20with%20international%20experience%20and%20firm%20performance,Y,,,,,,,,,,,,,,0,source:multi,,False,closed,,
2065,1_DOI_FIRST,,3,composite,export_dummy,sem,Trade policy revisited: how government support initiatives affect international performance in SMEs?,"Jalali, Hossein S.",2024,REVIEW OF INTERNATIONAL BUSINESS AND STRATEGY,10.1108/ribs-02-2024-0015,https://doi.org/10.1108/ribs-02-2024-0015,https://scholar.google.com/scholar?q=Trade%20policy%20revisited%3A%20how%20government%20support%20initiatives%20affect%20international%20performance%20in%20SMEs%3F,Y,,,,,,,,,,,,,,0,source:multi,,False,closed,,
2066,1_DOI_FIRST,2,3,composite,,,Is OFDI persistence beneficial for firms' performance? Evidence from Chinese firms,"Ding, Sasa; Liu, Yajun; Huang, Yi",2024,BALTIC JOURNAL OF MANAGEMENT,10.1108/bjm-02-2024-0058,https://doi.org/10.1108/bjm-02-2024-0058,https://scholar.google.com/scholar?q=Is%20OFDI%20persistence%20beneficial%20for%20firms%27%20performance%3F%20Evidence%20from%20Chinese%20firms,Y,,,,,,,,,,,,,,0,source:multi,,False,closed,,
2074,1_DOI_FIRST,,3,composite,,,"The effect of standardized advertising, managerial ties and born global orientation on export performance","Chung, Henry F. L.; Ho, Mia Hsiao-Wen",2024,JOURNAL OF BUSINESS & INDUSTRIAL MARKETING,10.1108/jbim-12-2023-0761,https://doi.org/10.1108/jbim-12-2023-0761,https://scholar.google.com/scholar?q=The%20effect%20of%20standardized%20advertising%2C%20managerial%20ties%20and%20born%20global%20orientation%20on%20export%20performance,Y,,,,,,,,,,,,,,0,source:multi,,False,closed,,
2297,1_DOI_FIRST,,3,composite,fsts,sem,Industry clusters and firm performance: Evidence from the leather product industry in Addis Ababa,Wudu A.,2024,Heliyon,10.1016/j.heliyon.2024.e39486,https://doi.org/10.1016/j.heliyon.2024.e39486,https://scholar.google.com/scholar?q=Industry%20clusters%20and%20firm%20performance%3A%20Evidence%20from%20the%20leather%20product%20industry%20in%20Addis%20Ababa,Y,,,,,,,,,,,,,,0,source:scopus,,True,gold,,https://doi.org/10.1016/j.heliyon.2024.e39486
2304,1_DOI_FIRST,,3,composite,,,Mediating role of competitiveness between process innovation and financial performance: Internationalization moderation,Soesetio Y.,2024,International Journal of Applied Economics Finance and Accounting,10.33094/ijaefa.v18i1.1362,https://doi.org/10.33094/ijaefa.v18i1.1362,https://scholar.google.com/scholar?q=Mediating%20role%20of%20competitiveness%20between%20process%20innovation%20and%20financial%20performance%3A%20Internationalization%20moderation,Y,,,,,,,,,,,,,,0,source:scopus,,True,gold,http://onlineacademicpress.com/index.php/IJAEFA/article/download/1362/854,http://onlineacademicpress.com/index.php/IJAEFA/article/download/1362/854
2305,1_DOI_FIRST,,3,composite,,,Impact of Specific Intangible Assets on Firm Internationalization and Performance,Huimin C.,2024,Journal of Management and Business Research,10.6504/jmbr.202412_41(4).0004,https://doi.org/10.6504/jmbr.202412_41(4).0004,https://scholar.google.com/scholar?q=Impact%20of%20Specific%20Intangible%20Assets%20on%20Firm%20Internationalization%20and%20Performance,Y,,,,,,,,,,,,,,0,source:scopus,,,,,
2306,1_DOI_FIRST,,3,composite,,,Role of technology director in boosting internationalisation and performance: an evidence from EU sustainable firms,Fayyaz U.E.R.,2024,International Journal of Business Governance and Ethics,10.1504/ijbge.2024.141806,https://doi.org/10.1504/ijbge.2024.141806,https://scholar.google.com/scholar?q=Role%20of%20technology%20director%20in%20boosting%20internationalisation%20and%20performance%3A%20an%20evidence%20from%20EU%20sustainable%20firms,Y,,,,,,,,,,,,,,0,source:scopus,,False,closed,,
2307,1_DOI_FIRST,0,3,composite,,,"ESG disclosure, firm internationalization, and firm financial performance: Evidence from Asia-Pacific",Hussain W.,2024,Journal of International Studies,10.14254/2071-8330.2024/17-2/13,https://doi.org/10.14254/2071-8330.2024/17-2/13,https://scholar.google.com/scholar?q=ESG%20disclosure%2C%20firm%20internationalization%2C%20and%20firm%20financial%20performance%3A%20Evidence%20from%20Asia-Pacific,Y,,,,,,,,,,,,,,0,source:scopus,,True,gold,https://jois.eu/files/13_JIS 1438_Hussain et al.pdf,https://jois.eu/files/13_JIS 1438_Hussain et al.pdf
