seq,title,authors,year,journal,doi_enriched,doi_source,study_id,effect_id,country,sample_start,sample_end,n,r,r_quadratic,turning_point,icrv,cdai,cdai_source,cdai_missing,dpl,doi_type,fp_type,is_estimated,is_partial,is_panel,endogeneity_corrected,include_flag,notes
90,Firm internationalization approaches and performance: the moderating role of the home country's formal institutions,"da Cunha, Henrique Correa; Amal, Mohamed; Floriani, Dinora Eliete; Fleury, Maria Tereza Leme",2024,INTERNATIONAL JOURNAL OF EMERGING MARKETS,10.1108/ijoem-08-2021-1299,crossref_score=67,Cunha_2024,,,,,,,,,,,,,3,,,,,,,,
91,How does corporate internationalization affect the link between social responsibility and financial performance? Evidence from China,"Wang, Xuetong; Feng, Xu; He, Yujun; Cui, Xuezhu; Song, Xiangnan; Xi, Mingbo; Liu, Jingkuang",2024,JOURNAL OF ENVIRONMENTAL PLANNING AND MANAGEMENT,10.1080/09640568.2023.2189057,crossref_score=74,Wang_2024,,,,,,,,,,,,,3,,,,,,,,
92,On the Direct and Indirect Effects of ICT on SMEs Export Performance: Evidence from Colombian Manufacturing,"Gomez-Sanchez, Andres Mauricio; Castillejo, Juan Manez A.; Sanchis-Llopis, Juan Alberto",2024,JOURNAL OF THE KNOWLEDGE ECONOMY,10.1007/s13132-023-01378-7,crossref_score=74,GomezSanchez_2024,,,,,,,,,,,,,3,,,,,,,,
93,Performance of cross-border acquirers from India and China: its sustainability in the long-run?,"Jain, Samta; Kashiramka, Smita; Jain, P. K.",2024,REVIEW OF INTERNATIONAL BUSINESS AND STRATEGY,10.1108/ribs-01-2023-0002,crossref_score=72,Jain_2024,,,,,,,,,,,,,3,,,,,,,,
94,Digital resilience and firm internationalization: a study of Chinese listed companies,"Li, Zhaochen; Xu, Zimu; Sukumar, Arun",2024,JOURNAL OF ENTERPRISE INFORMATION MANAGEMENT,,crossref_no_match,Li_2024,,,,,,,,,,,,,3,,,,,,,,
95,The impact of degree of internationalization of MNEs on green innovation performance: The moderating role of absorptive capacity and global dynamic management capability,"Zhang, Wei; Zhong, Xiuli; Li, Xue",2024,CORPORATE SOCIAL RESPONSIBILITY AND ENVIRONMENTAL MANAGEMENT,10.1002/csr.2592,crossref_score=76,Zhang_2024,,,,,,,,,,,,,3,,,,,,,,
96,Multinational enterprises and local firms' export market entry: A panel data analysis of Vietnam's food processing industry,"Nguyen, Dao T. H.; Kokko, Ari; Nguyen, Thong T.",2024,AGRIBUSINESS,10.1002/agr.21872,crossref_score=79,Nguyen_2024,,,,,,,,,,,,,3,,,,,,,,
97,"Foreign market involvement, entry-mode learning potential and SME internationalization outcomes","Elbanna, Said; Hsieh, Linda; Child, John; Narooz, Rose; Marinova, Svetla; Puthusserry, Pushyarag; Karmowska, Joanna; Tsai, Terence; Zhang, Yunlu",2024,MANAGEMENT DECISION,10.1108/md-01-2023-0045,crossref_score=77,Elbanna_2024,,,,,,,,,,,,,3,,,,,,,,
98,Exporting is a team sport: the link between management training and performance in SMEs,"Idris, Bochra; Saridakis, George; Georgellis, Yannis; Lai, Yanqing; Johnstone, Stewart",2024,INTERNATIONAL JOURNAL OF MANPOWER,10.1108/ijm-03-2023-0150,crossref_score=63,Idris_2024,,,,,,,,,,,,,3,,,,,,,,
99,The internationalization and performance of INVs: Liability or learning advantages of newness?,"Khatua, Apalak; Mondal, Arindam; Dhanda, Supria",2024,JOURNAL OF INTERNATIONAL ENTREPRENEURSHIP,10.1007/s10843-023-00345-2,crossref_score=74,Khatua_2024,,,,,,,,,,,,,3,,,,,,,,
100,"External environment and internal dynamics of ""born global"": strategic and operational firm performance","Chaudhuri, Ranjan; Vrontis, Demetris; Chatterjee, Sheshadri",2024,MANAGEMENT DECISION,10.1108/md-02-2023-0168,crossref_score=70,Chaudhuri_2024,,,,,,,,,,,,,3,,,,,,,,
101,The Role of Digitalization in Cross-Border E-Commerce Performance of Italian SMEs,"Dallocchio, Maurizio; Lambri, Marcello; Sironi, Emiliano; Teti, Emanuele",2024,SUSTAINABILITY,10.3390/su16020508,crossref_score=65,Dallocchio_2024,,,,,,,,,,,,,3,,,,,,,,
102,Internationalization and Organizational Resilience to COVID-19 Crisis: The Moderating Effect of Digitalization,"Wang, Yueqi; Chen, Shouming; Hu, Yuanyuan",2024,SAGE OPEN,10.1177/21582440241229561,crossref_score=62,Wang_2024,,,,,,,,,,,,,3,,,,,,,,
103,The impact of global city location intensity on MNE performance: Leveraging learning and connectivity,"Du, Helen S.; Colovic, Ana",2024,LONG RANGE PLANNING,10.1016/j.lrp.2023.102409,crossref_score=68,Du_2024,,,,,,,,,,,,,3,,,,,,,,
104,Total factor productivity in Kenyan manufacturing firms: The role of ISO certification and direct vs indirect export intensity,"Amutabi, Cyprian",2024,SOUTH AFRICAN JOURNAL OF ECONOMICS,10.1111/saje.12372,crossref_score=102,Amutabi_2024,,,,,,,,,,,,,3,,,,,,,,
105,Financial and marketing approach to export performance: the mediation role of promotion and research and development,"Hassen, Nesredin Temam; Lema, Mesfin; Nemera, Gemechu",2024,COGENT BUSINESS & MANAGEMENT,10.1080/23311975.2024.2315658,crossref_score=62,Hassen_2024,,,,,,,,,,,,,3,,,,,,,,
106,Emerging Market Firms' Internationalization Pricing Strategies: The Role of Country of Origin and Organizational Learning,"Sainam, Preethika; Bahadir, S. Cem",2024,JOURNAL OF INTERNATIONAL MARKETING,10.1177/1069031x241226668,crossref_score=83,Sainam_2024,,,,,,,,,,,,,3,,,,,,,,
107,Foreign bank entry and the outward foreign direct investment of companies: evidence from China,"Liu, Haiyue; Yi, Zhimin; Shang, Hua; Liu, Zihan",2024,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,10.1057/s41267-024-00693-8,crossref_score=76,Liu_2024,,,,,,,,,,,,,3,,,,,,,,
108,The Performance of Decision-Making Strategies in SME Internationalization: The Role of Host Market's Institutional Development,"Johanson, Martin; Oliveira, Luis",2024,MANAGEMENT INTERNATIONAL REVIEW,10.1007/s11575-024-00534-8,crossref_score=68,Johanson_2024,,,,,,,,,,,,,3,,,,,,,,
109,Business model innovation and internationalization: investigating the relationship through the dynamic states approach,"Krenn, Melanie Luise; Chiarvesio, Maria",2024,JOURNAL OF SMALL BUSINESS AND ENTERPRISE DEVELOPMENT,10.1108/jsbed-06-2023-0247,crossref_score=69,Krenn_2024,,,,,,,,,,,,,3,,,,,,,,
110,THE INFLUENCE OF INTERNATIONALIZATION ON THE FINANCIAL PERFORMANCE OF BRAZILIAN AND EUROPEAN COMPANIES,"Filho, Antonio rodrigues albuquerque; Garcia, E. D. I. T. I. N. E. T. E. ANDRe D. A. R. O. C. H. A.; de Vasconcelos, Alessandra carvalho",2024,REVISTA GESTAO ORGANIZACIONAL,,crossref_no_match,Filho_2024,,,,,,,,,,,,,3,,,,,,,,
111,Effects of female CEO and female CFO on internationalization and firm performance,"Amin, Ali; Ali, Rizwan; Rehman, Ramiz Ur",2024,CORPORATE GOVERNANCE-THE INTERNATIONAL JOURNAL OF BUSINESS IN SOCIETY,10.1108/cg-12-2022-0512,crossref_score=70,Amin_2024,,,,,,,,,,,,,3,,,,,,,,
112,Global Competitive Strategies: Assessing the Role of Marketing Tools in SME Internationalization and Financial Performance,"Civelek, Mehmet; Kljucnikov, Aleksandr; Hruska, Roman; Svetlik, Jaroslav; Vavrecka, Vladimir",2024,JOURNAL OF COMPETITIVENESS,,crossref_no_match,Civelek_2024,,,,,,,,,,,,,3,,,,,,,,
113,Home country adverse political shocks and cross-border mergers and acquisitions financial performance of politically connected emerging market firms,"Zhou, Chenxi; Zhang, Yameng; Bu, Maoliang",2024,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2023.102175,crossref_score=97,Zhou_2024,,,,,,,,,,,,,3,,,,,,,,
114,The Internationalization-Environmental Performance Relationship: Does it Differ between MNEs in Advanced and Less Advanced Economies?,"Zhang, Jintao; Chen, Stephen; Tan, Hao",2024,BUSINESS STRATEGY AND THE ENVIRONMENT,10.1002/bse.3797,crossref_score=80,Zhang_2024,,,,,,,,,,,,,3,,,,,,,,
115,Outward foreign direct investment and green technology innovation: A company and host country perspective,"Shao, Yanmin; Li, Junlong; Zhang, Xueli",2024,TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,10.1016/j.techfore.2024.123379,crossref_score=76,Shao_2024,,,,,,,,,,,,,3,,,,,,,,
116,Earnings quality of multinational corporations: Evidence from Latin America before and after IFRS implementation,"Melgarejo, Mauricio",2024,JOURNAL OF CORPORATE ACCOUNTING AND FINANCE,10.1002/jcaf.22729,crossref_score=90,Melgarejo_2024,,,,,,,,,,,,,3,,,,,,,,
117,Internationalization and individual firm performance: a resource-based view,"Arbelo, Antonio; Arbelo-Perez, Marta; Perez-Gomez, Pilar",2024,EURASIAN BUSINESS REVIEW,10.1007/s40821-024-00276-5,crossref_score=65,Arbelo_2024,,,,,,,,,,,,,3,,,,,,,,
118,The Influence of Perceived Macro Environment on the Competitiveness of Internationalized Medium-Sized and Large Enterprises,"Stocker, Miklos; Erdelyi, Adam",2024,ADMINISTRATIVE SCIENCES,10.3390/admsci14060116,crossref_score=77,Stocker_2024,,,,,,,,,,,,,3,,,,,,,,
119,Analysis the nexus between internationalization and financial performance in wine industry: The effect of proactive environmental strategy and eco-innovation,"Carchano, Marcos; Carrasco, Inmaculada; Gonzalez, Angela; Saez-Martinez, Francisco J.",2024,CORPORATE SOCIAL RESPONSIBILITY AND ENVIRONMENTAL MANAGEMENT,10.1002/csr.2894,crossref_score=81,Carchano_2024,,,,,,,,,,,,,3,,,,,,,,
120,"Environmental, social and governance performance: Can and how it improve internationalization of Chinese A-share listed enterprises","Wang, Shanshan; Chen, Fenglan; Yang, Xiaoyan",2024,HELIYON,10.1016/j.heliyon.2024.e33492,crossref_score=70,Wang_2024,,,,,,,,,,,,,3,,,,,,,,
121,"Do Board Internationalization, Political Relations and Gender Diversity Determine the Corporate Environmental Reporting Practices in Jordan: A Random-Effect Test","Bani-Khalid, Tareq; Alshirah, Malek; Al-Adamat, Abdullah; Alserhan, Hayel; Al Shbail, Mohannad",2024,MONTENEGRIN JOURNAL OF ECONOMICS,,crossref_no_match,BaniKhalid_2024,,,,,,,,,,,,,3,,,,,,,,
122,The mediating roles of cost leadership and cost focus strategies on innovation capabilities and export performance. Results from an emerging country,"Navaia, Eurico; Moreira, Antonio; Ribau, Claudia",2024,COGENT BUSINESS & MANAGEMENT,10.1080/23311975.2024.2375410,crossref_score=93,Navaia_2024,,,,,,,,,,,,,3,,,,,,,,
123,The omnipresence of the state and its effect on the internationalization of companies: The Russian variety of state capitalism,"Klishevich, Daria; Panibratov, Andrei",2024,JOURNAL OF INTERNATIONAL MANAGEMENT,10.1016/j.intman.2024.101154,crossref_score=81,Klishevich_2024,,,,,,,,,,,,,3,,,,,,,,
124,"Balancing people, planet and profit: export strategies for sustainable value creation","Lages, Luis Filipe; Silva, Graca Miranda; Canhoto, Ana Isabel; Martinez, Luis F.; Jahanmir, Sara",2024,SUSTAINABILITY ACCOUNTING MANAGEMENT AND POLICY JOURNAL,10.1108/sampj-09-2023-0687,crossref_score=75,Lages_2024,,,,,,,,,,,,,3,,,,,,,,
125,Role of resource investment management and strategic resource deployment capabilities in internationalization-performance relationship,"Purkayastha, Anish; Karna, Amit; Sharma, Sunil; Bhadra, Dhiman",2024,JOURNAL OF INTERNATIONAL MANAGEMENT,10.1016/j.intman.2024.101122,crossref_score=81,Purkayastha_2024,,,,,,,,,,,,,3,,,,,,,,
126,"Investing Abroad, Transforming at Home: An Empirical Study of Outward Foreign Direct Investment and Korean Manufacturing's Servicification* *","Jung, Yonggeun; Hur, Jung",2024,EAST ASIAN ECONOMIC REVIEW,10.2139/ssrn.4881126,crossref_score=89,Jung_2024,,,,,,,,,,,,,3,,,,,,,,
127,Does corporate internationalization affect analysts' ' earnings forecast bias? Evidence from China,"Wang, Linjiang; Zhang, Guiling; Lou, Xu; Guo, Fei",2024,RESEARCH IN INTERNATIONAL BUSINESS AND FINANCE,10.1016/j.ribaf.2024.102505,crossref_score=82,Wang_2024,,,,,,,,,,,,,3,,,,,,,,
128,THE MODERATING EFFECT OF WOMEN MANAGERS IN THE INTERNATIONALISATION AND INTELLECTUAL CAPITAL-PERFORMANCE RELATIONSHIP,"Andreu, Rosario; Rienda, Laura; Ruiz-Fernandez, Lorena",2024,TRANSFORMATIONS IN BUSINESS & ECONOMICS,,crossref_no_match,Andreu_2024,,,,,,,,,,,,,3,,,,,,,,
129,Internationalization at Inception: Insights from the Indian Textile Industry's Born Globals,"Srividhya, M.; Vidya, C. T.",2024,JOURNAL OF ECONOMIC INTEGRATION,10.11130/jei.2024033,crossref_score=80,Srividhya_2024,,,,,,,,,,,,,3,,,,,,,,
130,Rethinking board structures in the age of multinational corporations: A global investigation,"Kuzey, Cemil; Gerged, Ali Meftah; Uyar, Ali; Karaman, Abdullah S.",2024,JOURNAL OF INTERNATIONAL MANAGEMENT,10.1016/j.intman.2024.101175,crossref_score=65,Kuzey_2024,,,,,,,,,,,,,3,,,,,,,,
131,"The effect of standardized advertising, managerial ties and born global orientation on export performance","Chung, Henry F. L.; Ho, Mia Hsiao-Wen",2024,JOURNAL OF BUSINESS & INDUSTRIAL MARKETING,10.1108/jbim-12-2023-0761,crossref_score=71,Chung_2024,,,,,,,,,,,,,3,,,,,,,,
132,"When market leads innovation: The interplay of internationalisation, innovation and productivity among Swedish wood manufacturing SMEs","Hosseini, Mojtaba; Brege, Staffan; Nord, Tomas",2024,WORLD ECONOMY,10.1111/twec.13639,crossref_score=91,Hosseini_2024,,,,,,,,,,,,,3,,,,,,,,
133,Firm productivity and manufacturing exports in transition economies: An institutional and trade geography perspective,"Khasanov, Shokhrukh; Hiwatari, Masato",2024,INTERNATIONAL ECONOMICS AND ECONOMIC POLICY,10.1007/s10368-024-00629-5,crossref_score=80,Khasanov_2024,,,,,,,,,,,,,3,,,,,,,,
134,The role of internationalisation in moderating the impact of ESG disclosure on financial performance,"Soesetio, Yuli; Siswanto, Ely; Subagyo, Muhammad; Fuad, Muhammad; Rudiningtyas, Dyah Arini; Astutik, Siti",2024,ECONOMICS AND BUSINESS REVIEW,10.18559/ebr.2024.3.1217,crossref_score=63,Soesetio_2024,,,,,,,,,,,,,3,,,,,,,,
135,ESG and firm performance: The effects of foreigners on board and export orientation,"Wu, Chen-Hui; Nguyen, Thi-Kim-Tuyen",2024,BUSINESS STRATEGY AND DEVELOPMENT,,crossref_no_match,Wu_2024,,,,,,,,,,,,,3,,,,,,,,
136,"The impact of female chief executive officers, ownership, and globalization on ASEAN manufacturers' technical efficiency performance","Amornkitvikai, Yot; Charoenrat, Teerawat",2024,RESEARCH IN GLOBALIZATION,10.1016/j.resglo.2024.100206,crossref_score=95,Amornkitvikai_2024,,,,,,,,,,,,,3,,,,,,,,
137,Intellectual capital and new ventures early internationalization: Firm-level analysis of Austrian SMEs,"Bigos, Krystian; Michalik, Adam",2024,ENTREPRENEURIAL BUSINESS AND ECONOMICS REVIEW,10.15678/eber.2024.120410,crossref_score=90,Bigos_2024,,,,,,,,,,,,,3,,,,,,,,
138,The Synergy Effect of Internationalization and R&D Intensity on Firm Performance in Korea: A Perspective Based on Knowledge- Based Theory,"Wang, Junlin; Kim, Minho; Zhang, Chenyu",2024,JOURNAL OF KOREA TRADE,,crossref_no_match,Wang_2024,,,,,,,,,,,,,3,,,,,,,,
139,Productivity Improvements Triggered by Robotization and Internationalization Processes: The Spanish Experience,"Marin, Raquel; Santos-Arteaga, Francisco J.; Tavana, Madjid; Di Caprio, Debora",2024,ARTIFICIAL INTELLIGENCE AND BUSINESS TRANSFORMATION,,crossref_no_match,Marin_2024,,,,,,,,,,,,,3,,,,,,,,
140,Coming Home in the Age of Industry 4.0? The Effects of Offshoring and Backshoring on Manufacturing Companies' Success,"Werbik, Alexander; Nussbaum, Julien; Winter, Johannes",2024,SCI,10.3390/sci6040058,crossref_score=80,Werbik_2024,,,,,,,,,,,,,3,,,,,,,,
141,"Outward Foreign Direct Investment, Restructuring and Performance Upgrading: Firm-level Evidence from Portugal","Barbosa, Natalia",2023,GLOBAL BUSINESS REVIEW,10.1177/0972150920916035,crossref_score=88,Barbosa_2023,,,,,,,,,,,,,3,,,,,,,,
142,Performance implications of combining innovation and internationalization for Korean small- and medium-sized manufacturing firms: an exploration-exploitation perspective,"Lee, Youngwoo; Hemmert, Martin",2023,ASIAN BUSINESS & MANAGEMENT,10.1057/s41291-020-00144-w,crossref_score=81,Lee_2023,,,,,,,,,,,,,3,,,,,,,,
143,Configuring foreign market knowledge and opportunity recognition capabilities to predict the performance of export-manufacturing firms,"Mostafiz, Md Imtiaz; Sambasivan, Murali; Goh, See-Kwong; Ahmad, Paiman",2023,KNOWLEDGE MANAGEMENT RESEARCH & PRACTICE,10.1080/14778238.2021.1919573,crossref_score=85,Mostafiz_2023,,,,,,,,,,,,,3,,,,,,,,
144,Country of brand origin positioning and financial performance: effects on internationalized companies from an emerging market,"Porto, Rafael Barreiros; Gomes Akitaya, Paula Borges; Oliveira, Denise Santos",2023,INTERNATIONAL JOURNAL OF EMERGING MARKETS,10.1108/ijoem-11-2020-1423,crossref_score=78,Porto_2023,,,,,,,,,,,,,3,,,,,,,,
145,Dynamic capability of the firm: analysis of the impact of internationalisation on SME performance in an emerging economy,"Rahman, Mahfuzur; Hack-Polay, Dieu; Shafique, Sujana; Igwe, Paul Agu",2023,INTERNATIONAL JOURNAL OF EMERGING MARKETS,10.1108/ijoem-02-2021-0236,crossref_score=60,Rahman_2023,,,,,,,,,,,,,3,,,,,,,,
146,Markups and export behavior: Firm-level evidence from the French food processing industry,"Jafari, Yaghoob; Koppenberg, Maximilian; Hirsch, Stefan; Heckelei, Thomas",2023,AMERICAN JOURNAL OF AGRICULTURAL ECONOMICS,10.1111/ajae.12292,crossref_score=73,Jafari_2023,,,,,,,,,,,,,3,,,,,,,,
147,Getting a Foot in the Door: Trade Credit Strategies and the Pursuit of Entrepreneurial Internationalisation,"Hunt, Richard A.; Hayward, Mathew L. A.; Song, Yue; Townsend, David M.; Stallkamp, Maximilian",2023,INTERNATIONAL SMALL BUSINESS JOURNAL-RESEARCHING ENTREPRENEURSHIP,10.1177/02662426221078940,crossref_score=71,Hunt_2023,,,,,,,,,,,,,3,,,,,,,,
148,SME participation in cross-border e-commerce as an entry mode to foreign markets: A driver of innovation or not?,"Pan, Lipeng; Fu, Xiao; Li, Yongqing",2023,ELECTRONIC COMMERCE RESEARCH,10.1007/s10660-022-09539-7,crossref_score=68,Pan_2023,,,,,,,,,,,,,3,,,,,,,,
149,The drivers of successful regional expansion: evidence from multinational corporations in Latin America during 1990-2005,"Parakkal, Raju; Johnson, Joseph; Bartz-Marvez, Sherry",2023,TRANSNATIONAL CORPORATIONS REVIEW,10.1016/j.tncr.2023.100003,crossref_score=89,Parakkal_2023,,,,,,,,,,,,,3,,,,,,,,
150,The role of innovation and internationalization support in small- and medium-sized enterprises' export performance,"Pastelakos, Evangelos; Theodoraki, Christina; Catanzaro, Alexis",2023,EUROPEAN MANAGEMENT REVIEW,10.1111/emre.12513,crossref_score=76,Pastelakos_2023,,,,,,,,,,,,,3,,,,,,,,
151,Role of imported raw materials in the performance of inward foreign direct investments in Ethiopia,"Dayan, Mumin; Leung, Frank Yat Cheong; Ozer, Muammer",2023,INTERNATIONAL JOURNAL OF EMERGING MARKETS,10.1108/ijoem-09-2020-1097,crossref_score=73,Dayan_2023,,,,,,,,,,,,,3,,,,,,,,
152,When does export customer responsiveness strategy contribute to export market competitive advantage?,"Miocevic, Dario; Gnizy, Itzhak; Cadogan, John W.",2023,INTERNATIONAL MARKETING REVIEW,10.1108/imr-02-2022-0043,crossref_score=101,Miocevic_2023,,,,,,,,,,,,,3,,,,,,,,
153,Role of international strategic alliances in internationalization of business group affiliated firms-A system dynamics approach,"Mishra, Divya; Mital, Amita; Srivastava, Samir K.",2023,SYSTEMS RESEARCH AND BEHAVIORAL SCIENCE,10.1002/sres.2856,crossref_score=76,Mishra_2023,,,,,,,,,,,,,3,,,,,,,,
154,Learning-by-exporting vs. self-selection in Ecuadorian manufacturing firms: Evidence from different industry classifications,"Camino-Mogro, Segundo; Ordenana-Rodriguez, Xavier; Vera-Gilces, Paul",2023,JOURNAL OF INTERNATIONAL TRADE & ECONOMIC DEVELOPMENT,10.1080/09638199.2022.2094451,crossref_score=99,CaminoMogro_2023,,,,,,,,,,,,,3,,,,,,,,
155,Does internationalization matter for corporate social performance of Chinese firms?,"Wu, Renhong; Kim, Minho",2023,JOURNAL OF CORPORATE ACCOUNTING AND FINANCE,,crossref_no_match,Wu_2023,,,,,,,,,,,,,3,,,,,,,,
156,The inefficiency of exporting SMEs: Evidence from manufacturing industry,"Forgione, Antonio Fabio; Migliardo, Carlo",2023,JOURNAL OF INTERNATIONAL TRADE & ECONOMIC DEVELOPMENT,10.1080/09638199.2022.2098527,crossref_score=70,Forgione_2023,,,,,,,,,,,,,3,,,,,,,,
