seq,title,decision,reason,has_abstract
414,Types of foreign networks and internationalization performance of Korean SMEs,UNSURE,auto:insufficient_evidence,N
418,Internationalisation and performance in Spanish family SMES: The W-curve,UNSURE,auto:insufficient_evidence,N
431,Effect of Internationalization on the Cost Efficiency of Taiwan's Banks,UNSURE,auto:insufficient_evidence,N
436,"Innovation, Exports and Technical Efficiency in Spain",UNSURE,auto:insufficient_evidence,N
499,Born Global Strategies and the Corporate Performance of Korean Firms,Y,"auto_abstract:quantitative_stat,ip_performance",Y
522,Exchange rate movements and the profitability of US multinationals,UNSURE,auto:insufficient_evidence,N
359,Internationalization rhythm and corporate innovation performance in an emerging ,Y,auto_title:ip_explicit,N
364,THE INFLUENCE OF INTERNATIONALIZATION ON THE FINANCIAL PERFORMANCE OF BRAZILIAN ,Y,auto_title:ip_explicit,N
369,Does internationalization matter for corporate social performance of Chinese fir,UNSURE,auto_title:non_financial_performance,N
403,Performance of business group affiliated firms in emerging markets Causal mediat,UNSURE,auto:insufficient_evidence,N
423,The diversity of the top management team and the survival and success of interna,UNSURE,auto:insufficient_evidence,N
424,Performance implications of internationalization strategies for Chinese MNCs,UNSURE,auto:insufficient_evidence,N
426,THE INFLUENCE OF ENTREPRENEURIAL INTENSITY AND CAPABILITIES ON INTERNATIONALISAT,Y,auto_title:ip_explicit,N
428,"Home institutions, internationalization and firm performance Evidence from liste",Y,auto_title:ip_explicit,N
139,Sector productivity and geographical diversification as export enhancing factors,UNSURE,auto:insufficient_evidence,N
360,Internationalisation and the Financial Performance of Companies,Y,auto_title:ip_explicit,N
362,"Relationship Among R&D, Productivity, and Firm Exports: The Moderating Role of C",UNSURE,auto:insufficient_evidence,N
366,THE MODERATING EFFECT OF WOMEN MANAGERS IN THE INTERNATIONALISATION AND INTELLEC,UNSURE,auto:insufficient_evidence,N
383,Is internationalisation beneficial for novice internationalisers? The performanc,UNSURE,auto:insufficient_evidence,N
387,"Export activity, R&D investment, and foreign ownership: does it matter for produ",UNSURE,auto:insufficient_evidence,N
388,"Innovation, internationalisation and the performance of microbusinesses",UNSURE,auto:insufficient_evidence,N
411,Rapid internationalization and long-term performance: The knowledge link,UNSURE,auto:insufficient_evidence,N
416,Speed of SME Internationalization and Performance,UNSURE,auto:insufficient_evidence,N
419,The effect of social networks and dynamic internationalization capabilities on i,UNSURE,auto:insufficient_evidence,N
427,R&D internationalization and innovation performance,UNSURE,auto:insufficient_evidence,N
439,In at the Deep End of Firm Internationalization,UNSURE,auto:insufficient_evidence,N
502,Internationalisation path heterogeneity and growth for international new venture,UNSURE,auto:insufficient_evidence,N
504,Internationalization and failure risk patterns Evidence from young Estonian manu,UNSURE,auto:insufficient_evidence,N
505,MODELLING INTERNATIONALIZATION OF HIGH GROWTH FIRMS: MICRO LEVEL APPROACH,UNSURE,auto:insufficient_evidence,N
515,Innovation and internationalization as growth strategies: The role of technologi,UNSURE,auto:insufficient_evidence,N
516,"MNC STRATEGIES, EXOGENOUS SHOCKS, AND PERFORMANCE OUTCOMES",UNSURE,auto:insufficient_evidence,N
520,A Study on the Born Global Venture Corporation's Characteristics and Performance,UNSURE,auto:insufficient_evidence,N
147,Export intensity and the productivity gains of exporting,UNSURE,auto:insufficient_evidence,N
407,Exports-performance relationship in Russian manufacturing companies Does foreign,UNSURE,auto:insufficient_evidence,N
535,The impact of business group diversification on emerging market multinationals: ,UNSURE,auto:insufficient_evidence,Y
138,Global strategy collections: Multinationality and performance,UNSURE,auto:insufficient_evidence,N
140,The multinationality and performance relationship: Revisiting the literature and,UNSURE,auto:insufficient_evidence,N
141,"Multinationality, R&D and productivity: Evidence from the top R&D investors worl",UNSURE,auto:insufficient_evidence,N
142,A critical perspective on the measurement of performance in the empirical multin,UNSURE,auto:insufficient_evidence,N
143,A Quasi-experimental Approach to the Multinationality-performance Relationship: ,UNSURE,auto:insufficient_evidence,N
144,A research note on multinationality and firm performance Nonparametric frontier ,Y,auto_title:ip_explicit,N
146,From M-P to MA-P: Multinationality alignment and performance,UNSURE,auto:insufficient_evidence,N
150,"Multinationality, foreignness and institutional distance in the relation between",UNSURE,auto:insufficient_evidence,N
151,HOW GOOD ARE MULTINATIONALITY-PERFORMANCE (M-P) EMPIRICAL STUDIES?,UNSURE,auto:insufficient_evidence,N
152,Triple testing the quality of multinationality-performance research,UNSURE,auto:insufficient_evidence,N
153,A THEORETICAL ASSESSMENT OF THE EMPIRICAL LITERATURE ON THE IMPACT OF MULTINATIO,UNSURE,auto:insufficient_evidence,N
155,Multinationality and technical efficiency: A neglected perspective,UNSURE,auto:insufficient_evidence,N
157,The impact of corporate social performance on a firm's multinationality,UNSURE,auto:insufficient_evidence,N
158,THE EMPIRICS OF MULTINATIONALITY AND PERFORMANCE,UNSURE,auto:insufficient_evidence,N
159,MULTINATIONALITY AND PROFITABILITY,Y,auto_title:ip_explicit,N
358,The effect of ESG performance on enterprises' internationalization : from the pe,UNSURE,auto:insufficient_evidence,N
365,Global Competitive Strategies: Assessing the Role of Marketing Tools in SME Inte,Y,auto_title:ip_explicit,N
370,Internationalization and firm performance,Y,auto_title:ip_explicit,N
373,The standalone and resource-bundling effects of government and nongovernment ins,UNSURE,auto:insufficient_evidence,N
374,Internationalization of R&D and Innovation Performance in the Pharma Industry,UNSURE,auto:insufficient_evidence,N
375,Internationalization of innovation and firm performance in the pharmaceutical in,N,auto_title:health_field,N
376,Firm resources and internationalisation performance,UNSURE,auto:insufficient_evidence,N
380,Corporate sustainability and enterprise performance The mediating effects of int,UNSURE,auto:insufficient_evidence,N
381,Internationalisation and financial performance: in the case of global automotive,Y,auto_title:ip_explicit,N
382,Differences in the impact of R&D intensity and R&D internationalization on firm ,Y,auto_title:ip_explicit,N
389,Enterprise internationalisation performance evaluation model based on artificial,UNSURE,auto:insufficient_evidence,N
390,Analysis of the Relationship Between IT and Industry 4.0 Technologies with Inter,Y,auto_title:ip_explicit,N
394,SME Internationalization: the Impact of Information Technology and Innovation,UNSURE,auto:insufficient_evidence,N
396,The longitudinal effects of internationalization on firm performance: The modera,Y,auto_title:ip_explicit,N
397,Does Efficient Social-Network Structure Benefit the Performance of Business Grou,UNSURE,auto:insufficient_evidence,N
398,Complementarity of R&D and productivity in SME export behavior,UNSURE,auto:insufficient_evidence,N
402,SMEs Performance and Internationalization: A Traditional Industry Approach,UNSURE,auto:insufficient_evidence,N
409,"Capability, environment and internationalization fit, and financial and marketin",Y,auto_title:ip_explicit,N
410,A Study on the Effects of Dual Network Embeddedness on Organizational Learning a,UNSURE,auto:insufficient_evidence,N
412,Board political experience and firm internationalization strategy A resource dep,UNSURE,auto:insufficient_evidence,N
415,THE IMPACT OF INTERNATIONALIZATION AND DIVERSIFICATION ON CONSTRUCTION INDUSTRY ,UNSURE,auto:insufficient_evidence,N
417,Measuring productivity premia with many modes of internationalization,UNSURE,auto:insufficient_evidence,N
420,Internationalization and hotel performance: The missing pieces,UNSURE,auto:insufficient_evidence,N
421,Internationalization of corporate R&D activities and innovation performance,UNSURE,auto:insufficient_evidence,N
425,Internationalisation of firms and their innovation and productivity,UNSURE,auto:insufficient_evidence,N
429,Export Experience of Managers and the Internationalisation of Firms,UNSURE,auto:insufficient_evidence,N
447,"Examining SME performance: the role of innovation, R&D and internationalisation",UNSURE,auto:insufficient_evidence,N
503,R&D offshoring and home industry productivity,UNSURE,auto:insufficient_evidence,Y
524,MULTINATIONALS DIVERSIFICATION AND THE RISK-RETURN TRADE-OFF,UNSURE,auto:insufficient_evidence,Y
525,Internationalization of Large Companies from Central and Eastern Europe or the B,UNSURE,auto:insufficient_evidence,N
536,GOING GLOBAL - THE USE OF ICT NETWORKS IN RESEARCH-AND-DEVELOPMENT,UNSURE,auto:insufficient_evidence,N
539,Problems and remedies of the North Korean Economy: A strategic approach,UNSURE,auto:insufficient_evidence,N
540,The internationalization of Latin American enterprises and market liberalization,UNSURE,auto:insufficient_evidence,N
541,Development of international competitiveness in industries and individual firms ,UNSURE,auto:insufficient_evidence,N
542,The end of Japanese-style human resource management?,UNSURE,auto:insufficient_evidence,N
544,Internationalization and embeddedness in east-central European transition: The c,UNSURE,auto:insufficient_evidence,N
547,"Geographic scope, product diversification, and the corporate performance of Japa",UNSURE,auto:insufficient_evidence,N
549,International experience in the executive suite: The path to prosperity?,UNSURE,auto:insufficient_evidence,Y
550,"Technological convergence, globalisation and ownership in the UK computer indust",UNSURE,auto:insufficient_evidence,N
552,Performance of the selected clusters of small and medium industries in India in ,UNSURE,auto:insufficient_evidence,N
553,Four decades of Groningen production and pricing policies,UNSURE,auto:insufficient_evidence,Y
555,The internationalisation of UK R&D,UNSURE,auto:insufficient_evidence,Y
557,Corporate international activity and debt financing,UNSURE,auto:insufficient_evidence,N
