batch_no,seq,year,authors,title,journal,link,icrv,dpl,extraction_priority,r_reported,r_type,sample_n,converted_r,nonlinear,turning_point,notes,ready_for_r
472,2523,2003,Hwang A.,"Exports, returns to scale, and total factor productivity: The case of Taiwanese ",Review of Development Economics,https://doi.org/10.1111/1467-9361.00186,1,2,A_DOI,,,,,,,,0
473,556,2002,"Kotabe, M; Srinivasan, SS; Aulakh, PS",Multinationality and firm performance: The moderating role of R&D and marketing ,JOURNAL OF INTERNATIONAL BUSINESS STUDIE,https://doi.org/10.1057/palgrave.jibs.8491006,,2,A_DOI,,,,,,,,0
474,558,2002,"Forbes, KJ",How do large depreciations affect firm performance?,IMF STAFF PAPERS,https://doi.org/10.2307/3872477,,2,A_DOI,,,,,,,,0
475,560,2002,"Qian, GM; Li, J","Multinationality, global market diversification and profitability among the larg",JOURNAL OF BUSINESS RESEARCH,https://doi.org/10.1016/s0148-2963(00)00153-3,1,2,A_DOI,,,,,,,,0
476,2525,2002,Qian G.,"Multinationality, product diversification, and profitability of emerging US smal",Journal of Business Venturing,https://doi.org/10.1016/s0883-9026(01)00080-5,1,2,A_DOI,,,,,,,,0
477,2527,2002,Riahi-Belkaoui A.,"Profitability, multinationality and the investment opportunity set",Advances in International Accounting,https://doi.org/10.1016/s0897-3660(02)15016-1,,2,A_DOI,,,,,,,,0
478,2528,2001,Mathur I.,The evidence from Canadian firms on multinational diversification and performanc,Quarterly Review of Economics and Financ,https://doi.org/10.1016/s1062-9769(00)00076-4,1,2,A_DOI,,,,,,,,0
479,2529,2001,Li M.,Firm internationalization and economic performance: A conceptual synthesis and a,Advances in International Marketing,https://doi.org/10.1016/s1474-7979(01)11020-3,2,2,A_DOI,,,,,,,,0
480,2530,2001,AlNajjar F.K.,Empirical validation of a general model of growth opportunities,Managerial Finance,https://doi.org/10.1108/03074350110767051,1,1,A_DOI,,,,,,,,
481,2532,2000,Zahra S.A.,"International expansion by new venture firms: International diversity, mode of m",Academy of Management Journal,https://doi.org/10.2307/1556420,,2,A_DOI,,,,,,,,0
482,2533,2000,Szekeres V.,Foreign capital and economic development in Hungary,Acta Oeconomica,https://doi.org/10.1556/aoecon.51.2000-2001.3.4,2,2,A_DOI,,,,,,,,0
483,2534,2000,Palich L.E.,The impact of internationalization on the diversification-performance relationsh,Journal of Business Research,https://doi.org/10.1016/s0148-2963(98)00074-5,,2,A_DOI,,,,,,,,0
484,545,1999,"Rama, R",Innovation and profitability of global food firms. Testing for differences in th,ENVIRONMENT AND PLANNING A,https://doi.org/10.1068/a310735,1,1,A_DOI,,,,,,,,0
485,2537,1999,AlNajjar F.K.,"Multinationality, profitability and firm value",Managerial Finance,https://doi.org/10.1108/03074359910766325,,1,A_DOI,,,,,,,,0
486,2539,1999,Theodore N.,"Globalising capital, localising labour? The discursive manipulation of scale in ",Space and Polity,https://doi.org/10.1080/13562579908721791,,1,A_DOI,,,,,,,,0
487,2541,1998,Riahi-Belkaoui A.,The effects of the degree of internationalization on firm performance,International Business Review,https://doi.org/10.1016/s0969-5931(98)00013-4,,1,A_DOI,,,,,,,,0
488,2543,1998,Riahi-Belkaoui A.,Multinationality and profitability: The contingency of the investment opportunit,Managerial Finance,https://doi.org/10.1108/03074359810765499,,1,A_DOI,,,,,,,,0
489,2544,1998,Omer K.,Degree of Multinationality and Financial Performance: A Study of U.S.-Based Mult,Review of Quantitative Finance and Accou,https://doi.org/10.1023/a:1008288309652,1,1,A_DOI,,,,,,,,0
490,538,1996,"Tallman, S; Li, JT",Effects of international diversity and product diversity on the performance of m,ACADEMY OF MANAGEMENT JOURNAL,https://doi.org/10.2307/256635,,1,A_DOI,,,,,,,,0
491,2553,1990,Weaver K.M.,Export Behaviour and Attitudes of Small- and Medium-sized Korean Manufacturing F,International Small Business Journal,https://doi.org/10.1177/026624269000800404,1,1,A_DOI,,,,,,,,0
492,2554,1990,Samiee S.,Influence of firm size on export planning and performance,Journal of Business Research,https://doi.org/10.1016/0148-2963(90)90015-6,,1,A_DOI,,,,,,,,0
493,2559,1987,Grant R.M.,Multinationality and Performance among British Manufacturing Companies,Journal of International Business Studie,https://doi.org/10.1057/palgrave.jibs.8490413,1,1,A_DOI,,,,,,,,0
494,2562,1986,Beamish P.W.,The Export Performance of Small and Medium‐Sized Canadian Manufacturers,Canadian Journal of Administrative Scien,https://doi.org/10.1111/j.1936-4490.1986.tb00416.x,1,1,A_DOI,,,,,,,,0
495,2563,1986,Zech C.,Sub-national foreign export development and its impact on productivity.,Growth Change,https://doi.org/10.1111/j.1468-2257.1986.tb00055.x,,1,A_DOI,,,,,,,,0
496,2564,1984,Buckley P.,An Analysis of the Growth and Profitability of the World's Largest Firms 1972 to,Kyklos,https://doi.org/10.1111/j.1467-6435.1984.tb00738.x,,1,A_DOI,,,,,,,,
497,2567,1978,Buckley P.,"The influence of firm size, industry, nationality, and degree of multinationalit",Weltwirtschaftliches Archiv,https://doi.org/10.1007/bf02696473,,1,A_DOI,,,,,,,,0
498,2245,2026,"Zhang, Yi; Roelfsema, Hein; Findlay, Chr",The Impact of Local Services Development on the Export Performance of Chinese Ma,OPEN ECONOMIES REVIEW,,2,3,B_MANUAL,,,,,,,,0
499,2259,2026,"Liu, Rui; Yin, Liping",Corporate nationalism and innovation performance- a perspective based on dual le,CHINESE MANAGEMENT STUDIES,,2,3,B_MANUAL,,,,,,,,
500,2263,2026,"Akkus, Guzin Emel; Yalabitorkaman, Deniz",Exploring the Factors Influencing the Export Performance of Manufacturing SMEs i,JOURNAL OF ECONOMIC POLICY RESEARCHES-IK,,,3,B_MANUAL,,,,,,,,0
501,2268,2026,"Kim, Minjung",Heterogeneous effects of internal and external R&D on export performance by indu,APPLIED ECONOMICS,,,3,B_MANUAL,,,,,,,,0
502,359,2025,"Wang, Ziyi; Fang, Xiuyuan; Li, Yuanxu",Internationalization rhythm and corporate innovation performance in an emerging ,MANAGEMENT DECISION,,2,3,B_MANUAL,,,,,,,,NO
503,360,2025,"Rozanski, Jerzy; Lopez-Morales, Jose Sat",Internationalisation and the Financial Performance of Companies,FOLIA OECONOMICA STETINENSIA,,3,3,B_MANUAL,,,,,,,,NO
504,2143,2025,"Salmeron, Jose Pinera; Valle, Raquel San",Beyond borders: Unraveling the tapestry of export performance through business m,TECHNOVATION,,,3,B_MANUAL,,,,,,,,0
505,2156,2025,"Zhu, Qin; Li, Xin",The impact of enhanced intelligent manufacturing capabilities on a firm's export,FINANCE RESEARCH LETTERS,,,3,B_MANUAL,,,,,,,,0
506,2181,2025,"Wang, Jingbin; Liu, Xuyao; Zhu, Xuechang",The Impact of Lean Inventory Management on Export Intensity,INZINERINE EKONOMIKA-ENGINEERING ECONOMI,,,3,B_MANUAL,,,,,,,,0
507,367,2024,"Wang, Junlin; Kim, Minho; Zhang, Chenyu",The Synergy Effect of Internationalization and R&D Intensity on Firm Performance,JOURNAL OF KOREA TRADE,,1,3,B_MANUAL,,,,,,,,NO
508,364,2024,"Filho, Antonio rodrigues albuquerque; Ga",THE INFLUENCE OF INTERNATIONALIZATION ON THE FINANCIAL PERFORMANCE OF BRAZILIAN ,REVISTA GESTAO ORGANIZACIONAL,,2,3,B_MANUAL,,,,,,,,NO
509,365,2024,"Civelek, Mehmet; Kljucnikov, Aleksandr; ",Global Competitive Strategies: Assessing the Role of Marketing Tools in SME Inte,JOURNAL OF COMPETITIVENESS,,0,3,B_MANUAL,,,,,,,,NO
510,498,2024,"Wu, Chen-Hui; Nguyen, Thi-Kim-Tuyen",ESG and firm performance: The effects of foreigners on board and export orientat,BUSINESS STRATEGY AND DEVELOPMENT,,,3,B_MANUAL,,,,,,,,NO
511,2021,2024,"Kind, Axel; Volonte, Christophe",Locally-rooted directors,REVIEW OF QUANTITATIVE FINANCE AND ACCOU,,,3,B_MANUAL,,,,,,,,0
512,2035,2024,"dos Santos, Leonardo Nery; Sheng, Hsia H",Assets of foreignness in a regulated industry,RAUSP MANAGEMENT JOURNAL,,0,3,B_MANUAL,,,,,,,,
513,2045,2024,"Fu, Yanyu","Enterprises' internationalization, R&D investment and enterprise performance",FINANCE RESEARCH LETTERS,,,3,B_MANUAL,,,,,,,,0
514,2073,2024,"Li, Xiaoyuan",Learning by exporting: the moderating role of employee human capital,INTERNATIONAL MARKETING REVIEW,,,3,B_MANUAL,,,,,,,,0
515,2082,2024,"Marmor, Marcus; Lukason, Oliver",Financial performance persistence in serial entrepreneurship,COGENT BUSINESS & MANAGEMENT,,,3,B_MANUAL,,,,,,,,0
516,2198,2024,"Ramirez, Andres; Altay, Nezih",Earthquakes and market capitalisation: a historical perspective using panel data,GLOBAL BUSINESS AND ECONOMICS REVIEW,,0,3,B_MANUAL,,,,,,,,
517,2298,2024,Wisudanto ,How Does Internationalization Affect The Performance Of Indonesian Family Firms ,Thailand and the World Economy,,3,3,B_MANUAL,,,,,,,,0
518,499,2023,"Kang, Che-Yung; Kim, Min-Ho",Born Global Strategies and the Corporate Performance of Korean Firms,JOURNAL OF KOREA TRADE,,1,3,B_MANUAL,,,,,,,,NO
519,370,2023,"Likitwongkajon, Napaporn; Vithessonthi, ",Internationalization and firm performance,GLOBAL FINANCE JOURNAL,,0,3,B_MANUAL,,,,,,,,NO
520,1903,2023,"He, Mengning; Estebanez, Raquel Perez",Exploring the Relationship between R&D Investment and Business Performance-An Em,SUSTAINABILITY,,2,3,B_MANUAL,,,,,,,,
521,2007,2023,"Civelek, Mehmet; Folvarcna, Andrea; Brez",Entrepreneurial Attitudes in Firms' Credit Access,CONTEMPORARY ECONOMICS,,,3,B_MANUAL,,,,,,,,
522,2027,2023,"Civelek, Mehmet; Hruska, Roman; Svetlik,",Strategic Marketing Communication for Sustainable Growth: Examining the Influenc,ACTA MONTANISTICA SLOVACA,,,3,B_MANUAL,,,,,,,,0
523,372,2022,"Ali, Salman; Mathur, Ajeet N.; Jaiswal, ",Antecedents to firm performance during re-internationalization,AUSTRALIAN JOURNAL OF MANAGEMENT,,1,3,B_MANUAL,,,,,,,,NO
524,1564,2022,"Belderbos, Rene; Lokshin, Boris; Boone, ",Top management team international diversity and the performance of international,GLOBAL STRATEGY JOURNAL,,,3,B_MANUAL,,,,,,,,0
525,1756,2022,"Anon Higon, Dolores; Bonvin, Daniel",Information and communication technologies and firms' export performance,INDUSTRIAL AND CORPORATE CHANGE,,,3,B_MANUAL,,,,,,,,0
526,1789,2022,"Defever, Fabrice; Riano, Alejandro",The Twin Peaks of the Export Intensity Distribution,JOURNAL OF THE EUROPEAN ECONOMIC ASSOCIA,,0,3,B_MANUAL,,,,,,,,0
527,1805,2022,"Xiao, Peng; Zhang, Haiyan; Sun, Xiaoxia;",International ambidexterity and innovation performance: The moderating role of t,JOURNAL OF INNOVATION & KNOWLEDGE,,,3,B_MANUAL,,,,,,,,0
528,1829,2022,"Alegre, Joaquin; Luis Ferreras-Mendez, J",Innovation capabilities and export performance in manufacturing SMEs,TEC EMPRESARIAL,,,3,B_MANUAL,,,,,,,,0
529,1850,2022,"Li, Xinran; Chen, SzeTing",Modeling analysis of the correlation between duality innovation and multinationa,FRONTIERS IN PSYCHOLOGY,,1,3,B_MANUAL,,,,,,,,0
530,2325,2022,Bašić M.,"Panel vecm approach to examining differences in labour, capital and total factor",Academia Economic Papers,,,3,B_MANUAL,,,,,,,,0
531,381,2021,"Zainudin, Rozaimah; Mahdzan, Nurul Shahn",Internationalisation and financial performance: in the case of global automotive,REVIEW OF INTERNATIONAL BUSINESS AND STR,,0,3,B_MANUAL,,,,,,,,NO
532,382,2021,"Leung, T. Y.; Sharma, Piyush",Differences in the impact of R&D intensity and R&D internationalization on firm ,JOURNAL OF BUSINESS RESEARCH,,0,3,B_MANUAL,,,,,,,,NO
533,1568,2021,"Sala-Rios, Merce; Farre-Perdiguer, Mario",Export behaviour and innovation: a challenge to be met by cooperatives,ECONOMICS BULLETIN,,,3,B_MANUAL,,,,,,,,0
534,1609,2021,"Beamish, Paul W.; Chakravarty, Dwarka",Using the Resource-Based View in Multinational Enterprise Research,JOURNAL OF MANAGEMENT,,0,3,B_MANUAL,,,,,,,,0
535,1669,2021,"Kazemi, Ali; Rousta, Alireza; Na'ami, Ab",Analyzing the Impact of Export Orientations on Export Performance Through Innova,IRANIAN JOURNAL OF MANAGEMENT STUDIES,,,3,B_MANUAL,,,,,,,,0
536,1672,2021,"Kim, Incheol; Pantzalis, Christos; Zhang",Multinationality and the value of green innovation,JOURNAL OF CORPORATE FINANCE,,,3,B_MANUAL,,,,,,,,0
537,1678,2021,"Sommer, Daniel; Ebersberger, Bernd",International R&D teams: Performance effects and the moderating role of technolo,ECONOMICS BULLETIN,,0,3,B_MANUAL,,,,,,,,
538,2357,2021,Hussaini N.,Linkage between enterpreneurial orientation and export performance of South Asia,International Journal of Entrepreneurshi,,,3,B_MANUAL,,,,,,,,0
539,390,2020,"Leon Garcia, Omar Alexander; Baez Lander",Analysis of the Relationship Between IT and Industry 4.0 Technologies with Inter,INGENIERIA E INVESTIGACION,,0,3,B_MANUAL,,,,,,,,NO
540,1455,2020,"Lopez Rodriguez, Jose; Serrano Orellana,",Human capital and export performance in the Spanish manufacturing firms,BALTIC JOURNAL OF MANAGEMENT,,1,3,B_MANUAL,,,,,,,,0
541,1466,2020,"Debicki, Bart J.; Miao, Chao; Qian, Shan",Internationalization and family firm performance A cross-cultural meta-analysis ,CROSS CULTURAL & STRATEGIC MANAGEMENT,,,3,B_MANUAL,,,,,,,,0
542,1470,2020,"Valiyattoor, Vipin; Bhandari, Anup Kumar",Conventional procedure <i>vis-a-vis</i> bootstrap-based corrections of efficienc,INDIAN GROWTH AND DEVELOPMENT REVIEW,,3,3,B_MANUAL,,,,,,,,0
543,1472,2020,"Arsic, Milos; Jovanovic, Zoran; Tomic, R",Impact of Logistics Capacity on Economic Sustainability of SMEs,SUSTAINABILITY,,2,3,B_MANUAL,,,,,,,,
544,1480,2020,"Dar, Ishaq Ahmad; Mishra, Mridula",Dimensional Impact of Social Capital on Financial Performance of SMEs,JOURNAL OF ENTREPRENEURSHIP,,0,3,B_MANUAL,,,,,,,,
545,1481,2020,"Ledesma-Chaves, Pablo; Arenas-Gaitan, Jo",International expansion: mediation of dynamic capabilities,MARKETING INTELLIGENCE & PLANNING,,1,3,B_MANUAL,,,,,,,,0
546,1491,2020,"Mahmoud, Mahmoud Abdulai; Adams, Matilda",Social media resources and export performance: the role of trust and commitment,INTERNATIONAL MARKETING REVIEW,,,3,B_MANUAL,,,,,,,,0
547,1494,2020,"D'Angelo, Alfredo; Ganotakis, Panagiotis","Learning by exporting under fast, short-term changes: The moderating role of abs",INTERNATIONAL BUSINESS REVIEW,,,3,B_MANUAL,,,,,,,,0
548,1496,2020,"Faria, Samuel; Rebelo, Joao; Gouveia, So",FIRMS' EXPORT PERFORMANCE: A FRACTIONAL ECONOMETRIC APPROACH,JOURNAL OF BUSINESS ECONOMICS AND MANAGE,,,3,B_MANUAL,,,,,,,,0
549,1547,2020,"Melia-Marti, Elena; Tormo-Carbo, Guiller",Does Gender Diversity Affect Performance in Agri-Food Cooperatives? A Moderated ,SUSTAINABILITY,,1,3,B_MANUAL,,,,,,,,0
550,1561,2020,"Azari, Mohammad Javadinia; Aspelund, Ari",Knowledge integration in international SMEs - The effects on firm innovation and,COGENT BUSINESS & MANAGEMENT,,,3,B_MANUAL,,,,,,,,0
551,1578,2020,"Wei, Ziyi; Nguyen, Quyen T. K.",Chinese Service Multinationals: The Degree of Internationalization and Performan,MANAGEMENT INTERNATIONAL REVIEW,,2,3,B_MANUAL,,,,,,,,0
552,1580,2020,"Pacheco, L.; Lobo, C.; Maldonado, I",THE IMPACT OF GENDER ON FINANCIAL PERFORMANCE: EVIDENCE FROM A SAMPLE OF PORTUGU,POLISH JOURNAL OF MANAGEMENT STUDIES,,2,3,B_MANUAL,,,,,,,,
553,1583,2020,"Ismail, Mazida; Mohamad, Norhidayah; Aha",Top management capabilities and performance of halal product,INNOVATION & MANAGEMENT REVIEW,,2,3,B_MANUAL,,,,,,,,0
554,396,2019,"Sun, Wenbin; Price, Joseph; Ding, Yuan",The longitudinal effects of internationalization on firm performance: The modera,JOURNAL OF BUSINESS RESEARCH,,0,3,B_MANUAL,,,,,,,,NO
555,506,2019,"Ben Slimane, Mehdi; Baghdadi, Leila",How internationalization affects firms' growth in the MENA region? A quantile re,ECONOMICS BULLETIN,,,3,B_MANUAL,,,,,,,,NO
556,1373,2019,"Kashefi, M.; Mohammadi, H.; Abolhasani, ",Effect of Marketing Strategies on Export Performance of Agricultural Products: T,JOURNAL OF AGRICULTURAL SCIENCE AND TECH,,2,3,B_MANUAL,,,,,,,,0
557,1390,2019,"Kohr, Christopher Karl; Corsi, Armando M",Family culture and organisational systems as antecedents of market orientation a,INTERNATIONAL JOURNAL OF WINE BUSINESS R,,1,3,B_MANUAL,,,,,,,,
558,2372,2019,Pacheco L.,Internationalization effects on financial performance: The case of portuguese in,Journal of Small Business Strategy,,,3,B_MANUAL,,,,,,,,0
559,2380,2019,Pacheco L.,Internationalization effects on performance: The case of the portuguese textile ,Journal of Textile and Apparel Technolog,,,3,B_MANUAL,,,,,,,,0
560,509,2018,"Habib, Ashfaq; Huang, Xiaoxia","Manufacturing exports, profitability and working capital",HUMAN SYSTEMS MANAGEMENT,,,3,B_MANUAL,,,,,,,,NO
561,1202,2018,"Booltink, Lucas W. A.; Saka-Helmhout, Ay",The effects of R&D intensity and internationalization on the performance of non-,INTERNATIONAL SMALL BUSINESS JOURNAL-RES,,,3,B_MANUAL,,,,,,,,0
562,1216,2018,"Valero Cordoba, Gladys Mireya; Rodenes, ",Effects of the use of competitiveness as a strategy on exporting companies: Stat,EQUIDAD & DESARROLLO,,,3,B_MANUAL,,,,,,,,0
563,1229,2018,"Cieslik, Andrzej; Michalek, Jan Jakub","Process and product innovations, multi-product status and export performance: fi",EQUILIBRIUM-QUARTERLY JOURNAL OF ECONOMI,,,3,B_MANUAL,,,,,,,,0
564,1232,2018,"Schwens, Christian; Zapkau, Florian B.; ",International Entrepreneurship: A Meta-Analysis on the Internationalization and ,ENTREPRENEURSHIP THEORY AND PRACTICE,,,3,B_MANUAL,,,,,,,,0
565,1250,2018,"Rua, Orlando Lima",From intangible resources to export performance: Exploring the mediating effect ,REVIEW OF INTERNATIONAL BUSINESS AND STR,,,3,B_MANUAL,,,,,,,,0
566,1252,2018,"Calabrese, Giuseppe Giulio; Manello, Ale",Firm internationalization and performance: Evidence for designing policies,JOURNAL OF POLICY MODELING,,,3,B_MANUAL,,,,,,,,0
567,1256,2018,"Abdi, Majid; Aulakh, Preet S.","Internationalization and performance: Degree, duration, and scale of operations",JOURNAL OF INTERNATIONAL BUSINESS STUDIE,,,3,B_MANUAL,,,,,,,,0
568,408,2017,"Costa, Stefano; Pappalardo, Carmine; Vic",Internationalization choices and Italian firm performance during the crisis,SMALL BUSINESS ECONOMICS,,1,3,B_MANUAL,,,,,,,,NO
569,144,2017,"Grant, Kevin; Matousek, Roman; Meyer, Ma",A research note on multinationality and firm performance Nonparametric frontier ,INTERNATIONAL JOURNAL OF OPERATIONS & PR,,0,3,B_MANUAL,,,,,,,,NO
570,409,2017,"Dikova, Dessislava; van Witteloostuijn, ","Capability, environment and internationalization fit, and financial and marketin",CROSS CULTURAL & STRATEGIC MANAGEMENT,,0,3,B_MANUAL,,,,,,,,NO
571,1137,2017,"Baker, H. Kent; Kumar, Satish; Colombage",Working capital management practices in India: survey evidence,MANAGERIAL FINANCE,,3,3,B_MANUAL,,,,,,,,
572,1302,2017,"Macchion, Laura; Moretto, Antonella Mari",International e-commerce for fashion products: what is the relationship with per,INTERNATIONAL JOURNAL OF RETAIL & DISTRI,,,3,B_MANUAL,,,,,,,,0
573,1304,2017,"Liu, Guangqiang; Pang, Lirang; Kong, Don",Effects of human capital on the relationship between export and firm innovation,CHINESE MANAGEMENT STUDIES,,2,3,B_MANUAL,,,,,,,,0
574,1309,2017,"Bianchi, Constanza; Glavas, Charmaine; M",SME international performance in Latin America The role of entrepreneurial and t,JOURNAL OF SMALL BUSINESS AND ENTERPRISE,,,3,B_MANUAL,,,,,,,,0
575,1310,2017,"Ganvir, Manish B.; Dwivedi, Neeraj",Internationalization and performance of Indian born globals Moderating role of p,INTERNATIONAL JOURNAL OF EMERGING MARKET,,3,3,B_MANUAL,,,,,,,,0
576,511,2016,"Rugman, Alan M.; Nguyen, Quyen T. K.; We",Rethinking the Literature on the Performance of Chinese Multinational Enterprise,MANAGEMENT AND ORGANIZATION REVIEW,,2,3,B_MANUAL,,,,,,,,NO
577,510,2016,"Altomonte, Carlo; Gamba, Simona; Mancusi","R&D investments, financing constraints, exporting and productivity",ECONOMICS OF INNOVATION AND NEW TECHNOLO,,,3,B_MANUAL,,,,,,,,NO
578,1092,2016,"Reis, Joana; Forte, Rosa",The impact of industry characteristics on firms' export intensity,INTERNATIONAL AREA STUDIES REVIEW,,,3,B_MANUAL,,,,,,,,0
579,1099,2016,"Dominguez, Beatriz; Garrido, Elisabet; O",Multimarket contact and performance: Evidence from emerging economies,BRQ-BUSINESS RESEARCH QUARTERLY,,0,3,B_MANUAL,,,,,,,,0
580,1102,2016,"Berry, Heather; Kaul, Aseem",REPLICATING THE MULTINATIONALITY-PERFORMANCE RELATIONSHIP: IS THERE AN S-CURVE?,STRATEGIC MANAGEMENT JOURNAL,,,3,B_MANUAL,,,,,,,,0
581,1128,2016,"Ferraris, Alberto; Bresciani, Stefano",International diversification and firm performance: a four-stage model,EUROMED JOURNAL OF BUSINESS,,,3,B_MANUAL,,,,,,,,0
582,1166,2016,"Chen, Yasheng; Jermias, Johnny",Linking Key Performance Indicators to New International Venture Survival,JOURNAL OF INTERNATIONAL ACCOUNTING RESE,,2,3,B_MANUAL,,,,,,,,0
583,426,2015,"Urban, Boris; Sefalafala, Mpho R.",THE INFLUENCE OF ENTREPRENEURIAL INTENSITY AND CAPABILITIES ON INTERNATIONALISAT,SOUTH AFRICAN JOURNAL OF ECONOMIC AND MA,,2,3,B_MANUAL,,,,,,,,NO
584,428,2015,"Chen, Yan; Zhai, Rui-Rui; Wang, Chengqi;","Home institutions, internationalization and firm performance Evidence from liste",MANAGEMENT DECISION,,2,3,B_MANUAL,,,,,,,,NO
585,980,2015,"Fernandez Olmos, Marta; Diez-Vial, Isabe",Internationalization pathways and the performance of SMEs,EUROPEAN JOURNAL OF MARKETING,,,3,B_MANUAL,,,,,,,,0
586,990,2015,"Huo, Da; Hung, Ken",INTERNATIONALIZATION STRATEGY AND FIRM PERFORMANCE: ESTIMATION OF CORPORATE STRA,ROMANIAN JOURNAL OF ECONOMIC FORECASTING,,2,3,B_MANUAL,,,,,,,,0
587,1002,2015,"Cieslik, Jerzy; Kaciak, Eugene; Thongpap",Effect of export experience and market scope strategy on export performance: Evi,INTERNATIONAL BUSINESS REVIEW,,2,3,B_MANUAL,,,,,,,,0
588,1014,2015,"Cristadoro, Riccardo; D'Aurizio, Leandro",A PROFILE OF THE ITALIAN MULTINATIONAL FIRMS,POLITICA ECONOMICA,,1,3,B_MANUAL,,,,,,,,0
589,1060,2015,"Gervais, Antoine",Product quality and firm heterogeneity in international trade,CANADIAN JOURNAL OF ECONOMICS-REVUE CANA,,1,3,B_MANUAL,,,,,,,,0
590,512,2014,"Hutzschenreuter, Thomas; Kleindienst, In",Added Psychic Distance Stimuli and MNE Performance Performance Effects of Added ,JOURNAL OF INTERNATIONAL MANAGEMENT,,,3,B_MANUAL,,,,,,,,NO
591,869,2014,"Onodi, Annamaria Kazai",Export Performance Clusters of the Hungarian Enterprises: What Factors are Behin,ENTREPRENEURIAL BUSINESS AND ECONOMICS R,,2,3,B_MANUAL,,,,,,,,0
592,874,2014,"Cieslik, Andrzej; Michalek, Jan; Michale",The Influence of Firm Characteristics and Export Performance in Central and East,ENTREPRENEURIAL BUSINESS AND ECONOMICS R,,,3,B_MANUAL,,,,,,,,0
593,892,2014,"Fonfria, Antonio; Duch-Brown, Nestor",Explaining Export Performance in the Spanish Defense Industry,DEFENCE AND PEACE ECONOMICS,,1,3,B_MANUAL,,,,,,,,0
594,900,2014,"de Jong, Gjalt; van Houten, Jerry",The impact of MNE cultural diversity on the internationalization-performance rel,INTERNATIONAL BUSINESS REVIEW,,,3,B_MANUAL,,,,,,,,0
595,905,2014,"Lee, Seoki; Upneja, Arun; Ozdemir, Ozgur",A synergy effect of internationalization and firm size on performance US hotel i,INTERNATIONAL JOURNAL OF CONTEMPORARY HO,,1,3,B_MANUAL,,,,,,,,0
596,2428,2014,Sdiri H.,Internationalization and innovation profitability: The case of Tunisian service ,Problems and Perspectives in Management,,2,3,B_MANUAL,,,,,,,,0
597,437,2013,"Yang, Yong; Martins, Pedro S.; Driffield",Multinational Performance and the Geography of FDI,MANAGEMENT INTERNATIONAL REVIEW,,,3,B_MANUAL,,,,,,,,NO
598,805,2013,"Polat, Inci; Mutlu, Hanifi Murat",DEGREE OF INTERNATIONALIZATION IN LOGISTICS SECTOR AND STRATEGIC ORIENTATIONS,LOGFORUM,,,3,B_MANUAL,,,,,,,,0
599,806,2013,"Musca, Maria; Schiliro, Daniele",AN INVESTIGATION INTO MEDIUM-SIZED MULTINATIONAL ENTERPRISES,ATTI ACCADEMIA PELORITANA DEI PERICOLANT,,1,3,B_MANUAL,,,,,,,,0
600,810,2013,"Lee, In Hyeock (Ian)",The M Curve and the multinationality-performance relationship of Korean INVs,MULTINATIONAL BUSINESS REVIEW,,1,3,B_MANUAL,,,,,,,,0
601,813,2013,"Sinkovics, Noemi; Sinkovics, Rudolf R.; ",The internet as an alternative path to internationalization?,INTERNATIONAL MARKETING REVIEW,,,3,B_MANUAL,,,,,,,,0
602,831,2013,"Lee, Seong-Bong; Kotabe, Masaaki; Yoon, ",Export Strategies and Performance of Small and Medium-sized Enterprises: Evidenc,JOURNAL OF KOREA TRADE,,1,3,B_MANUAL,,,,,,,,0
603,835,2013,"Tsao, Shou-Min; Lien, Wei-Hao",Family Management and Internationalization: The Impact on Firm Performance and I,MANAGEMENT INTERNATIONAL REVIEW,,,3,B_MANUAL,,,,,,,,0
604,2448,2013,Chung K.C.,"Foreign direct investment, firm-specific resources, and financial performance in",Actual Problems of Economics,,1,3,B_MANUAL,,,,,,,,0
605,514,2012,"Jimenez, Alfredo; Bautista Delgado-Garci",Proactive management of political risk and corporate performance: The case of Sp,INTERNATIONAL BUSINESS REVIEW,,1,3,B_MANUAL,,,,,,,,NO
606,535,2012,"Borda-Reyes, Armando",The impact of business group diversification on emerging market multinationals: ,INNOVAR-REVISTA DE CIENCIAS ADMINISTRATI,,3,3,B_MANUAL,,,,,,,,NO
607,440,2012,"Assaf, A. George; Josiassen, Alexander; ",Internationalization and Performance of Retail Firms: A Bayesian Dynamic Model,JOURNAL OF RETAILING,,,3,B_MANUAL,,,,,,,,NO
608,441,2012,"Fisch, Jan Hendrik",INFORMATION COSTS AND INTERNATIONALIZATION PERFORMANCE,GLOBAL STRATEGY JOURNAL,,,3,B_MANUAL,,,,,,,,NO
609,442,2012,"Merino, Fernando",Firms' internationalization and productivity growth,RESEARCH IN ECONOMICS,,,3,B_MANUAL,,,,,,,,NO
610,443,2012,"Buckley, Peter J.; Kafouros, Mario I.; S",The Role of Internationalization in Explaining Innovation Performance,INNOVATIONS IN INTERNATIONAL BUSINESS,,,3,B_MANUAL,,,,,,,,NO
611,444,2012,"Engel, D.; Procher, V.","Export, FDI and firm productivity",APPLIED ECONOMICS,,,3,B_MANUAL,,,,,,,,NO
612,445,2012,"Durmusoglu, Serdar S.; Apfelthaler, Gerh",The effect of government-designed export promotion service use on small and medi,INDUSTRIAL MARKETING MANAGEMENT,,,3,B_MANUAL,,,,,,,,NO
