seq,priority,doi_available,source,year,authors,title,journal,doi,access_link,icrv,cdai,dpl,doi_type,fp_type,country,n,r,coding_warning,notes,extracted
844,High,Y,original,2019,"Cos, Pilar; Colonn, Antonio; Cabases, Angels",Geographic export diversification: Determinants and their link with export performance,THUNDERBIRD INTERNATIONAL BUSINESS REVIEW,10.1002/tie.21991,https://doi.org/10.1002/tie.21991,,,3,EXP,EXP,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; cdai not inferable; sample size missing; effect size missing,L2:unsure-resolved-Y; doi_type_auto:EXP; fp_type_auto:EXP,
845,High,Y,original,2019,"Chittoor, Raveendra; Aulakh, Preet S.; Ray, Sougata",Microfoundations of firm internationalization: The owner CEO effect,GLOBAL STRATEGY JOURNAL,10.1002/gsj.1193,https://doi.org/10.1002/gsj.1193,,,3,,,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; cdai not inferable; sample size missing; effect size missing,L2:unsure-resolved-Y,
847,High,Y,original,2019,"Genc, Ebru; Dayan, Mumin; Genc, Omer Faruk",The impact of SME internationalization on innovation: The mediating role of market and entrepreneurial orientation,INDUSTRIAL MARKETING MANAGEMENT,10.1016/j.indmarman.2019.01.008,https://doi.org/10.1016/j.indmarman.2019.01.008,,,3,,,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; cdai not inferable; sample size missing; effect size missing,L2:unsure-resolved-Y,
848,High,Y,original,2019,Quy Thi Vo,Export Performance and Stock Return: A Case of Fishery Firms Listing in Vietnam Stock Markets,JOURNAL OF ASIAN FINANCE ECONOMICS AND BUSINESS,10.13106/jafeb.2019.vol6.no4.37,https://doi.org/10.13106/jafeb.2019.vol6.no4.37,2,L,3,EXP,MKT,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:unsure-resolved-Y; icrv_auto:inferred:title:Vietnam; doi_type_auto:EXP; fp_type_auto:MKT; cdai_auto:L,
849,High,Y,original,2019,"Pedro Carreon-Gutierrez, Jose; Manuel Saiz-Alvarez, Jose","Product Newness, Low Competition, Recent Technology, and Export Orientation as Predictors for Entrepreneurial Growth Aspirations",SUSTAINABILITY,10.3390/su11205818,https://doi.org/10.3390/su11205818,,,3,EXP,,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; cdai not inferable; sample size missing; effect size missing,L2:unsure-resolved-Y; doi_type_auto:EXP,
850,High,Y,original,2019,"Yoo, Sung-Joon; Kim, Hag-Min; Lee, Yea-Rim",The Effects of International Entrepreneurial Orientation and Entrepreneurial Activities on SMEs' Export Performance,JOURNAL OF KOREA TRADE,10.35611/jkt.2019.23.7.156,https://doi.org/10.35611/jkt.2019.23.7.156,1,H,3,EXP,EXP,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:unsure-resolved-Y; icrv_auto:inferred:title:Korea; doi_type_auto:EXP; fp_type_auto:EXP; cdai_auto:H,
457,High,Y,original,2018,"Mullen, Cormac; Luff, Martha O'Hagan",Alphabet soup: the relationship between multinationality and firm performance,TRANSNATIONAL CORPORATIONS REVIEW,10.1080/19186444.2018.1556519,https://doi.org/10.1080/19186444.2018.1556519,,,3,COMP,firm_performance,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed; doi_type_auto:Multinationality / DOI,
851,High,Y,original,2018,"Eppinger, Peter S.; Meythaler, Nicole; Sindlinger, Marc-Manuel; Smolka, Marcel",The great trade collapse and the Spanish export miracle: Firm-level evidence from the crisis,WORLD ECONOMY,10.1111/twec.12530,https://doi.org/10.1111/twec.12530,1,,3,,,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,cdai not inferable; sample size missing; effect size missing,L2:unsure-resolved-Y; icrv_auto:inferred:title:Spain,
855,High,Y,original,2018,"Rajnoha, Rastislav; Merkova, Martina; Dobrovic, Jan; Rozsa, Zoltan",BUSINESS PERFORMANCE MANAGEMENT AND FDI: KEY DIFFERENCES BETWEEN FOREIGN AND DOMESTIC-OWNED FIRMS - A CASE OF SLOVAKIA,JOURNAL OF BUSINESS ECONOMICS AND MANAGEMENT,10.3846/jbem.2018.1538,https://doi.org/10.3846/jbem.2018.1538,,,3,FDI,,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; cdai not inferable; sample size missing; effect size missing,L2:unsure-resolved-Y; doi_type_auto:FDI,
856,High,Y,original,2018,"Luo, Xueming; Zheng, Qinqin",How firm internationalization is recognized by outsiders: The response of financial analysts,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2018.04.030,https://doi.org/10.1016/j.jbusres.2018.04.030,,,3,,,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; cdai not inferable; sample size missing; effect size missing,L2:unsure-resolved-Y,
857,High,Y,original,2018,"Rua, Orlando; Franca, Alexandra; Fernandez Ortiz, Ruben",Key drivers of SMEs export performance: the mediating effect of competitive advantage,JOURNAL OF KNOWLEDGE MANAGEMENT,10.1108/jkm-07-2017-0267,https://doi.org/10.1108/jkm-07-2017-0267,,,3,EXP,EXP,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; cdai not inferable; sample size missing; effect size missing,L2:unsure-resolved-Y; doi_type_auto:EXP; fp_type_auto:EXP,
859,High,Y,original,2018,"Ermolaeva, Liubov; Freixanet, Joan; Panibratov, Andrei",The role of absorptive capacity in the relationship between firm internationalization and innovation: evidence from Russia,JOURNAL OF EAST EUROPEAN MANAGEMENT STUDIES,10.5771/0949-6181-2018-4-621,https://doi.org/10.5771/0949-6181-2018-4-621,1,M,3,,,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:unsure-resolved-Y; icrv_auto:inferred:title:Europe; cdai_auto:M,
479,High,Y,original,2017,"Shin, Joonho; Mendoza, Xavier; Hawkins, Matthew A.; Choi, Changbum",The relationship between multinationality and performance: Knowledge-intensive vs. capital-intensive service micro-multinational enterprises,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2017.02.005,https://doi.org/10.1016/j.ibusrev.2017.02.005,,,3,COMP,TBD,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed; doi_type_auto:Multinationality / DOI,
497,High,Y,original,2017,"Ral-Trebacz, Arkadiusz",Performance effects of multinationality: evidence from European companies,EUROPEAN JOURNAL OF INTERNATIONAL MANAGEMENT,10.1504/ejim.2016.079528,https://doi.org/10.1504/ejim.2016.079528,1,M,3,COMP,TBD,Europe,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed; icrv_auto:country:europe; doi_type_auto:Multinationality / DOI,
860,High,Y,original,2017,"Qiu, Bin; Yan, Zhijun","Market Efficiency, Heterogeneous Trade Costs and Export-Only Firms",PACIFIC ECONOMIC REVIEW,10.1111/1468-0106.12206,https://doi.org/10.1111/1468-0106.12206,,,3,,,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; cdai not inferable; sample size missing; effect size missing,L2:unsure-resolved-Y,
861,High,Y,original,2017,"Bronzini, Raffaello; D'Ignazio, Alessio",Bank Internationalization and Firm Exports: Evidence from Matched Firm-Bank Data,REVIEW OF INTERNATIONAL ECONOMICS,10.2139/ssrn.2777973,https://doi.org/10.2139/ssrn.2777973,,,3,,,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; cdai not inferable; sample size missing; effect size missing,L2:unsure-resolved-Y,
862,High,Y,original,2017,"Burlina, Chiara",Local Externalities and Firm Internationalisation,TIJDSCHRIFT VOOR ECONOMISCHE EN SOCIALE GEOGRAFIE,10.1111/tesg.12224,https://doi.org/10.1111/tesg.12224,,,3,,,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; cdai not inferable; sample size missing; effect size missing,L2:unsure-resolved-Y,
864,High,Y,original,2017,"Kiendrebeogo, Youssouf; Minea, Alexandru",Financial Factors and Manufacturing Exports: Firm-Level Evidence From Egypt,JOURNAL OF DEVELOPMENT STUDIES,10.1596/28933,https://doi.org/10.1596/28933,,L,3,,,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:unsure-resolved-Y; cdai_auto:L,
865,High,Y,original,2017,"Abdolvand, Mohammad Ali; Keisami, Mina Khalili",Examining drivers of e-commerce marketing capabilities and their impact on export venture e-commerce performance and export market growth: mediating role of efficiencies,HELIX,10.29042/2017-2141-2149,https://doi.org/10.29042/2017-2141-2149,,,3,,,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; cdai not inferable; sample size missing; effect size missing,L2:unsure-resolved-Y,
866,High,Y,original,2017,"Nyamulinda, Bideri Ishuheri; Gaju, Alice Karema",Export Performance of SMEs in the Rwandan Mining Sector: Challenges and Prospects,"MANAGEMENT CHALLENGES IN DIFFERENT TYPES OF AFRICAN FIRMS: PROCESSES, PRACTICES AND PERFORMANCE",10.1007/978-981-10-4536-3_12,https://doi.org/10.1007/978-981-10-4536-3_12,2,,3,EXP,EXP,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,cdai not inferable; sample size missing; effect size missing,L2:unsure-resolved-Y; icrv_auto:inferred:title:Africa; doi_type_auto:EXP; fp_type_auto:EXP,
510,High,Y,original,2016,"Bhaumik, Sumon Kumar; Driffield, Nigel; Zhou, Ying","Country specific advantage, firm specific advantage and multinationality - Sources of competitive advantage in emerging markets: Evidence from the electronics industry in China",INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2014.12.006,https://doi.org/10.1016/j.ibusrev.2014.12.006,2,,3,COMP,TBD,China; Emerging economies,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed; doi_type_auto:Multinationality / DOI,
521,High,Y,original,2016,"Kirca, Ahmet H.; Fernandez, Whitney Dougla; Kundu, Sumit K.",An empirical analysis and extension of internalization theory in emerging markets: The role of firm-specific assets and asset dispersion in the multinationality-performance relationship,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2016.03.003,https://doi.org/10.1016/j.jwb.2016.03.003,2,,3,COMP,TBD,Emerging economies,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed; doi_type_auto:Multinationality / DOI,
527,High,Y,original,2016,"Clegg, Jeremy; Lin, Hsin Mei; Voss, Hinrich; Yen, I-Fan; Shih, Yi Tien",The OFDI patterns and firm performance of Chinese firms: The moderating effects of multinationality strategy and external factors,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2016.01.010,https://doi.org/10.1016/j.ibusrev.2016.01.010,2,L,3,COMP,firm_performance,China,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed; doi_type_auto:Multinationality / DOI,
535,High,Y,original,2016,"Boehe, Dirk Michael; Jimenez, Alfredo",How does the geographic export diversification-performance relationship vary at different levels of export intensity?,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2016.03.011,https://doi.org/10.1016/j.ibusrev.2016.03.011,,,3,export_ratio,TBD,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
542,High,Y,original,2016,"Geleilate, Jose-Mauricio G.; Magnusson, Peter; Parente, Ronaldo C.; Alvarado-Vargas, Marcelo J.",Home Country Institutional Effects on the Multinationality-Performance Relationship: A Comparison Between Emerging and Developed Market Multinationals,JOURNAL OF INTERNATIONAL MANAGEMENT,10.1016/j.intman.2016.06.001,https://doi.org/10.1016/j.intman.2016.06.001,,,3,COMP,TBD,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed; doi_type_auto:Multinationality / DOI,
869,High,Y,original,2016,"Charoensukmongkol, Peerayuth",Cultural intelligence and export performance of small and medium enterprises in Thailand: Mediating roles of organizational capabilities,INTERNATIONAL SMALL BUSINESS JOURNAL-RESEARCHING ENTREPRENEURSHIP,10.1177/0266242614539364,https://doi.org/10.1177/0266242614539364,2,M,3,EXP,EXP,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:unsure-resolved-Y; icrv_auto:inferred:title:Thailand; doi_type_auto:EXP; fp_type_auto:EXP; cdai_auto:M,
870,High,Y,original,2016,"Altuzarra, A.; Bustillo, R.; Rodriguez, C.",Understanding Export Market Success: Evidence from Manufacturing Firms,OPEN ECONOMIES REVIEW,10.1007/s11079-015-9368-6,https://doi.org/10.1007/s11079-015-9368-6,,,3,,,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; cdai not inferable; sample size missing; effect size missing,L2:unsure-resolved-Y,
871,High,Y,original,2016,"Arudchelvan, Menaka; Wignaraja, Ganeshan",SME Internationalization Through Global Value Chains and Free Trade Agreements: Evidence from Malaysia,PRODUCTION NETWORKS AND ENTERPRISES IN EAST ASIA: INDUSTRY AND FIRM-LEVEL ANALYSIS,10.1007/978-4-431-55498-1_10,https://doi.org/10.1007/978-4-431-55498-1_10,2,M,3,,,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:unsure-resolved-Y; icrv_auto:inferred:title:Malaysia; cdai_auto:M,
872,High,Y,original,2016,"Geldres-Weiss, Valeska V.; Uribe-Borquez, Claudina T.; Coudounaris, Dafnis N.; Monreal-Perez, Joaquin",Innovation and experiential knowledge in firm exports: Applying the initial U-model,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2016.04.083,https://doi.org/10.1016/j.jbusres.2016.04.083,,,3,,,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; cdai not inferable; sample size missing; effect size missing,L2:unsure-resolved-Y,
