STT,seq,year,authors,title,journal,link,ICRV,DPL,r_bao_cao,loai_r,n_mau,r_doi_chieu,phi_tuyen,turning_point,ghi_chu
458,585,2005,"Oczkowski, E; Sharma, K",Determinants of efficiency in least developed countries: Further evidence from Nepalese manufacturing firms,JOURNAL OF DEVELOPMENT STUDIES,https://doi.org/10.1080/00220380500092721,6,2,,,,,,,
459,573,2004,"Carpenter, MA; Sanders, WG",The effects of top management team pay and firm internationalization on MNC performance,JOURNAL OF MANAGEMENT,https://doi.org/10.1016/j.jm.2004.02.001,?,2,,,,,,,
460,579,2004,"Westhead, P; Wright, M; Ucbasaran, D",Internationalization of private firms: environmental turbulence and organizational strategies and resources,ENTREPRENEURSHIP AND REGIONAL DEVELOPMENT,https://doi.org/10.1080/0898562042000231929,?,2,,,,,,,
461,2513,2004,Egger P.,Concentration and multinationality in European manufacturing: What's the effect on productivity?,Empirica,https://doi.org/10.1007/s10663-004-1419-y,?,2,,,,,,,
462,2514,2004,Bellak C.,How domestic and foreign firms differ and why does it matter?,Journal of Economic Surveys,https://doi.org/10.1111/j.0950-0804.2004.00228.x,?,2,,,,,,,
463,2515,2004,Bernard A.B.,"Entry, expansion, and intensity in the US export boom, 1987-1992",Review of International Economics,https://doi.org/10.1111/j.1467-9396.2004.00473.x,1,2,,,,,,,
464,2518,2004,Lee J.,"Empirical approach to the sequential relationships between firm strategy, export activity, and performance in U.S. manufacturing firms",International Business Review,https://doi.org/10.1016/j.ibusrev.2003.05.003,1,2,,,,,,,
465,497,2003,"Goerzen, A; Beamish, PW",Geographic scope and multinational enterprise performance,STRATEGIC MANAGEMENT JOURNAL,https://doi.org/10.1002/smj.357,?,2,,,,,,,
466,561,2003,"Contractor, FJ; Kundu, SK; Hsu, CC",A three-stage theory of international expansion: the link between multinationality and performance in the service sector,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,https://doi.org/10.1057/palgrave.jibs.8400003,?,2,,,,,,,
467,567,2003,"Capar, N; Kotabe, M",The relationship between international diversification and performance in service firms,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,https://doi.org/10.1057/palgrave.jibs.8400036,?,2,,,,,,,
468,2522,2003,Westhead P.,Company performance and objectives reported by first and multi-generation family companies: A research note,Journal of Small Business and Enterprise Developme,https://doi.org/10.1108/14626000310461231,?,2,,,,,,,
469,2523,2003,Hwang A.,"Exports, returns to scale, and total factor productivity: The case of Taiwanese manufacturing industries",Review of Development Economics,https://doi.org/10.1111/1467-9361.00186,1,2,,,,,,,
470,556,2002,"Kotabe, M; Srinivasan, SS; Aulakh, PS",Multinationality and firm performance: The moderating role of R&D and marketing capabilities,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,https://doi.org/10.1057/palgrave.jibs.8491006,?,2,,,,,,,
471,558,2002,"Forbes, KJ",How do large depreciations affect firm performance?,IMF STAFF PAPERS,https://doi.org/10.2307/3872477,?,2,,,,,,,
472,560,2002,"Qian, GM; Li, J","Multinationality, global market diversification and profitability among the largest US firms",JOURNAL OF BUSINESS RESEARCH,https://doi.org/10.1016/s0148-2963(00)00153-3,1,2,,,,,,,
473,2525,2002,Qian G.,"Multinationality, product diversification, and profitability of emerging US small- and medium-sized enterprises",Journal of Business Venturing,https://doi.org/10.1016/s0883-9026(01)00080-5,1,2,,,,,,,
474,2527,2002,Riahi-Belkaoui A.,"Profitability, multinationality and the investment opportunity set",Advances in International Accounting,https://doi.org/10.1016/s0897-3660(02)15016-1,?,2,,,,,,,
475,2528,2001,Mathur I.,The evidence from Canadian firms on multinational diversification and performance,Quarterly Review of Economics and Finance,https://doi.org/10.1016/s1062-9769(00)00076-4,1,2,,,,,,,
476,2529,2001,Li M.,Firm internationalization and economic performance: A conceptual synthesis and an empirical assessment of the Chinese experience,Advances in International Marketing,https://doi.org/10.1016/s1474-7979(01)11020-3,2,2,,,,,,,
477,2530,2001,AlNajjar F.K.,Empirical validation of a general model of growth opportunities,Managerial Finance,https://doi.org/10.1108/03074350110767051,1,1,,,,,,,
478,2532,2000,Zahra S.A.,"International expansion by new venture firms: International diversity, mode of market entry, technological learning, and performance",Academy of Management Journal,https://doi.org/10.2307/1556420,?,2,,,,,,,
479,2533,2000,Szekeres V.,Foreign capital and economic development in Hungary,Acta Oeconomica,https://doi.org/10.1556/aoecon.51.2000-2001.3.4,2,2,,,,,,,
480,2534,2000,Palich L.E.,The impact of internationalization on the diversification-performance relationship: A replication and extension of prior research,Journal of Business Research,https://doi.org/10.1016/s0148-2963(98)00074-5,?,2,,,,,,,
481,545,1999,"Rama, R",Innovation and profitability of global food firms. Testing for differences in the influence of the home base,ENVIRONMENT AND PLANNING A,https://doi.org/10.1068/a310735,1,1,,,,,,,
482,2537,1999,AlNajjar F.K.,"Multinationality, profitability and firm value",Managerial Finance,https://doi.org/10.1108/03074359910766325,?,1,,,,,,,
483,2539,1999,Theodore N.,"Globalising capital, localising labour? The discursive manipulation of scale in Philips' struggle for corporate profitability",Space and Polity,https://doi.org/10.1080/13562579908721791,?,1,,,,,,,
484,2541,1998,Riahi-Belkaoui A.,The effects of the degree of internationalization on firm performance,International Business Review,https://doi.org/10.1016/s0969-5931(98)00013-4,?,1,,,,,,,
485,2543,1998,Riahi-Belkaoui A.,Multinationality and profitability: The contingency of the investment opportunity set,Managerial Finance,https://doi.org/10.1108/03074359810765499,?,1,,,,,,,
486,2544,1998,Omer K.,Degree of Multinationality and Financial Performance: A Study of U.S.-Based Multinational Corporations,Review of Quantitative Finance and Accounting,https://doi.org/10.1023/a:1008288309652,1,1,,,,,,,
487,538,1996,"Tallman, S; Li, JT",Effects of international diversity and product diversity on the performance of multinational firms,ACADEMY OF MANAGEMENT JOURNAL,https://doi.org/10.2307/256635,?,1,,,,,,,
488,2553,1990,Weaver K.M.,Export Behaviour and Attitudes of Small- and Medium-sized Korean Manufacturing Firms,International Small Business Journal,https://doi.org/10.1177/026624269000800404,1,1,,,,,,,
489,2554,1990,Samiee S.,Influence of firm size on export planning and performance,Journal of Business Research,https://doi.org/10.1016/0148-2963(90)90015-6,?,1,,,,,,,
490,2559,1987,Grant R.M.,Multinationality and Performance among British Manufacturing Companies,Journal of International Business Studies,https://doi.org/10.1057/palgrave.jibs.8490413,1,1,,,,,,,
491,2562,1986,Beamish P.W.,The Export Performance of Small and Medium‐Sized Canadian Manufacturers,Canadian Journal of Administrative Sciences Revue ,https://doi.org/10.1111/j.1936-4490.1986.tb00416.x,1,1,,,,,,,
492,2563,1986,Zech C.,Sub-national foreign export development and its impact on productivity.,Growth Change,https://doi.org/10.1111/j.1468-2257.1986.tb00055.x,?,1,,,,,,,
493,2564,1984,Buckley P.,An Analysis of the Growth and Profitability of the World's Largest Firms 1972 to 1977,Kyklos,https://doi.org/10.1111/j.1467-6435.1984.tb00738.x,?,1,,,,,,,
494,2567,1978,Buckley P.,"The influence of firm size, industry, nationality, and degree of multinationality on the growth and profitability of the World's largest firms, 1962-1972",Weltwirtschaftliches Archiv,https://doi.org/10.1007/bf02696473,?,1,,,,,,,
495,2245,2026,"Zhang, Yi; Roelfsema, Hein; Findlay, Christopher; ",The Impact of Local Services Development on the Export Performance of Chinese Manufacturing Firms,OPEN ECONOMIES REVIEW,,2,3,,,,,,,
496,2259,2026,"Liu, Rui; Yin, Liping",Corporate nationalism and innovation performance- a perspective based on dual legitimacy theory,CHINESE MANAGEMENT STUDIES,,2,3,,,,,,,
497,2263,2026,"Akkus, Guzin Emel; Yalabitorkaman, Deniz",Exploring the Factors Influencing the Export Performance of Manufacturing SMEs in Turkiye,JOURNAL OF ECONOMIC POLICY RESEARCHES-IKTISAT POLI,,?,3,,,,,,,
498,2268,2026,"Kim, Minjung",Heterogeneous effects of internal and external R&D on export performance by industry technology level,APPLIED ECONOMICS,,?,3,,,,,,,
499,359,2025,"Wang, Ziyi; Fang, Xiuyuan; Li, Yuanxu",Internationalization rhythm and corporate innovation performance in an emerging market,MANAGEMENT DECISION,,2,3,,,,,,,
500,360,2025,"Rozanski, Jerzy; Lopez-Morales, Jose Satsumi; Bogo",Internationalisation and the Financial Performance of Companies,FOLIA OECONOMICA STETINENSIA,,3,3,,,,,,,
501,2143,2025,"Salmeron, Jose Pinera; Valle, Raquel Sanz; Molina-","Beyond borders: Unraveling the tapestry of export performance through business model innovation, open innovation, and organisational agility",TECHNOVATION,,?,3,,,,,,,
502,2156,2025,"Zhu, Qin; Li, Xin",The impact of enhanced intelligent manufacturing capabilities on a firm's export performance,FINANCE RESEARCH LETTERS,,?,3,,,,,,,
503,2181,2025,"Wang, Jingbin; Liu, Xuyao; Zhu, Xuechang",The Impact of Lean Inventory Management on Export Intensity,INZINERINE EKONOMIKA-ENGINEERING ECONOMICS,,?,3,,,,,,,
504,367,2024,"Wang, Junlin; Kim, Minho; Zhang, Chenyu",The Synergy Effect of Internationalization and R&D Intensity on Firm Performance in Korea: A Perspective Based on Knowledge- Based Theory,JOURNAL OF KOREA TRADE,,1,3,,,,,,,
505,364,2024,"Filho, Antonio rodrigues albuquerque; Garcia, E. D",THE INFLUENCE OF INTERNATIONALIZATION ON THE FINANCIAL PERFORMANCE OF BRAZILIAN AND EUROPEAN COMPANIES,REVISTA GESTAO ORGANIZACIONAL,,2,3,,,,,,,
506,365,2024,"Civelek, Mehmet; Kljucnikov, Aleksandr; Hruska, Ro",Global Competitive Strategies: Assessing the Role of Marketing Tools in SME Internationalization and Financial Performance,JOURNAL OF COMPETITIVENESS,,0,3,,,,,,,
507,498,2024,"Wu, Chen-Hui; Nguyen, Thi-Kim-Tuyen",ESG and firm performance: The effects of foreigners on board and export orientation,BUSINESS STRATEGY AND DEVELOPMENT,,?,3,,,,,,,
508,2021,2024,"Kind, Axel; Volonte, Christophe",Locally-rooted directors,REVIEW OF QUANTITATIVE FINANCE AND ACCOUNTING,,?,3,,,,,,,
509,2035,2024,"dos Santos, Leonardo Nery; Sheng, Hsia Hua; Bortol",Assets of foreignness in a regulated industry,RAUSP MANAGEMENT JOURNAL,,0,3,,,,,,,
510,2045,2024,"Fu, Yanyu","Enterprises' internationalization, R&D investment and enterprise performance",FINANCE RESEARCH LETTERS,,?,3,,,,,,,
511,2073,2024,"Li, Xiaoyuan",Learning by exporting: the moderating role of employee human capital,INTERNATIONAL MARKETING REVIEW,,?,3,,,,,,,
512,2082,2024,"Marmor, Marcus; Lukason, Oliver",Financial performance persistence in serial entrepreneurship,COGENT BUSINESS & MANAGEMENT,,?,3,,,,,,,
513,2198,2024,"Ramirez, Andres; Altay, Nezih",Earthquakes and market capitalisation: a historical perspective using panel data,GLOBAL BUSINESS AND ECONOMICS REVIEW,,0,3,,,,,,,
514,2298,2024,Wisudanto ,How Does Internationalization Affect The Performance Of Indonesian Family Firms With CEOs’ Demographics As Moderators?,Thailand and the World Economy,,3,3,,,,,,,
515,499,2023,"Kang, Che-Yung; Kim, Min-Ho",Born Global Strategies and the Corporate Performance of Korean Firms,JOURNAL OF KOREA TRADE,,1,3,,,,,,,
516,370,2023,"Likitwongkajon, Napaporn; Vithessonthi, Chaiporn",Internationalization and firm performance,GLOBAL FINANCE JOURNAL,,0,3,,,,,,,
517,1903,2023,"He, Mengning; Estebanez, Raquel Perez",Exploring the Relationship between R&D Investment and Business Performance-An Empirical Analysis of Chinese ICT SMEs,SUSTAINABILITY,,2,3,,,,,,,
518,2007,2023,"Civelek, Mehmet; Folvarcna, Andrea; Brezina, Ivan;",Entrepreneurial Attitudes in Firms' Credit Access,CONTEMPORARY ECONOMICS,,?,3,,,,,,,
519,2027,2023,"Civelek, Mehmet; Hruska, Roman; Svetlik, Jaroslav;",Strategic Marketing Communication for Sustainable Growth: Examining the Influence on Export Intentions and Financial Performance in Iron and Mining SMEs,ACTA MONTANISTICA SLOVACA,,?,3,,,,,,,
520,372,2022,"Ali, Salman; Mathur, Ajeet N.; Jaiswal, Anand Kuma",Antecedents to firm performance during re-internationalization,AUSTRALIAN JOURNAL OF MANAGEMENT,,1,3,,,,,,,
521,1564,2022,"Belderbos, Rene; Lokshin, Boris; Boone, Christophe",Top management team international diversity and the performance of international R&D,GLOBAL STRATEGY JOURNAL,,?,3,,,,,,,
522,1756,2022,"Anon Higon, Dolores; Bonvin, Daniel",Information and communication technologies and firms' export performance,INDUSTRIAL AND CORPORATE CHANGE,,?,3,,,,,,,
523,1789,2022,"Defever, Fabrice; Riano, Alejandro",The Twin Peaks of the Export Intensity Distribution,JOURNAL OF THE EUROPEAN ECONOMIC ASSOCIATION,,0,3,,,,,,,
524,1805,2022,"Xiao, Peng; Zhang, Haiyan; Sun, Xiaoxia; Zhang, Fe",International ambidexterity and innovation performance: The moderating role of the host country's institutional quality,JOURNAL OF INNOVATION & KNOWLEDGE,,?,3,,,,,,,
525,1829,2022,"Alegre, Joaquin; Luis Ferreras-Mendez, Jose; Ferna",Innovation capabilities and export performance in manufacturing SMEs,TEC EMPRESARIAL,,?,3,,,,,,,
526,1850,2022,"Li, Xinran; Chen, SzeTing",Modeling analysis of the correlation between duality innovation and multinational enterprise performance,FRONTIERS IN PSYCHOLOGY,,1,3,,,,,,,
527,2325,2022,Bašić M.,"Panel vecm approach to examining differences in labour, capital and total factor productivity on large companies’ export revenue and export intensity",Academia Economic Papers,,?,3,,,,,,,
528,381,2021,"Zainudin, Rozaimah; Mahdzan, Nurul Shahnaz; Mohama",Internationalisation and financial performance: in the case of global automotive firms,REVIEW OF INTERNATIONAL BUSINESS AND STRATEGY,,0,3,,,,,,,
529,382,2021,"Leung, T. Y.; Sharma, Piyush",Differences in the impact of R&D intensity and R&D internationalization on firm performance - Mediating role of innovation performance,JOURNAL OF BUSINESS RESEARCH,,0,3,,,,,,,
530,1568,2021,"Sala-Rios, Merce; Farre-Perdiguer, Mariona",Export behaviour and innovation: a challenge to be met by cooperatives,ECONOMICS BULLETIN,,?,3,,,,,,,
531,1609,2021,"Beamish, Paul W.; Chakravarty, Dwarka",Using the Resource-Based View in Multinational Enterprise Research,JOURNAL OF MANAGEMENT,,0,3,,,,,,,
532,1669,2021,"Kazemi, Ali; Rousta, Alireza; Na'ami, Abdullah",Analyzing the Impact of Export Orientations on Export Performance Through Innovation and Internationalization: The Mediation-Moderation Model,IRANIAN JOURNAL OF MANAGEMENT STUDIES,,?,3,,,,,,,
533,1672,2021,"Kim, Incheol; Pantzalis, Christos; Zhang, Zhengyi",Multinationality and the value of green innovation,JOURNAL OF CORPORATE FINANCE,,?,3,,,,,,,
534,1678,2021,"Sommer, Daniel; Ebersberger, Bernd",International R&D teams: Performance effects and the moderating role of technological competences,ECONOMICS BULLETIN,,0,3,,,,,,,
535,2357,2021,Hussaini N.,Linkage between enterpreneurial orientation and export performance of South Asian countries,International Journal of Entrepreneurship,,?,3,,,,,,,
536,390,2020,"Leon Garcia, Omar Alexander; Baez Landeros, Eliana",Analysis of the Relationship Between IT and Industry 4.0 Technologies with Internationalization and Business Performance,INGENIERIA E INVESTIGACION,,0,3,,,,,,,
537,1455,2020,"Lopez Rodriguez, Jose; Serrano Orellana, Bill",Human capital and export performance in the Spanish manufacturing firms,BALTIC JOURNAL OF MANAGEMENT,,1,3,,,,,,,
538,1466,2020,"Debicki, Bart J.; Miao, Chao; Qian, Shanshan",Internationalization and family firm performance A cross-cultural meta-analysis of the main effect and moderating factors,CROSS CULTURAL & STRATEGIC MANAGEMENT,,?,3,,,,,,,
539,1470,2020,"Valiyattoor, Vipin; Bhandari, Anup Kumar",Conventional procedure <i>vis-a-vis</i> bootstrap-based corrections of efficiency analyses,INDIAN GROWTH AND DEVELOPMENT REVIEW,,3,3,,,,,,,
540,1472,2020,"Arsic, Milos; Jovanovic, Zoran; Tomic, Radoljub; T",Impact of Logistics Capacity on Economic Sustainability of SMEs,SUSTAINABILITY,,2,3,,,,,,,
541,1480,2020,"Dar, Ishaq Ahmad; Mishra, Mridula",Dimensional Impact of Social Capital on Financial Performance of SMEs,JOURNAL OF ENTREPRENEURSHIP,,0,3,,,,,,,
542,1481,2020,"Ledesma-Chaves, Pablo; Arenas-Gaitan, Jorge; Garci",International expansion: mediation of dynamic capabilities,MARKETING INTELLIGENCE & PLANNING,,1,3,,,,,,,
543,1491,2020,"Mahmoud, Mahmoud Abdulai; Adams, Matilda; Abubakar",Social media resources and export performance: the role of trust and commitment,INTERNATIONAL MARKETING REVIEW,,?,3,,,,,,,
544,1494,2020,"D'Angelo, Alfredo; Ganotakis, Panagiotis; Love, Ja","Learning by exporting under fast, short-term changes: The moderating role of absorptive capacity and foreign collaborative agreements",INTERNATIONAL BUSINESS REVIEW,,?,3,,,,,,,
545,1496,2020,"Faria, Samuel; Rebelo, Joao; Gouveia, Sofia",FIRMS' EXPORT PERFORMANCE: A FRACTIONAL ECONOMETRIC APPROACH,JOURNAL OF BUSINESS ECONOMICS AND MANAGEMENT,,?,3,,,,,,,
546,1547,2020,"Melia-Marti, Elena; Tormo-Carbo, Guillermina; Fran",Does Gender Diversity Affect Performance in Agri-Food Cooperatives? A Moderated Model,SUSTAINABILITY,,1,3,,,,,,,
547,1561,2020,"Azari, Mohammad Javadinia; Aspelund, Arild; Eide, ",Knowledge integration in international SMEs - The effects on firm innovation and performance,COGENT BUSINESS & MANAGEMENT,,?,3,,,,,,,
548,1578,2020,"Wei, Ziyi; Nguyen, Quyen T. K.",Chinese Service Multinationals: The Degree of Internationalization and Performance,MANAGEMENT INTERNATIONAL REVIEW,,2,3,,,,,,,
549,1580,2020,"Pacheco, L.; Lobo, C.; Maldonado, I",THE IMPACT OF GENDER ON FINANCIAL PERFORMANCE: EVIDENCE FROM A SAMPLE OF PORTUGUESE SMEs,POLISH JOURNAL OF MANAGEMENT STUDIES,,2,3,,,,,,,
550,1583,2020,"Ismail, Mazida; Mohamad, Norhidayah; Ahamat, Amiru",Top management capabilities and performance of halal product,INNOVATION & MANAGEMENT REVIEW,,2,3,,,,,,,
551,396,2019,"Sun, Wenbin; Price, Joseph; Ding, Yuan",The longitudinal effects of internationalization on firm performance: The moderating role of marketing capability,JOURNAL OF BUSINESS RESEARCH,,0,3,,,,,,,
552,506,2019,"Ben Slimane, Mehdi; Baghdadi, Leila",How internationalization affects firms' growth in the MENA region? A quantile regression approach,ECONOMICS BULLETIN,,?,3,,,,,,,
553,1373,2019,"Kashefi, M.; Mohammadi, H.; Abolhasani, L.",Effect of Marketing Strategies on Export Performance of Agricultural Products: The Case of Saffron in Iran,JOURNAL OF AGRICULTURAL SCIENCE AND TECHNOLOGY,,2,3,,,,,,,
554,1390,2019,"Kohr, Christopher Karl; Corsi, Armando Maria; Capi",Family culture and organisational systems as antecedents of market orientation and performance among family wineries,INTERNATIONAL JOURNAL OF WINE BUSINESS RESEARCH,,1,3,,,,,,,
555,2372,2019,Pacheco L.,Internationalization effects on financial performance: The case of portuguese industrial SMEs,Journal of Small Business Strategy,,?,3,,,,,,,
556,2380,2019,Pacheco L.,Internationalization effects on performance: The case of the portuguese textile and wearing firms,Journal of Textile and Apparel Technology and Mana,,?,3,,,,,,,
557,509,2018,"Habib, Ashfaq; Huang, Xiaoxia","Manufacturing exports, profitability and working capital",HUMAN SYSTEMS MANAGEMENT,,?,3,,,,,,,
558,1202,2018,"Booltink, Lucas W. A.; Saka-Helmhout, Ayse",The effects of R&D intensity and internationalization on the performance of non-high-tech SMEs,INTERNATIONAL SMALL BUSINESS JOURNAL-RESEARCHING E,,?,3,,,,,,,
559,1216,2018,"Valero Cordoba, Gladys Mireya; Rodenes, Manuel; El",Effects of the use of competitiveness as a strategy on exporting companies: Status of the issue,EQUIDAD & DESARROLLO,,?,3,,,,,,,
560,1229,2018,"Cieslik, Andrzej; Michalek, Jan Jakub","Process and product innovations, multi-product status and export performance: firm-level evidence from V-4 countries",EQUILIBRIUM-QUARTERLY JOURNAL OF ECONOMICS AND ECO,,?,3,,,,,,,
561,1232,2018,"Schwens, Christian; Zapkau, Florian B.; Bierwerth,",International Entrepreneurship: A Meta-Analysis on the Internationalization and Performance Relationship,ENTREPRENEURSHIP THEORY AND PRACTICE,,?,3,,,,,,,
562,1250,2018,"Rua, Orlando Lima",From intangible resources to export performance: Exploring the mediating effect of absorptive capabilities and innovation,REVIEW OF INTERNATIONAL BUSINESS AND STRATEGY,,?,3,,,,,,,
563,1252,2018,"Calabrese, Giuseppe Giulio; Manello, Alessandro",Firm internationalization and performance: Evidence for designing policies,JOURNAL OF POLICY MODELING,,?,3,,,,,,,
564,1256,2018,"Abdi, Majid; Aulakh, Preet S.","Internationalization and performance: Degree, duration, and scale of operations",JOURNAL OF INTERNATIONAL BUSINESS STUDIES,,?,3,,,,,,,
565,408,2017,"Costa, Stefano; Pappalardo, Carmine; Vicarelli, Cl",Internationalization choices and Italian firm performance during the crisis,SMALL BUSINESS ECONOMICS,,1,3,,,,,,,
566,144,2017,"Grant, Kevin; Matousek, Roman; Meyer, Martin; Tzer",A research note on multinationality and firm performance Nonparametric frontier analysis,INTERNATIONAL JOURNAL OF OPERATIONS & PRODUCTION M,,0,3,,,,,,,
567,409,2017,"Dikova, Dessislava; van Witteloostuijn, Arjen; Par","Capability, environment and internationalization fit, and financial and marketing performance of MNEs' foreign subsidiaries An abductive contingency approach",CROSS CULTURAL & STRATEGIC MANAGEMENT,,0,3,,,,,,,
568,1137,2017,"Baker, H. Kent; Kumar, Satish; Colombage, Sisira; ",Working capital management practices in India: survey evidence,MANAGERIAL FINANCE,,3,3,,,,,,,
569,1302,2017,"Macchion, Laura; Moretto, Antonella Maria; Caniato",International e-commerce for fashion products: what is the relationship with performance?,INTERNATIONAL JOURNAL OF RETAIL & DISTRIBUTION MAN,,?,3,,,,,,,
570,1304,2017,"Liu, Guangqiang; Pang, Lirang; Kong, Dongmin",Effects of human capital on the relationship between export and firm innovation,CHINESE MANAGEMENT STUDIES,,2,3,,,,,,,
571,1309,2017,"Bianchi, Constanza; Glavas, Charmaine; Mathews, Sh",SME international performance in Latin America The role of entrepreneurial and technological capabilities,JOURNAL OF SMALL BUSINESS AND ENTERPRISE DEVELOPME,,?,3,,,,,,,
572,1310,2017,"Ganvir, Manish B.; Dwivedi, Neeraj",Internationalization and performance of Indian born globals Moderating role of presence of foreign equity,INTERNATIONAL JOURNAL OF EMERGING MARKETS,,3,3,,,,,,,
573,511,2016,"Rugman, Alan M.; Nguyen, Quyen T. K.; Wei, Ziyi",Rethinking the Literature on the Performance of Chinese Multinational Enterprises,MANAGEMENT AND ORGANIZATION REVIEW,,2,3,,,,,,,
574,510,2016,"Altomonte, Carlo; Gamba, Simona; Mancusi, Maria Lu","R&D investments, financing constraints, exporting and productivity",ECONOMICS OF INNOVATION AND NEW TECHNOLOGY,,?,3,,,,,,,
575,1092,2016,"Reis, Joana; Forte, Rosa",The impact of industry characteristics on firms' export intensity,INTERNATIONAL AREA STUDIES REVIEW,,?,3,,,,,,,
576,1099,2016,"Dominguez, Beatriz; Garrido, Elisabet; Orcos, Raqu",Multimarket contact and performance: Evidence from emerging economies,BRQ-BUSINESS RESEARCH QUARTERLY,,0,3,,,,,,,
577,1102,2016,"Berry, Heather; Kaul, Aseem",REPLICATING THE MULTINATIONALITY-PERFORMANCE RELATIONSHIP: IS THERE AN S-CURVE?,STRATEGIC MANAGEMENT JOURNAL,,?,3,,,,,,,
578,1128,2016,"Ferraris, Alberto; Bresciani, Stefano",International diversification and firm performance: a four-stage model,EUROMED JOURNAL OF BUSINESS,,?,3,,,,,,,
579,1166,2016,"Chen, Yasheng; Jermias, Johnny",Linking Key Performance Indicators to New International Venture Survival,JOURNAL OF INTERNATIONAL ACCOUNTING RESEARCH,,2,3,,,,,,,
580,426,2015,"Urban, Boris; Sefalafala, Mpho R.",THE INFLUENCE OF ENTREPRENEURIAL INTENSITY AND CAPABILITIES ON INTERNATIONALISATION AND FIRM PERFORMANCE,SOUTH AFRICAN JOURNAL OF ECONOMIC AND MANAGEMENT S,,2,3,,,,,,,
581,428,2015,"Chen, Yan; Zhai, Rui-Rui; Wang, Chengqi; Zhong, Ch","Home institutions, internationalization and firm performance Evidence from listed Chinese firms",MANAGEMENT DECISION,,2,3,,,,,,,
582,980,2015,"Fernandez Olmos, Marta; Diez-Vial, Isabel",Internationalization pathways and the performance of SMEs,EUROPEAN JOURNAL OF MARKETING,,?,3,,,,,,,
583,990,2015,"Huo, Da; Hung, Ken",INTERNATIONALIZATION STRATEGY AND FIRM PERFORMANCE: ESTIMATION OF CORPORATE STRATEGY EFFECT BASED ON BIG DATA OF CHINESE IT COMPANIES IN A COMPLEX NETWORK,ROMANIAN JOURNAL OF ECONOMIC FORECASTING,,2,3,,,,,,,
584,1002,2015,"Cieslik, Jerzy; Kaciak, Eugene; Thongpapanl, Naron",Effect of export experience and market scope strategy on export performance: Evidence from Poland,INTERNATIONAL BUSINESS REVIEW,,2,3,,,,,,,
585,1014,2015,"Cristadoro, Riccardo; D'Aurizio, Leandro",A PROFILE OF THE ITALIAN MULTINATIONAL FIRMS,POLITICA ECONOMICA,,1,3,,,,,,,
586,1060,2015,"Gervais, Antoine",Product quality and firm heterogeneity in international trade,CANADIAN JOURNAL OF ECONOMICS-REVUE CANADIENNE D E,,1,3,,,,,,,
587,512,2014,"Hutzschenreuter, Thomas; Kleindienst, Ingo; Lange,","Added Psychic Distance Stimuli and MNE Performance Performance Effects of Added Cultural, Governance, Geographic, and Economic Distance in MNEs' International Expansion",JOURNAL OF INTERNATIONAL MANAGEMENT,,?,3,,,,,,,
588,869,2014,"Onodi, Annamaria Kazai",Export Performance Clusters of the Hungarian Enterprises: What Factors are Behind the Successful Export Activities?,ENTREPRENEURIAL BUSINESS AND ECONOMICS REVIEW,,2,3,,,,,,,
589,874,2014,"Cieslik, Andrzej; Michalek, Jan; Michalek, Anna","The Influence of Firm Characteristics and Export Performance in Central and Eastern Europe: Comparisons of Visegrad, Baltic and Caucasus States",ENTREPRENEURIAL BUSINESS AND ECONOMICS REVIEW,,?,3,,,,,,,
590,892,2014,"Fonfria, Antonio; Duch-Brown, Nestor",Explaining Export Performance in the Spanish Defense Industry,DEFENCE AND PEACE ECONOMICS,,1,3,,,,,,,
591,900,2014,"de Jong, Gjalt; van Houten, Jerry",The impact of MNE cultural diversity on the internationalization-performance relationship Theory and evidence from European multinational enterprises,INTERNATIONAL BUSINESS REVIEW,,?,3,,,,,,,
592,905,2014,"Lee, Seoki; Upneja, Arun; Ozdemir, Ozgur; Sun, Kyu",A synergy effect of internationalization and firm size on performance US hotel industry,INTERNATIONAL JOURNAL OF CONTEMPORARY HOSPITALITY ,,1,3,,,,,,,
593,2428,2014,Sdiri H.,Internationalization and innovation profitability: The case of Tunisian service firms,Problems and Perspectives in Management,,2,3,,,,,,,
594,437,2013,"Yang, Yong; Martins, Pedro S.; Driffield, Nigel",Multinational Performance and the Geography of FDI,MANAGEMENT INTERNATIONAL REVIEW,,?,3,,,,,,,
595,805,2013,"Polat, Inci; Mutlu, Hanifi Murat",DEGREE OF INTERNATIONALIZATION IN LOGISTICS SECTOR AND STRATEGIC ORIENTATIONS,LOGFORUM,,?,3,,,,,,,
596,806,2013,"Musca, Maria; Schiliro, Daniele",AN INVESTIGATION INTO MEDIUM-SIZED MULTINATIONAL ENTERPRISES,ATTI ACCADEMIA PELORITANA DEI PERICOLANTI-CLASSE D,,1,3,,,,,,,
597,810,2013,"Lee, In Hyeock (Ian)",The M Curve and the multinationality-performance relationship of Korean INVs,MULTINATIONAL BUSINESS REVIEW,,1,3,,,,,,,
598,813,2013,"Sinkovics, Noemi; Sinkovics, Rudolf R.; Jean, Ruey",The internet as an alternative path to internationalization?,INTERNATIONAL MARKETING REVIEW,,?,3,,,,,,,
