priority_rank,seq,title,authors,year,journal,doi,doi_link,google_scholar,openalex_search,unpaywall_api,pdf_found,pdf_filename,pdf_source,fulltext_screening_decision,exclusion_reason,sample_size_n,model_type,effect_size_type,reported_coefficient,standard_error,t_value,df_for_t,p_value,converted_r,fisher_z,variance_z,performance_measure_guess,internationalization_measure_guess,table_or_page,statistic_location,notes_for_extractor,ready_for_r,doi_status,icrv,prescreen_reason,dpl,fp_type,country_guess,region_guess,internationalization_dimension_guess,performance_category_guess,research_design_guess,fulltext_status,extraction_status,screening_decision_prelim,study_period_start,study_period_end,industry,firm_type,curve_type,moderators,source_url_or_pdf_path,extraction_priority,extracted_by,checked_by,effect_direction,conversion_formula
22,242,"Using the SHAPLEY value approach to variance decomposition in strategy research: Diversification, internationalization, and corporate group effects on affiliate profitability","Sharapov, Dmitry; Kattuman, Paul; Rodriguez, Diego; Velazquez, F. Javier",2021,STRATEGIC MANAGEMENT JOURNAL,10.1002/smj.3236,https://doi.org/10.1002/smj.3236,https://scholar.google.com/scholar?q=Using%20the%20SHAPLEY%20value%20approach%20to%20variance%20decomposition%20in%20strategy%20research%3A%20Diversification%2C%20internationalization%2C%20and%20corporate%20group%20effects%20on%20affiliate%20profitability,https://openalex.org/works?search=Using%20the%20SHAPLEY%20value%20approach%20to%20variance%20decomposition%20in%20strategy%20research%3A%20Diversification%2C%20internationalization%2C%20and%20corporate%20group%20effects%20on%20affiliate%20profitability,https://api.unpaywall.org/v2/10.1002%2Fsmj.3236,,,,,,,,,,,,,,,,,Firm performance,Geographic diversification,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,1,INCL:internationalization|financial-perf,3,financial_perf,TO_EXTRACT,TO_EXTRACT,Scope,Accounting/financial,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
23,246,"The impact of knowledge management on the internationalization, organizational ambidexterity and performance of Spanish hotel chains","Ubeda-Garcia, Mercedes; Rienda, Laura; Carmen Zaragoza-Saez, Patrocinio; Andreu-Guerrero, Rosario",2021,INTERNATIONAL JOURNAL OF CONTEMPORARY HOSPITALITY MANAGEMENT,10.1108/ijchm-10-2020-1141,https://doi.org/10.1108/ijchm-10-2020-1141,https://scholar.google.com/scholar?q=The%20impact%20of%20knowledge%20management%20on%20the%20internationalization%2C%20organizational%20ambidexterity%20and%20performance%20of%20Spanish%20hotel%20chains,https://openalex.org/works?search=The%20impact%20of%20knowledge%20management%20on%20the%20internationalization%2C%20organizational%20ambidexterity%20and%20performance%20of%20Spanish%20hotel%20chains,https://api.unpaywall.org/v2/10.1108%2Fijchm-10-2020-1141,,,,,,,,,,,,,,,,,Firm performance,Internationalization,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,1,INCL:internationalization,3,TBD,Spain,Europe,General DOI,Accounting/financial,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
24,265,Firm-specific assets and the internationalization performance relationship in the US movie studio industry,"Tashman, Peter; Marano, Valentina; Babin, Jessica",2019,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2019.03.003,https://doi.org/10.1016/j.ibusrev.2019.03.003,https://scholar.google.com/scholar?q=Firm-specific%20assets%20and%20the%20internationalization%20performance%20relationship%20in%20the%20US%20movie%20studio%20industry,https://openalex.org/works?search=Firm-specific%20assets%20and%20the%20internationalization%20performance%20relationship%20in%20the%20US%20movie%20studio%20industry,https://api.unpaywall.org/v2/10.1016%2Fj.ibusrev.2019.03.003,,,,,,,,,,,,,,,,,Firm performance,Internationalization,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,1,INCL:internationalization,3,TBD,TO_EXTRACT,TO_EXTRACT,General DOI,Accounting/financial,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
25,270,Internationalization and Performance of SMEs in Masan Free Trade Zone (Korea): The Direct and Moderating Effects of Firm Size,"Lee, Sunhae; Park, Sae Woon; Namgung, Dam",2019,JOURNAL OF KOREA TRADE,10.35611/jkt.2019.23.4.30,https://doi.org/10.35611/jkt.2019.23.4.30,https://scholar.google.com/scholar?q=Internationalization%20and%20Performance%20of%20SMEs%20in%20Masan%20Free%20Trade%20Zone%20%28Korea%29%3A%20The%20Direct%20and%20Moderating%20Effects%20of%20Firm%20Size,https://openalex.org/works?search=Internationalization%20and%20Performance%20of%20SMEs%20in%20Masan%20Free%20Trade%20Zone%20%28Korea%29%3A%20The%20Direct%20and%20Moderating%20Effects%20of%20Firm%20Size,https://api.unpaywall.org/v2/10.35611%2Fjkt.2019.23.4.30,,,,,,,,,,,,,,,,,Firm performance,Internationalization,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,1,INCL:internationalization,3,TBD,Korea,Asia,General DOI,Accounting/financial,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
26,277,"The impact of technology capability, human resources, internationalization, market resources, and customer satisfaction on annual sales growth rates of Korean software firms","Lee, Seung Hyun; Leem, Choon Seong; Bae, Dae Jung",2018,INFORMATION TECHNOLOGY & MANAGEMENT,10.1007/s10799-018-0287-2,https://doi.org/10.1007/s10799-018-0287-2,https://scholar.google.com/scholar?q=The%20impact%20of%20technology%20capability%2C%20human%20resources%2C%20internationalization%2C%20market%20resources%2C%20and%20customer%20satisfaction%20on%20annual%20sales%20growth%20rates%20of%20Korean%20software%20firms,https://openalex.org/works?search=The%20impact%20of%20technology%20capability%2C%20human%20resources%2C%20internationalization%2C%20market%20resources%2C%20and%20customer%20satisfaction%20on%20annual%20sales%20growth%20rates%20of%20Korean%20software%20firms,https://api.unpaywall.org/v2/10.1007%2Fs10799-018-0287-2,,,,,,,,,,,,,,,,,Growth,Internationalization,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,1,INCL:internationalization|sales-growth,3,sales_growth,Korea,Asia,General DOI,Growth,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
27,279,A combined focused industry and company size investigation of the internationalization-performance relationship: The case of small and medium-sized enterprises (SMEs) within the Swedish wood manufacturing industry,"Hosseini, Mojtaba; Brege, Staffan; Nord, Tomas",2018,FOREST POLICY AND ECONOMICS,10.1016/j.forpol.2018.09.013,https://doi.org/10.1016/j.forpol.2018.09.013,https://scholar.google.com/scholar?q=A%20combined%20focused%20industry%20and%20company%20size%20investigation%20of%20the%20internationalization-performance%20relationship%3A%20The%20case%20of%20small%20and%20medium-sized%20enterprises%20%28SMEs%29%20within%20the%20Swedish%20wood%20manufacturing%20industry,https://openalex.org/works?search=A%20combined%20focused%20industry%20and%20company%20size%20investigation%20of%20the%20internationalization-performance%20relationship%3A%20The%20case%20of%20small%20and%20medium-sized%20enterprises%20%28SMEs%29%20within%20the%20Swedish%20wood%20manufacturing%20industry,https://api.unpaywall.org/v2/10.1016%2Fj.forpol.2018.09.013,,,,,,,,,,,,,,,,,Firm performance,Internationalization,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,1,INCL:internationalization,3,TBD,TO_EXTRACT,TO_EXTRACT,General DOI,Accounting/financial,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
28,281,"Internationalisation, innovation and productivity in services: evidence from Germany, Ireland and the United Kingdom","Peters, Bettina; Riley, Rebecca; Siedschlag, Iulia; Vahter, Priit; McQuinn, John",2018,REVIEW OF WORLD ECONOMICS,10.1007/s10290-018-0313-9,https://doi.org/10.1007/s10290-018-0313-9,https://scholar.google.com/scholar?q=Internationalisation%2C%20innovation%20and%20productivity%20in%20services%3A%20evidence%20from%20Germany%2C%20Ireland%20and%20the%20United%20Kingdom,https://openalex.org/works?search=Internationalisation%2C%20innovation%20and%20productivity%20in%20services%3A%20evidence%20from%20Germany%2C%20Ireland%20and%20the%20United%20Kingdom,https://api.unpaywall.org/v2/10.1007%2Fs10290-018-0313-9,,,,,,,,,,,,,,,,,Innovation/strategic outcome,Export intensity,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,1,INCL:internationalization|export-productivity,3,Productivity,Germany,Europe,Export,Innovation/other,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
29,282,Dimensional effects of Korean SME's entrepreneurial orientation on internationalization and performance: the mediating role of marketing capability,"Jin, Byoungho; Jung, Sojin; Jeong, So Won",2018,INTERNATIONAL ENTREPRENEURSHIP AND MANAGEMENT JOURNAL,10.1007/s11365-017-0457-4,https://doi.org/10.1007/s11365-017-0457-4,https://scholar.google.com/scholar?q=Dimensional%20effects%20of%20Korean%20SME%27s%20entrepreneurial%20orientation%20on%20internationalization%20and%20performance%3A%20the%20mediating%20role%20of%20marketing%20capability,https://openalex.org/works?search=Dimensional%20effects%20of%20Korean%20SME%27s%20entrepreneurial%20orientation%20on%20internationalization%20and%20performance%3A%20the%20mediating%20role%20of%20marketing%20capability,https://api.unpaywall.org/v2/10.1007%2Fs11365-017-0457-4,,,,,,,,,,,,,,,,,Market performance,Internationalization,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,1,INCL:internationalization,3,TBD,Korea,Asia,General DOI,Market-based,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
30,283,"The internationalisation of Spanish family firms through business groups: Factors affecting the profitability, and the moderating effect of the family nature of the Spanish business","Carmen Perez-Lopez, M.; Elena Gomez-Miranda, M.; Argente-Linares, Eva; Lopez-Sanchez, Lina",2018,REVISTA DE CONTABILIDAD-SPANISH ACCOUNTING REVIEW,10.1016/j.rcsar.2017.09.002,https://doi.org/10.1016/j.rcsar.2017.09.002,https://scholar.google.com/scholar?q=The%20internationalisation%20of%20Spanish%20family%20firms%20through%20business%20groups%3A%20Factors%20affecting%20the%20profitability%2C%20and%20the%20moderating%20effect%20of%20the%20family%20nature%20of%20the%20Spanish%20business,https://openalex.org/works?search=The%20internationalisation%20of%20Spanish%20family%20firms%20through%20business%20groups%3A%20Factors%20affecting%20the%20profitability%2C%20and%20the%20moderating%20effect%20of%20the%20family%20nature%20of%20the%20Spanish%20business,https://api.unpaywall.org/v2/10.1016%2Fj.rcsar.2017.09.002,,,,,,,,,,,,,,,,,Firm performance,Internationalization,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,1,INCL:internationalization|financial-perf,3,financial_perf,Spain,Europe,General DOI,Accounting/financial,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
31,293,"Firm internationalization, business group diversification and firm performance: The case of Latin American firms","Borda, Armando; Geleilate, Jose-Mauricio G.; Newburry, William; Kundu, Sumit K.",2017,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2016.11.006,https://doi.org/10.1016/j.jbusres.2016.11.006,https://scholar.google.com/scholar?q=Firm%20internationalization%2C%20business%20group%20diversification%20and%20firm%20performance%3A%20The%20case%20of%20Latin%20American%20firms,https://openalex.org/works?search=Firm%20internationalization%2C%20business%20group%20diversification%20and%20firm%20performance%3A%20The%20case%20of%20Latin%20American%20firms,https://api.unpaywall.org/v2/10.1016%2Fj.jbusres.2016.11.006,,,,,,,,,,,,,,,,,Firm performance,Geographic diversification,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,1,INCL:internationalization|firm-performance,3,firm_performance,Latin America,Latin America,Scope,Accounting/financial,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
32,298,The inverted-U relationship between the degree of internationalization and the performance: The case of Spanish hotel chains,"Brida, Juan Gabriel; Ramon-Rodriguez, Ana B.; Jesus Such-Devesa, Maria; Driha, Oana",2016,TOURISM MANAGEMENT PERSPECTIVES,10.1016/j.tmp.2015.12.016,https://doi.org/10.1016/j.tmp.2015.12.016,https://scholar.google.com/scholar?q=The%20inverted-U%20relationship%20between%20the%20degree%20of%20internationalization%20and%20the%20performance%3A%20The%20case%20of%20Spanish%20hotel%20chains,https://openalex.org/works?search=The%20inverted-U%20relationship%20between%20the%20degree%20of%20internationalization%20and%20the%20performance%3A%20The%20case%20of%20Spanish%20hotel%20chains,https://api.unpaywall.org/v2/10.1016%2Fj.tmp.2015.12.016,,,,,,,,,,,,,,,,,Firm performance,Internationalization,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,1,INCL:internationalization|DOI,3,TBD,Spain,Europe,General DOI,Accounting/financial,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
33,302,The negative synergistic effect of internationalization and corporate social responsibility on US restaurant firms' value performance,"Jung, SoYeon; Lee, Seoki; Dalbor, Michael",2016,INTERNATIONAL JOURNAL OF CONTEMPORARY HOSPITALITY MANAGEMENT,10.1108/ijchm-07-2014-0361,https://doi.org/10.1108/ijchm-07-2014-0361,https://scholar.google.com/scholar?q=The%20negative%20synergistic%20effect%20of%20internationalization%20and%20corporate%20social%20responsibility%20on%20US%20restaurant%20firms%27%20value%20performance,https://openalex.org/works?search=The%20negative%20synergistic%20effect%20of%20internationalization%20and%20corporate%20social%20responsibility%20on%20US%20restaurant%20firms%27%20value%20performance,https://api.unpaywall.org/v2/10.1108%2Fijchm-07-2014-0361,,,,,,,,,,,,,,,,,Firm performance,Internationalization,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,1,INCL:internationalization,3,TBD,TO_EXTRACT,TO_EXTRACT,General DOI,Accounting/financial,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
34,328,Productivity Heterogeneity and Internationalization: Evidence from Japanese Firms,"Wakasugi, Ryuhei; Tanaka, Ayumu",2012,MILLENNIAL ASIA,10.1177/097639961200300103,https://doi.org/10.1177/097639961200300103,https://scholar.google.com/scholar?q=Productivity%20Heterogeneity%20and%20Internationalization%3A%20Evidence%20from%20Japanese%20Firms,https://openalex.org/works?search=Productivity%20Heterogeneity%20and%20Internationalization%3A%20Evidence%20from%20Japanese%20Firms,https://api.unpaywall.org/v2/10.1177%2F097639961200300103,,,,,,,,,,,,,,,,,Productivity,Export intensity,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,1,INCL:internationalization|export-productivity,3,Productivity,Japan,Asia,Export,Operational,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
35,329,"Presuccession Performance, CEO Succession, Top Management Team, and Change in a Firm's Internationalization: The Moderating Effect of CEO/Chairperson Dissimilarity","Liu, Yunshi; Yu, Hui-Yun; Valenti, M. Alix",2012,CANADIAN JOURNAL OF ADMINISTRATIVE SCIENCES-REVUE CANADIENNE DES SCIENCES DE L ADMINISTRATION,10.1002/cjas.196,https://doi.org/10.1002/cjas.196,https://scholar.google.com/scholar?q=Presuccession%20Performance%2C%20CEO%20Succession%2C%20Top%20Management%20Team%2C%20and%20Change%20in%20a%20Firm%27s%20Internationalization%3A%20The%20Moderating%20Effect%20of%20CEO/Chairperson%20Dissimilarity,https://openalex.org/works?search=Presuccession%20Performance%2C%20CEO%20Succession%2C%20Top%20Management%20Team%2C%20and%20Change%20in%20a%20Firm%27s%20Internationalization%3A%20The%20Moderating%20Effect%20of%20CEO/Chairperson%20Dissimilarity,https://api.unpaywall.org/v2/10.1002%2Fcjas.196,,,,,,,,,,,,,,,,,Firm performance,Internationalization,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,1,INCL:internationalization,3,TBD,TO_EXTRACT,TO_EXTRACT,General DOI,Accounting/financial,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
36,333,"Learning by exporting and high-tech capital deepening in Singapore manufacturing industries, 1974-2006","Chongvilaivan, Aekapol",2012,APPLIED ECONOMICS,10.1080/00036846.2011.566184,https://doi.org/10.1080/00036846.2011.566184,https://scholar.google.com/scholar?q=Learning%20by%20exporting%20and%20high-tech%20capital%20deepening%20in%20Singapore%20manufacturing%20industries%2C%201974-2006,https://openalex.org/works?search=Learning%20by%20exporting%20and%20high-tech%20capital%20deepening%20in%20Singapore%20manufacturing%20industries%2C%201974-2006,https://api.unpaywall.org/v2/10.1080%2F00036846.2011.566184,,,,,,,,,,,,,,,,,TO_EXTRACT,Export intensity,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,1,INCL:exporter|export-productivity,3,,TO_EXTRACT,TO_EXTRACT,Export,TO_EXTRACT,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
37,336,"Ethnic ties, location choice, and firm performance in foreign direct investment: A study of Taiwanese business groups FDI in China","Jean, Ruey-Jer Bryan; Tan, Danchi; Sinkovics, Rudolf R.",2011,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2011.02.012,https://doi.org/10.1016/j.ibusrev.2011.02.012,https://scholar.google.com/scholar?q=Ethnic%20ties%2C%20location%20choice%2C%20and%20firm%20performance%20in%20foreign%20direct%20investment%3A%20A%20study%20of%20Taiwanese%20business%20groups%20FDI%20in%20China,https://openalex.org/works?search=Ethnic%20ties%2C%20location%20choice%2C%20and%20firm%20performance%20in%20foreign%20direct%20investment%3A%20A%20study%20of%20Taiwanese%20business%20groups%20FDI%20in%20China,https://api.unpaywall.org/v2/10.1016%2Fj.ibusrev.2011.02.012,,,,,,,,,,,,,,,,,Firm performance,FDI,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,1,INCL:FDI|firm-performance,3,firm_performance,China,Asia,FDI/investment,Accounting/financial,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
